Date,Close/Last,Volume,Open,High,Low
3/3/2021,$255.41 ,15513520,$260.29 ,$260.99 ,$255.10 
3/2/2021,$259 ,15191720,$265.78 ,$266.71 ,$258.65 
3/1/2021,$264.91 ,22157260,$260.82 ,$266.65 ,$257.90 
2/26/2021,$257.62 ,26619520,$256.47 ,$265.55 ,$256.47 
2/25/2021,$254.69 ,19053140,$262.30 ,$266.94 ,$254.04 
2/24/2021,$264.31 ,15736120,$262.33 ,$266.38 ,$258.39 
2/23/2021,$265.86 ,21924560,$259.50 ,$267.46 ,$254.96 
2/22/2021,$260.33 ,17434870,$257.95 ,$263.07 ,$257.53 
2/19/2021,$261.56 ,25622590,$269.86 ,$270.27 ,$260.15 
2/18/2021,$269.39 ,15249130,$269.57 ,$271.95 ,$266.03 
2/17/2021,$273.57 ,12763240,$271.24 ,$273.97 ,$269.58 
2/16/2021,$273.97 ,15417240,$270.80 ,$276.60 ,$270.05 
2/12/2021,$270.50 ,9097597,$270.52 ,$271.18 ,$268.34 
2/11/2021,$270.39 ,12828570,$271.89 ,$273.58 ,$268.49 
2/10/2021,$271.87 ,14687150,$272.45 ,$273.80 ,$267.72 
2/9/2021,$269.45 ,14613380,$266.44 ,$273.39 ,$265.75 
2/8/2021,$266.58 ,13755190,$268.75 ,$269.86 ,$265 
2/5/2021,$268.10 ,12454370,$266.80 ,$269.17 ,$265.67 
2/4/2021,$266.49 ,16059960,$267.01 ,$268.16 ,$264 
2/3/2021,$266.65 ,14223380,$265.62 ,$269.20 ,$263.84 
2/2/2021,$267.08 ,17320790,$264 ,$268.85 ,$263.27 
2/1/2021,$262.01 ,22914260,$259.52 ,$264.17 ,$254.91 
1/29/2021,$258.33 ,30389500,$265.30 ,$266.56 ,$254.85 
1/28/2021,$265 ,37758840,$277.18 ,$286.79 ,$264.70 
1/27/2021,$272.14 ,35346190,$282.53 ,$283.45 ,$268.12 
1/26/2021,$282.05 ,19373640,$278.14 ,$285.39 ,$277.81 
1/25/2021,$278.01 ,19086990,$278.14 ,$280.10 ,$271.51 
1/22/2021,$274.50 ,21954040,$272.01 ,$278.47 ,$272 
1/21/2021,$272.87 ,20838690,$269.26 ,$273.60 ,$267.49 
1/20/2021,$267.48 ,25199920,$268.93 ,$270.32 ,$263.60 
1/19/2021,$261.10 ,28028550,$256.90 ,$262.20 ,$252.72 
1/15/2021,$251.36 ,24942930,$247.90 ,$253.86 ,$247.16 
1/14/2021,$245.64 ,29739400,$253.40 ,$255.03 ,$244.61 
1/13/2021,$251.64 ,19528940,$251.55 ,$253.95 ,$249.20 
1/12/2021,$251.09 ,26449940,$256.63 ,$259.72 ,$250.30 
1/11/2021,$256.84 ,30412290,$260.48 ,$263.47 ,$255.90 
1/8/2021,$267.57 ,18528250,$268.31 ,$268.95 ,$263.18 
1/7/2021,$268.74 ,15789760,$265.90 ,$271.61 ,$264.78 
1/6/2021,$263.31 ,24354150,$262 ,$267.75 ,$260.01 
1/5/2021,$270.97 ,9871557,$268.29 ,$272.40 ,$268.21 
1/4/2021,$268.94 ,15106110,$274.78 ,$275 ,$265.20 
12/31/2020,$273.16 ,12900410,$272 ,$277.09 ,$269.81 
12/30/2020,$271.87 ,11803800,$277.95 ,$278.08 ,$271.71 
12/29/2020,$276.78 ,16383000,$276.95 ,$280.51 ,$276.28 
12/28/2020,$277 ,23299710,$268.74 ,$277.30 ,$265.66 
12/24/2020,$267.40 ,6702033,$268.88 ,$270.40 ,$266.20 
12/23/2020,$268.11 ,14329040,$266.89 ,$272.17 ,$266.23 
12/22/2020,$267.09 ,17335000,$271.50 ,$271.50 ,$264.63 
12/21/2020,$272.79 ,16553740,$272.98 ,$274.67 ,$267.79 
12/18/2020,$276.40 ,26693250,$275.78 ,$278 ,$271.14 
12/17/2020,$274.48 ,16377840,$277.07 ,$280.44 ,$273.61 
12/16/2020,$275.67 ,15885000,$274.76 ,$277.86 ,$272.51 
12/15/2020,$275.55 ,23979460,$274.83 ,$276.08 ,$267.47 
12/14/2020,$274.19 ,16376880,$273.37 ,$277.22 ,$271.56 
12/11/2020,$273.55 ,14391400,$274.53 ,$276.48 ,$270.25 
12/10/2020,$277.12 ,20065090,$275.54 ,$278.73 ,$271.86 
12/9/2020,$277.92 ,25189710,$283.66 ,$287.63 ,$271.75 
12/8/2020,$283.40 ,10747650,$286.01 ,$286.43 ,$281.55 
12/7/2020,$285.58 ,13007670,$279.19 ,$288.49 ,$278.20 
12/4/2020,$279.70 ,10880300,$280.30 ,$283.46 ,$279.30 
12/3/2020,$281.85 ,12921690,$286.25 ,$286.65 ,$281.07 
12/2/2020,$287.52 ,17361620,$285.36 ,$291.78 ,$280.83 
12/1/2020,$286.55 ,20777910,$279.16 ,$289.30 ,$278.96 
11/30/2020,$276.97 ,16693340,$276.03 ,$277.70 ,$271.01 
11/27/2020,$277.81 ,7808426,$277.39 ,$279.13 ,$274.82 
11/25/2020,$275.59 ,12467010,$278.14 ,$280.18 ,$272.65 
11/24/2020,$276.92 ,16930420,$268.49 ,$277.82 ,$267.87 
11/23/2020,$268.43 ,20990790,$270.89 ,$270.95 ,$264.53 
11/20/2020,$269.70 ,18122410,$272.56 ,$273 ,$269.41 
11/19/2020,$272.94 ,12963660,$271.03 ,$273.47 ,$269.19 
11/18/2020,$271.97 ,12152950,$274.52 ,$277.39 ,$271.84 
11/17/2020,$275 ,15040300,$277.68 ,$277.68 ,$273.29 
11/16/2020,$278.96 ,12970350,$275.05 ,$279.41 ,$274.63 
11/13/2020,$276.95 ,10400100,$277.72 ,$277.76 ,$273.10 
11/12/2020,$275.08 ,12914210,$277.18 ,$279.75 ,$274.43 
11/11/2020,$276.48 ,14956950,$273.47 ,$278.40 ,$272.48 
11/10/2020,$272.43 ,29067690,$273.10 ,$274 ,$264 
11/9/2020,$278.77 ,25117650,$289.87 ,$292.58 ,$278.53 
11/6/2020,$293.41 ,13890970,$293.95 ,$294.60 ,$288.06 
11/5/2020,$294.68 ,23823630,$291.90 ,$297.38 ,$288.95 
11/4/2020,$287.38 ,35364420,$281 ,$288.94 ,$278.62 
11/3/2020,$265.30 ,17961860,$263.16 ,$270.05 ,$260.88 
11/2/2020,$261.36 ,27165680,$264.60 ,$270.47 ,$257.34 
10/30/2020,$263.11 ,47299000,$274.50 ,$276.70 ,$259.10 
10/29/2020,$280.83 ,32368120,$276.55 ,$283.60 ,$273.78 
10/28/2020,$267.67 ,23121810,$278.79 ,$278.79 ,$267.26 
10/27/2020,$283.29 ,16287250,$278.76 ,$284.51 ,$276.31 
10/26/2020,$277.11 ,21322930,$283.16 ,$285.23 ,$274.26 
10/23/2020,$284.79 ,17535160,$278.80 ,$285.24 ,$276.82 
10/22/2020,$278.12 ,16720030,$279.87 ,$282.45 ,$275.04 
10/21/2020,$278.73 ,28998640,$279.56 ,$283.05 ,$276.37 
10/20/2020,$267.56 ,18763250,$263.06 ,$269.70 ,$262.88 
10/19/2020,$261.40 ,13586960,$265.53 ,$268.55 ,$259.88 
10/16/2020,$265.93 ,16622700,$267.38 ,$271.37 ,$265.30 
10/15/2020,$266.72 ,15416060,$267.60 ,$269.04 ,$263.67 
10/14/2020,$271.82 ,15601150,$277.62 ,$278.75 ,$271.50 
10/13/2020,$276.14 ,18063340,$277.58 ,$279.10 ,$273.39 
10/12/2020,$275.75 ,31019260,$270.20 ,$280.18 ,$267.87 
10/9/2020,$264.45 ,14107800,$264.52 ,$264.75 ,$262.17 
10/8/2020,$263.76 ,16312760,$259.75 ,$264.62 ,$259.15 
10/7/2020,$258.12 ,23133420,$259.21 ,$260.18 ,$254.82 
10/6/2020,$258.66 ,18696920,$261.78 ,$265.69 ,$258.24 
10/5/2020,$264.65 ,12822250,$262.20 ,$264.87 ,$260.84 
10/2/2020,$259.94 ,16367600,$261.21 ,$265.15 ,$259.18 
10/1/2020,$266.63 ,20009800,$265.35 ,$268.33 ,$264.80 
9/30/2020,$261.90 ,20142550,$261.98 ,$266.09 ,$260.10 
9/29/2020,$261.79 ,20215500,$257.81 ,$263.33 ,$256.90 
9/28/2020,$256.82 ,18826250,$259.40 ,$259.60 ,$254.82 
9/25/2020,$254.82 ,18351310,$249.40 ,$255.75 ,$246.61 
9/24/2020,$249.53 ,20006750,$246.50 ,$252.24 ,$245.62 
9/23/2020,$249.02 ,19641270,$255.26 ,$257.99 ,$248.15 
9/22/2020,$254.75 ,30293100,$253.31 ,$255.32 ,$248.22 
9/21/2020,$248.15 ,24709380,$247.54 ,$249.95 ,$244.13 
9/18/2020,$252.53 ,28130770,$258.41 ,$259.20 ,$250.05 
9/17/2020,$254.82 ,31281440,$258.28 ,$261.50 ,$250.19 
9/16/2020,$263.52 ,29207590,$267.29 ,$272.44 ,$261.79 
9/15/2020,$272.42 ,18478530,$270.67 ,$274.52 ,$269.30 
9/14/2020,$266.15 ,24093830,$270.95 ,$276.64 ,$265.70 
9/11/2020,$266.61 ,18913880,$270.06 ,$271.39 ,$262.64 
9/10/2020,$268.09 ,24814670,$275.51 ,$279.16 ,$267.03 
9/9/2020,$273.72 ,22918770,$275.77 ,$278.48 ,$271.35 
9/8/2020,$271.16 ,24864000,$271.28 ,$279.30 ,$269.42 
9/4/2020,$282.73 ,30333670,$287.25 ,$289 ,$271.14 
9/3/2020,$291.12 ,32294090,$295.99 ,$297.60 ,$283.63 
9/2/2020,$302.50 ,24341370,$298.88 ,$303.60 ,$293.05 
9/1/2020,$295.44 ,17320870,$294.71 ,$301.49 ,$292.71 
8/31/2020,$293.20 ,17345130,$293.95 ,$296.88 ,$291.55 
8/28/2020,$293.66 ,17172420,$295 ,$297.23 ,$290.98 
8/27/2020,$293.22 ,30301310,$300.16 ,$301.23 ,$292.02 
8/26/2020,$303.91 ,69015150,$284 ,$304.67 ,$284 
8/25/2020,$280.82 ,42127240,$272.41 ,$283.09 ,$270.26 
8/24/2020,$271.39 ,23685600,$271.07 ,$277.25 ,$268.77 
8/21/2020,$267.01 ,15538620,$268.69 ,$270.49 ,$266.42 
8/20/2020,$269.01 ,20299690,$261.50 ,$269.63 ,$261.46 
8/19/2020,$262.59 ,23291460,$261.39 ,$267.91 ,$261.35 
8/18/2020,$262.34 ,18690380,$260.95 ,$265.15 ,$259.26 
8/17/2020,$261.16 ,13351060,$262.50 ,$264.10 ,$259.40 
8/14/2020,$261.24 ,14792710,$262.31 ,$262.65 ,$258.68 
8/13/2020,$261.30 ,17373970,$261.55 ,$265.16 ,$259.57 
8/12/2020,$259.89 ,21428330,$258.97 ,$263.90 ,$258.11 
8/11/2020,$256.13 ,28238280,$260.19 ,$265.92 ,$255.13 
8/10/2020,$263 ,30248830,$268.04 ,$273.86 ,$259.69 
8/7/2020,$268.44 ,72766360,$264.08 ,$278.89 ,$263.43 
8/6/2020,$265.28 ,45241610,$249.04 ,$266.60 ,$248.67 
8/5/2020,$249.12 ,13088360,$250.19 ,$252.27 ,$247.77 
8/4/2020,$249.83 ,17183530,$251.56 ,$252.80 ,$247.43 
8/3/2020,$251.96 ,23134100,$252.65 ,$255.40 ,$250.33 
7/31/2020,$253.67 ,53030040,$255.82 ,$255.85 ,$249 
7/30/2020,$234.50 ,20615310,$230.22 ,$234.89 ,$229 
7/29/2020,$233.29 ,13588320,$231.14 ,$233.70 ,$230.31 
7/28/2020,$230.12 ,14170110,$234.63 ,$234.96 ,$229.83 
7/27/2020,$233.50 ,13163080,$231.46 ,$234.95 ,$230.83 
7/24/2020,$230.71 ,18325810,$230.19 ,$233.49 ,$226.90 
7/23/2020,$232.60 ,21771800,$239.63 ,$242.42 ,$231.75 
7/22/2020,$239.87 ,15427890,$240.26 ,$241.90 ,$238.12 
7/21/2020,$241.75 ,19409690,$246.22 ,$246.91 ,$240.08 
7/20/2020,$245.42 ,20872220,$240.06 ,$246.05 ,$235.64 
7/17/2020,$242.03 ,18152410,$241 ,$244.16 ,$237.86 
7/16/2020,$240.93 ,18880710,$238 ,$241.76 ,$236.33 
7/15/2020,$240.28 ,19133560,$241.55 ,$244.82 ,$238.05 
7/14/2020,$239.73 ,23378060,$236.76 ,$240.33 ,$232.03 
7/13/2020,$239 ,24674870,$247.01 ,$250.15 ,$238.42 
7/10/2020,$245.07 ,22982720,$243.69 ,$245.49 ,$239.32 
7/9/2020,$244.50 ,22174900,$245 ,$246.53 ,$239.24 
7/8/2020,$243.58 ,29791340,$238.11 ,$246.99 ,$236.59 
7/7/2020,$240.86 ,27887790,$239.41 ,$247.65 ,$238.82 
7/6/2020,$240.28 ,26206160,$233.76 ,$240.40 ,$232.27 
7/2/2020,$233.42 ,30633620,$239 ,$240 ,$232.61 
