Country,calendar_start_date,calendar_end_date,Year,dengue_total
TIMOR-LESTE,1/1/2022,12/31/2022,2022,2374
TOKELAU,5/4/2020,5/10/2020,2020,0
TOKELAU,5/11/2020,5/17/2020,2020,0
TOKELAU,5/18/2020,5/24/2020,2020,0
TOKELAU,5/25/2020,5/31/2020,2020,0
TOKELAU,6/1/2020,6/7/2020,2020,0
TOKELAU,10/11/2021,10/17/2021,2021,0
TOKELAU,10/18/2021,10/24/2021,2021,0
TOKELAU,11/22/2021,11/28/2021,2021,0
TOKELAU,11/29/2021,12/5/2021,2021,0
TOKELAU,1/10/2022,1/16/2022,2022,0
TOKELAU,1/17/2022,1/23/2022,2022,0
TOKELAU,1/31/2022,2/6/2022,2022,0
TOKELAU,2/21/2022,2/27/2022,2022,0
TOKELAU,3/7/2022,3/13/2022,2022,0
TOKELAU,4/11/2022,4/17/2022,2022,0
TOKELAU,4/18/2022,4/24/2022,2022,0
TOKELAU,4/25/2022,5/1/2022,2022,0
TOKELAU,5/23/2022,5/29/2022,2022,0
TOKELAU,6/5/2022,6/11/2022,2022,0
TOKELAU,6/13/2022,6/19/2022,2022,0
TOKELAU,6/26/2022,7/2/2022,2022,0
TOKELAU,6/27/2022,7/3/2022,2022,0
TOKELAU,7/18/2022,7/24/2022,2022,0
TOKELAU,8/15/2022,8/21/2022,2022,0
TOKELAU,8/28/2022,9/3/2022,2022,0
TOKELAU,9/5/2022,9/11/2022,2022,0
TOKELAU,11/14/2022,11/20/2022,2022,1
TOKELAU,12/12/2022,12/18/2022,2022,2
TOKELAU,1/2/2023,1/8/2023,2023,5
TOKELAU,4/17/2023,4/23/2023,2023,3
TONGA,5/4/2020,5/10/2020,2020,0
TONGA,5/11/2020,5/17/2020,2020,0
TONGA,5/18/2020,5/24/2020,2020,0
TONGA,5/25/2020,5/31/2020,2020,0
TONGA,6/1/2020,6/7/2020,2020,0
TONGA,9/21/2020,9/27/2020,2020,0
TONGA,10/4/2021,10/10/2021,2021,0
TONGA,10/11/2021,10/17/2021,2021,0
TONGA,10/18/2021,10/24/2021,2021,0
TONGA,10/25/2021,10/31/2021,2021,0
TONGA,11/1/2021,11/7/2021,2021,0
TONGA,11/8/2021,11/14/2021,2021,0
TONGA,11/22/2021,11/28/2021,2021,0
TONGA,11/29/2021,12/5/2021,2021,0
TONGA,12/13/2021,12/19/2021,2021,0
TONGA,12/27/2021,1/2/2022,2021,0
TONGA,1/3/2022,1/9/2022,2022,0
TONGA,1/24/2022,1/30/2022,2022,0
TONGA,1/31/2022,2/6/2022,2022,0
TONGA,2/21/2022,2/27/2022,2022,0
TONGA,2/28/2022,3/6/2022,2022,0
TONGA,3/7/2022,3/13/2022,2022,0
TONGA,5/16/2022,5/22/2022,2022,0
TONGA,5/23/2022,5/29/2022,2022,0
TONGA,9/5/2022,9/11/2022,2022,254
TONGA,9/12/2022,9/18/2022,2022,139
TONGA,9/19/2022,9/25/2022,2022,123
TONGA,9/26/2022,10/2/2022,2022,115
TONGA,10/10/2022,10/16/2022,2022,158
TONGA,10/17/2022,10/23/2022,2022,172
TONGA,10/24/2022,10/30/2022,2022,51
TONGA,10/31/2022,11/6/2022,2022,92
TONGA,11/7/2022,11/13/2022,2022,21
TONGA,11/14/2022,11/20/2022,2022,43
TONGA,11/21/2022,11/27/2022,2022,19
TONGA,11/28/2022,12/4/2022,2022,20
TONGA,12/5/2022,12/11/2022,2022,15
TONGA,12/12/2022,12/18/2022,2022,8
TONGA,1/1/2023,1/7/2023,2023,26
TONGA,1/2/2023,1/8/2023,2023,13
TONGA,1/9/2023,1/15/2023,2023,38
TONGA,1/16/2023,1/22/2023,2023,43
TONGA,1/29/2023,2/4/2023,2023,56
TONGA,1/30/2023,2/5/2023,2023,54
TONGA,2/6/2023,2/12/2023,2023,60
TONGA,2/13/2023,2/19/2023,2023,126
TONGA,2/20/2023,2/26/2023,2023,177
TONGA,2/27/2023,3/5/2023,2023,146
TONGA,3/12/2023,3/18/2023,2023,171
TONGA,3/19/2023,3/25/2023,2023,117
TONGA,3/20/2023,3/26/2023,2023,174
TONGA,3/27/2023,4/2/2023,2023,168
TONGA,4/3/2023,4/9/2023,2023,154
TONGA,4/10/2023,4/16/2023,2023,119
TRINIDAD AND TOBAGO,9/13/2020,9/19/2020,2020,0
TRINIDAD AND TOBAGO,9/20/2020,9/26/2020,2020,0
TRINIDAD AND TOBAGO,9/27/2020,10/3/2020,2020,0
TRINIDAD AND TOBAGO,10/4/2020,10/10/2020,2020,0
TRINIDAD AND TOBAGO,10/11/2020,10/17/2020,2020,0
TRINIDAD AND TOBAGO,10/18/2020,10/24/2020,2020,0
TRINIDAD AND TOBAGO,11/22/2020,11/28/2020,2020,0
TRINIDAD AND TOBAGO,11/29/2020,12/5/2020,2020,0
TRINIDAD AND TOBAGO,12/6/2020,12/12/2020,2020,0
TRINIDAD AND TOBAGO,12/13/2020,12/19/2020,2020,0
TRINIDAD AND TOBAGO,12/20/2020,12/26/2020,2020,0
TRINIDAD AND TOBAGO,12/27/2020,1/2/2021,2020,0
TRINIDAD AND TOBAGO,8/8/2021,8/14/2021,2021,0
TRINIDAD AND TOBAGO,8/15/2021,8/21/2021,2021,0
TRINIDAD AND TOBAGO,8/22/2021,8/28/2021,2021,0
TRINIDAD AND TOBAGO,8/29/2021,9/4/2021,2021,0
TRINIDAD AND TOBAGO,9/5/2021,9/11/2021,2021,0
TRINIDAD AND TOBAGO,9/12/2021,9/18/2021,2021,0
TRINIDAD AND TOBAGO,9/19/2021,9/25/2021,2021,0
TRINIDAD AND TOBAGO,9/26/2021,10/2/2021,2021,0
TRINIDAD AND TOBAGO,10/3/2021,10/9/2021,2021,0
TRINIDAD AND TOBAGO,10/10/2021,10/16/2021,2021,0
TRINIDAD AND TOBAGO,10/17/2021,10/23/2021,2021,0
TRINIDAD AND TOBAGO,10/24/2021,10/30/2021,2021,0
TRINIDAD AND TOBAGO,12/12/2021,12/18/2021,2021,0
TRINIDAD AND TOBAGO,12/19/2021,12/25/2021,2021,0
TRINIDAD AND TOBAGO,12/26/2021,1/1/2022,2021,0
TRINIDAD AND TOBAGO,8/28/2022,9/3/2022,2022,6
TRINIDAD AND TOBAGO,9/11/2022,9/17/2022,2022,0
TRINIDAD AND TOBAGO,9/18/2022,9/24/2022,2022,0
TRINIDAD AND TOBAGO,9/25/2022,10/1/2022,2022,0
TRINIDAD AND TOBAGO,10/2/2022,10/8/2022,2022,0
TURKS AND CAICOS ISLANDS,5/3/2020,5/9/2020,2020,0
TURKS AND CAICOS ISLANDS,5/10/2020,5/16/2020,2020,0
TURKS AND CAICOS ISLANDS,5/17/2020,5/23/2020,2020,0
TURKS AND CAICOS ISLANDS,5/24/2020,5/30/2020,2020,0
TURKS AND CAICOS ISLANDS,5/31/2020,6/6/2020,2020,0
TURKS AND CAICOS ISLANDS,6/7/2020,6/13/2020,2020,0
TURKS AND CAICOS ISLANDS,6/14/2020,6/20/2020,2020,0
TURKS AND CAICOS ISLANDS,6/21/2020,6/27/2020,2020,0
TURKS AND CAICOS ISLANDS,6/28/2020,7/4/2020,2020,0
TURKS AND CAICOS ISLANDS,7/5/2020,7/11/2020,2020,0
TURKS AND CAICOS ISLANDS,7/12/2020,7/18/2020,2020,0
TURKS AND CAICOS ISLANDS,7/19/2020,7/25/2020,2020,0
TURKS AND CAICOS ISLANDS,10/18/2020,10/24/2020,2020,0
TURKS AND CAICOS ISLANDS,10/25/2020,10/31/2020,2020,0
TURKS AND CAICOS ISLANDS,11/1/2020,11/7/2020,2020,0
TURKS AND CAICOS ISLANDS,11/8/2020,11/14/2020,2020,0
TURKS AND CAICOS ISLANDS,11/15/2020,11/21/2020,2020,0
TURKS AND CAICOS ISLANDS,11/22/2020,11/28/2020,2020,0
TURKS AND CAICOS ISLANDS,11/29/2020,12/5/2020,2020,0
TURKS AND CAICOS ISLANDS,12/6/2020,12/12/2020,2020,0
TURKS AND CAICOS ISLANDS,12/13/2020,12/19/2020,2020,0
TURKS AND CAICOS ISLANDS,12/20/2020,12/26/2020,2020,0
TURKS AND CAICOS ISLANDS,12/27/2020,1/2/2021,2020,0
TURKS AND CAICOS ISLANDS,3/28/2021,4/3/2021,2021,0
TURKS AND CAICOS ISLANDS,4/4/2021,4/10/2021,2021,0
TURKS AND CAICOS ISLANDS,4/11/2021,4/17/2021,2021,0
TURKS AND CAICOS ISLANDS,4/18/2021,4/24/2021,2021,0
TURKS AND CAICOS ISLANDS,4/25/2021,5/1/2021,2021,0
TURKS AND CAICOS ISLANDS,5/2/2021,5/8/2021,2021,0
TURKS AND CAICOS ISLANDS,5/9/2021,5/15/2021,2021,0
TURKS AND CAICOS ISLANDS,5/16/2021,5/22/2021,2021,0
TURKS AND CAICOS ISLANDS,5/23/2021,5/29/2021,2021,0
TURKS AND CAICOS ISLANDS,5/30/2021,6/5/2021,2021,0
TURKS AND CAICOS ISLANDS,6/6/2021,6/12/2021,2021,0
TURKS AND CAICOS ISLANDS,6/13/2021,6/19/2021,2021,0
TURKS AND CAICOS ISLANDS,6/20/2021,6/26/2021,2021,0
TURKS AND CAICOS ISLANDS,6/27/2021,7/3/2021,2021,0
TURKS AND CAICOS ISLANDS,7/4/2021,7/10/2021,2021,0
TURKS AND CAICOS ISLANDS,7/11/2021,7/17/2021,2021,0
TURKS AND CAICOS ISLANDS,7/18/2021,7/24/2021,2021,0
TURKS AND CAICOS ISLANDS,7/25/2021,7/31/2021,2021,0
TURKS AND CAICOS ISLANDS,8/1/2021,8/7/2021,2021,0
TURKS AND CAICOS ISLANDS,8/8/2021,8/14/2021,2021,0
TURKS AND CAICOS ISLANDS,8/15/2021,8/21/2021,2021,0
TURKS AND CAICOS ISLANDS,8/22/2021,8/28/2021,2021,0
TURKS AND CAICOS ISLANDS,8/29/2021,9/4/2021,2021,0
TURKS AND CAICOS ISLANDS,9/5/2021,9/11/2021,2021,0
TURKS AND CAICOS ISLANDS,9/12/2021,9/18/2021,2021,0
TURKS AND CAICOS ISLANDS,9/19/2021,9/25/2021,2021,0
TURKS AND CAICOS ISLANDS,9/26/2021,10/2/2021,2021,0
TURKS AND CAICOS ISLANDS,10/3/2021,10/9/2021,2021,0
TURKS AND CAICOS ISLANDS,10/10/2021,10/16/2021,2021,0
TURKS AND CAICOS ISLANDS,10/17/2021,10/23/2021,2021,0
TURKS AND CAICOS ISLANDS,10/24/2021,10/30/2021,2021,0
TURKS AND CAICOS ISLANDS,10/31/2021,11/6/2021,2021,0
TURKS AND CAICOS ISLANDS,11/7/2021,11/13/2021,2021,0
TURKS AND CAICOS ISLANDS,11/14/2021,11/20/2021,2021,0
TURKS AND CAICOS ISLANDS,11/21/2021,11/27/2021,2021,0
TURKS AND CAICOS ISLANDS,11/28/2021,12/4/2021,2021,0
TURKS AND CAICOS ISLANDS,12/5/2021,12/11/2021,2021,0
TURKS AND CAICOS ISLANDS,12/12/2021,12/18/2021,2021,0
TURKS AND CAICOS ISLANDS,12/19/2021,12/25/2021,2021,0
TURKS AND CAICOS ISLANDS,12/26/2021,1/1/2022,2021,0
TURKS AND CAICOS ISLANDS,1/2/2022,1/8/2022,2022,0
TURKS AND CAICOS ISLANDS,1/9/2022,1/15/2022,2022,0
TURKS AND CAICOS ISLANDS,1/16/2022,1/22/2022,2022,0
TURKS AND CAICOS ISLANDS,1/23/2022,1/29/2022,2022,0
TURKS AND CAICOS ISLANDS,1/30/2022,2/5/2022,2022,0
TURKS AND CAICOS ISLANDS,2/6/2022,2/12/2022,2022,0
TURKS AND CAICOS ISLANDS,2/13/2022,2/19/2022,2022,0
TURKS AND CAICOS ISLANDS,2/20/2022,2/26/2022,2022,0
TURKS AND CAICOS ISLANDS,2/27/2022,3/5/2022,2022,0
TURKS AND CAICOS ISLANDS,3/6/2022,3/12/2022,2022,0
TURKS AND CAICOS ISLANDS,3/13/2022,3/19/2022,2022,0
TURKS AND CAICOS ISLANDS,3/20/2022,3/26/2022,2022,0
TURKS AND CAICOS ISLANDS,3/27/2022,4/2/2022,2022,0
TURKS AND CAICOS ISLANDS,4/3/2022,4/9/2022,2022,0
TURKS AND CAICOS ISLANDS,4/10/2022,4/16/2022,2022,0
TURKS AND CAICOS ISLANDS,4/17/2022,4/23/2022,2022,0
TURKS AND CAICOS ISLANDS,4/24/2022,4/30/2022,2022,0
TURKS AND CAICOS ISLANDS,5/1/2022,5/7/2022,2022,0
TURKS AND CAICOS ISLANDS,5/8/2022,5/14/2022,2022,0
TURKS AND CAICOS ISLANDS,5/15/2022,5/21/2022,2022,0
TURKS AND CAICOS ISLANDS,5/22/2022,5/28/2022,2022,0
TURKS AND CAICOS ISLANDS,5/29/2022,6/4/2022,2022,0
TURKS AND CAICOS ISLANDS,6/5/2022,6/11/2022,2022,0
TURKS AND CAICOS ISLANDS,6/12/2022,6/18/2022,2022,0
TURKS AND CAICOS ISLANDS,6/19/2022,6/25/2022,2022,0
TURKS AND CAICOS ISLANDS,6/26/2022,7/2/2022,2022,0
TURKS AND CAICOS ISLANDS,7/3/2022,7/9/2022,2022,0
TURKS AND CAICOS ISLANDS,7/10/2022,7/16/2022,2022,0
TURKS AND CAICOS ISLANDS,7/17/2022,7/23/2022,2022,0
TURKS AND CAICOS ISLANDS,7/24/2022,7/30/2022,2022,0
TURKS AND CAICOS ISLANDS,7/31/2022,8/6/2022,2022,0
TURKS AND CAICOS ISLANDS,8/7/2022,8/13/2022,2022,0
TURKS AND CAICOS ISLANDS,8/14/2022,8/20/2022,2022,0
TURKS AND CAICOS ISLANDS,8/21/2022,8/27/2022,2022,0
TURKS AND CAICOS ISLANDS,8/28/2022,9/3/2022,2022,0
TURKS AND CAICOS ISLANDS,9/11/2022,9/17/2022,2022,0
TURKS AND CAICOS ISLANDS,9/18/2022,9/24/2022,2022,0
TURKS AND CAICOS ISLANDS,9/25/2022,10/1/2022,2022,0
TURKS AND CAICOS ISLANDS,10/2/2022,10/8/2022,2022,0
TURKS AND CAICOS ISLANDS,11/6/2022,11/12/2022,2022,0
TURKS AND CAICOS ISLANDS,11/13/2022,11/19/2022,2022,0
TURKS AND CAICOS ISLANDS,11/20/2022,11/26/2022,2022,0
TURKS AND CAICOS ISLANDS,11/27/2022,12/3/2022,2022,0
TURKS AND CAICOS ISLANDS,12/4/2022,12/10/2022,2022,0
TURKS AND CAICOS ISLANDS,12/11/2022,12/17/2022,2022,0
TURKS AND CAICOS ISLANDS,12/18/2022,12/24/2022,2022,0
TURKS AND CAICOS ISLANDS,12/25/2022,12/31/2022,2022,0
TUVALU,5/4/2020,5/10/2020,2020,0
TUVALU,5/11/2020,5/17/2020,2020,1
TUVALU,5/18/2020,5/24/2020,2020,0
TUVALU,9/21/2020,9/27/2020,2020,0
TUVALU,10/11/2021,10/17/2021,2021,0
TUVALU,11/8/2021,11/14/2021,2021,0
TUVALU,4/4/2022,4/10/2022,2022,0
TUVALU,6/5/2022,6/11/2022,2022,0
TUVALU,9/12/2022,9/18/2022,2022,93
TUVALU,3/27/2023,4/2/2023,2023,6
UNITED STATES OF AMERICA,5/3/2020,5/9/2020,2020,2
UNITED STATES OF AMERICA,5/10/2020,5/16/2020,2020,4
UNITED STATES OF AMERICA,5/17/2020,5/23/2020,2020,5
UNITED STATES OF AMERICA,7/5/2020,7/11/2020,2020,4
UNITED STATES OF AMERICA,7/12/2020,7/18/2020,2020,14
UNITED STATES OF AMERICA,7/19/2020,7/25/2020,2020,16
UNITED STATES OF AMERICA,7/26/2020,8/1/2020,2020,7
UNITED STATES OF AMERICA,8/2/2020,8/8/2020,2020,5
UNITED STATES OF AMERICA,8/9/2020,8/15/2020,2020,21
UNITED STATES OF AMERICA,8/16/2020,8/22/2020,2020,8
UNITED STATES OF AMERICA,8/23/2020,8/29/2020,2020,1
UNITED STATES OF AMERICA,8/30/2020,9/5/2020,2020,6
UNITED STATES OF AMERICA,9/6/2020,9/12/2020,2020,4
UNITED STATES OF AMERICA,9/13/2020,9/19/2020,2020,7
UNITED STATES OF AMERICA,9/20/2020,9/26/2020,2020,10
UNITED STATES OF AMERICA,9/27/2020,10/3/2020,2020,4
UNITED STATES OF AMERICA,10/4/2020,10/10/2020,2020,7
UNITED STATES OF AMERICA,10/11/2020,10/17/2020,2020,6
UNITED STATES OF AMERICA,10/18/2020,10/24/2020,2020,2
UNITED STATES OF AMERICA,10/25/2020,10/31/2020,2020,3
UNITED STATES OF AMERICA,11/1/2020,11/7/2020,2020,9
UNITED STATES OF AMERICA,11/8/2020,11/14/2020,2020,3
UNITED STATES OF AMERICA,11/15/2020,11/21/2020,2020,5
UNITED STATES OF AMERICA,11/22/2020,11/28/2020,2020,17
UNITED STATES OF AMERICA,11/29/2020,12/5/2020,2020,4
UNITED STATES OF AMERICA,12/6/2020,12/12/2020,2020,3
UNITED STATES OF AMERICA,12/13/2020,12/19/2020,2020,12
UNITED STATES OF AMERICA,12/20/2020,12/26/2020,2020,8
UNITED STATES OF AMERICA,12/27/2020,1/2/2021,2020,2
UNITED STATES OF AMERICA,1/3/2021,1/9/2021,2021,0
UNITED STATES OF AMERICA,1/10/2021,1/16/2021,2021,0
UNITED STATES OF AMERICA,1/17/2021,1/23/2021,2021,1
UNITED STATES OF AMERICA,1/24/2021,1/30/2021,2021,3
UNITED STATES OF AMERICA,1/31/2021,2/6/2021,2021,0
UNITED STATES OF AMERICA,2/7/2021,2/13/2021,2021,3
UNITED STATES OF AMERICA,2/14/2021,2/20/2021,2021,0
UNITED STATES OF AMERICA,2/21/2021,2/27/2021,2021,0
UNITED STATES OF AMERICA,2/28/2021,3/6/2021,2021,0
UNITED STATES OF AMERICA,3/7/2021,3/13/2021,2021,0
UNITED STATES OF AMERICA,3/14/2021,3/20/2021,2021,1
UNITED STATES OF AMERICA,3/21/2021,3/27/2021,2021,0
UNITED STATES OF AMERICA,3/28/2021,4/3/2021,2021,0
UNITED STATES OF AMERICA,4/4/2021,4/10/2021,2021,1
UNITED STATES OF AMERICA,4/11/2021,4/17/2021,2021,0
UNITED STATES OF AMERICA,4/18/2021,4/24/2021,2021,0
UNITED STATES OF AMERICA,4/25/2021,5/1/2021,2021,0
UNITED STATES OF AMERICA,5/2/2021,5/8/2021,2021,1
UNITED STATES OF AMERICA,5/9/2021,5/15/2021,2021,2
UNITED STATES OF AMERICA,5/16/2021,5/22/2021,2021,1
UNITED STATES OF AMERICA,5/23/2021,5/29/2021,2021,0
UNITED STATES OF AMERICA,5/30/2021,6/5/2021,2021,2
UNITED STATES OF AMERICA,6/6/2021,6/12/2021,2021,0
UNITED STATES OF AMERICA,6/13/2021,6/19/2021,2021,0
UNITED STATES OF AMERICA,6/20/2021,6/26/2021,2021,0
UNITED STATES OF AMERICA,6/27/2021,7/3/2021,2021,1
UNITED STATES OF AMERICA,7/4/2021,7/10/2021,2021,4
UNITED STATES OF AMERICA,7/11/2021,7/17/2021,2021,4
UNITED STATES OF AMERICA,7/18/2021,7/24/2021,2021,0
UNITED STATES OF AMERICA,7/25/2021,7/31/2021,2021,3
UNITED STATES OF AMERICA,8/1/2021,8/7/2021,2021,1
UNITED STATES OF AMERICA,8/8/2021,8/14/2021,2021,1
UNITED STATES OF AMERICA,8/15/2021,8/21/2021,2021,3
UNITED STATES OF AMERICA,8/22/2021,8/28/2021,2021,0
UNITED STATES OF AMERICA,8/29/2021,9/4/2021,2021,0
UNITED STATES OF AMERICA,9/5/2021,9/11/2021,2021,2
UNITED STATES OF AMERICA,9/12/2021,9/18/2021,2021,2
UNITED STATES OF AMERICA,9/19/2021,9/25/2021,2021,2
UNITED STATES OF AMERICA,9/26/2021,10/2/2021,2021,1
UNITED STATES OF AMERICA,10/3/2021,10/9/2021,2021,8
UNITED STATES OF AMERICA,10/10/2021,10/16/2021,2021,2
UNITED STATES OF AMERICA,10/17/2021,10/23/2021,2021,4
UNITED STATES OF AMERICA,10/24/2021,10/30/2021,2021,6
UNITED STATES OF AMERICA,10/31/2021,11/6/2021,2021,7
UNITED STATES OF AMERICA,11/7/2021,11/13/2021,2021,5
UNITED STATES OF AMERICA,11/14/2021,11/20/2021,2021,6
UNITED STATES OF AMERICA,11/21/2021,11/27/2021,2021,3
UNITED STATES OF AMERICA,11/28/2021,12/4/2021,2021,3
UNITED STATES OF AMERICA,12/5/2021,12/11/2021,2021,13
UNITED STATES OF AMERICA,12/12/2021,12/18/2021,2021,6
UNITED STATES OF AMERICA,12/19/2021,12/25/2021,2021,8
UNITED STATES OF AMERICA,12/26/2021,1/1/2022,2021,4
UNITED STATES OF AMERICA,1/2/2022,1/8/2022,2022,0
UNITED STATES OF AMERICA,1/9/2022,1/15/2022,2022,2
UNITED STATES OF AMERICA,1/16/2022,1/22/2022,2022,0
UNITED STATES OF AMERICA,1/23/2022,1/29/2022,2022,8
UNITED STATES OF AMERICA,1/30/2022,2/5/2022,2022,1
UNITED STATES OF AMERICA,2/6/2022,2/12/2022,2022,1
UNITED STATES OF AMERICA,2/13/2022,2/19/2022,2022,3
UNITED STATES OF AMERICA,2/20/2022,2/26/2022,2022,1
UNITED STATES OF AMERICA,2/27/2022,3/5/2022,2022,10
UNITED STATES OF AMERICA,3/6/2022,3/12/2022,2022,1
UNITED STATES OF AMERICA,3/13/2022,3/19/2022,2022,5
UNITED STATES OF AMERICA,3/20/2022,3/26/2022,2022,0
UNITED STATES OF AMERICA,3/27/2022,4/2/2022,2022,13
UNITED STATES OF AMERICA,4/3/2022,4/9/2022,2022,4
UNITED STATES OF AMERICA,4/10/2022,4/16/2022,2022,3
UNITED STATES OF AMERICA,4/17/2022,4/23/2022,2022,4
UNITED STATES OF AMERICA,4/24/2022,4/30/2022,2022,1
UNITED STATES OF AMERICA,5/1/2022,5/7/2022,2022,2
UNITED STATES OF AMERICA,5/8/2022,5/14/2022,2022,3
UNITED STATES OF AMERICA,5/15/2022,5/21/2022,2022,8
UNITED STATES OF AMERICA,5/22/2022,5/28/2022,2022,0
UNITED STATES OF AMERICA,5/29/2022,6/4/2022,2022,10
UNITED STATES OF AMERICA,6/5/2022,6/11/2022,2022,1
UNITED STATES OF AMERICA,6/12/2022,6/18/2022,2022,0
UNITED STATES OF AMERICA,6/19/2022,6/25/2022,2022,8
UNITED STATES OF AMERICA,6/26/2022,7/2/2022,2022,10
UNITED STATES OF AMERICA,7/3/2022,7/9/2022,2022,5
UNITED STATES OF AMERICA,7/10/2022,7/16/2022,2022,7
UNITED STATES OF AMERICA,7/17/2022,7/23/2022,2022,44
UNITED STATES OF AMERICA,7/24/2022,7/30/2022,2022,30
UNITED STATES OF AMERICA,7/31/2022,8/6/2022,2022,37
UNITED STATES OF AMERICA,8/7/2022,8/13/2022,2022,3
UNITED STATES OF AMERICA,8/14/2022,8/20/2022,2022,36
UNITED STATES OF AMERICA,8/21/2022,8/27/2022,2022,53
UNITED STATES OF AMERICA,8/28/2022,9/3/2022,2022,116
UNITED STATES OF AMERICA,9/11/2022,9/17/2022,2022,7
UNITED STATES OF AMERICA,9/18/2022,9/24/2022,2022,81
UNITED STATES OF AMERICA,9/25/2022,10/1/2022,2022,3
UNITED STATES OF AMERICA,10/2/2022,10/8/2022,2022,80
UNITED STATES OF AMERICA,10/9/2022,10/15/2022,2022,117
UNITED STATES OF AMERICA,10/16/2022,10/22/2022,2022,38
UNITED STATES OF AMERICA,10/23/2022,10/29/2022,2022,26
UNITED STATES OF AMERICA,10/30/2022,11/5/2022,2022,101
UNITED STATES OF AMERICA,11/6/2022,11/12/2022,2022,28
UNITED STATES OF AMERICA,11/13/2022,11/19/2022,2022,9
UNITED STATES OF AMERICA,11/20/2022,11/26/2022,2022,36
UNITED STATES OF AMERICA,11/27/2022,12/3/2022,2022,18
UNITED STATES OF AMERICA,12/4/2022,12/10/2022,2022,45
UNITED STATES OF AMERICA,12/11/2022,12/17/2022,2022,28
UNITED STATES OF AMERICA,12/18/2022,12/24/2022,2022,21
UNITED STATES OF AMERICA,12/25/2022,12/31/2022,2022,2
URUGUAY,5/3/2020,5/9/2020,2020,0
URUGUAY,5/10/2020,5/16/2020,2020,0
URUGUAY,5/17/2020,5/23/2020,2020,0
URUGUAY,5/24/2020,5/30/2020,2020,0
URUGUAY,5/31/2020,6/6/2020,2020,0
URUGUAY,6/7/2020,6/13/2020,2020,0
URUGUAY,6/14/2020,6/20/2020,2020,0
URUGUAY,6/21/2020,6/27/2020,2020,0
URUGUAY,6/28/2020,7/4/2020,2020,0
URUGUAY,7/5/2020,7/11/2020,2020,0
URUGUAY,7/12/2020,7/18/2020,2020,0
URUGUAY,7/19/2020,7/25/2020,2020,0
URUGUAY,7/26/2020,8/1/2020,2020,0
URUGUAY,8/2/2020,8/8/2020,2020,0
URUGUAY,8/9/2020,8/15/2020,2020,0
URUGUAY,8/16/2020,8/22/2020,2020,0
URUGUAY,8/23/2020,8/29/2020,2020,0
URUGUAY,8/30/2020,9/5/2020,2020,0
URUGUAY,9/6/2020,9/12/2020,2020,0
URUGUAY,9/13/2020,9/19/2020,2020,0
URUGUAY,9/20/2020,9/26/2020,2020,0
URUGUAY,9/27/2020,10/3/2020,2020,0
URUGUAY,10/4/2020,10/10/2020,2020,0
URUGUAY,10/11/2020,10/17/2020,2020,0
URUGUAY,10/18/2020,10/24/2020,2020,0
URUGUAY,10/25/2020,10/31/2020,2020,0
URUGUAY,11/1/2020,11/7/2020,2020,1
URUGUAY,11/8/2020,11/14/2020,2020,0
URUGUAY,11/15/2020,11/21/2020,2020,0
URUGUAY,11/22/2020,11/28/2020,2020,0
URUGUAY,11/29/2020,12/5/2020,2020,0
URUGUAY,12/6/2020,12/12/2020,2020,0
URUGUAY,12/13/2020,12/19/2020,2020,0
URUGUAY,12/20/2020,12/26/2020,2020,0
URUGUAY,12/27/2020,1/2/2021,2020,0
URUGUAY,1/3/2021,1/9/2021,2021,0
URUGUAY,1/10/2021,1/16/2021,2021,0
URUGUAY,1/17/2021,1/23/2021,2021,0
URUGUAY,1/24/2021,1/30/2021,2021,0
URUGUAY,1/31/2021,2/6/2021,2021,0
URUGUAY,2/7/2021,2/13/2021,2021,0
URUGUAY,2/14/2021,2/20/2021,2021,0
URUGUAY,2/21/2021,2/27/2021,2021,0
URUGUAY,2/28/2021,3/6/2021,2021,0
URUGUAY,3/7/2021,3/13/2021,2021,0
URUGUAY,3/14/2021,3/20/2021,2021,0
URUGUAY,3/21/2021,3/27/2021,2021,0
URUGUAY,3/28/2021,4/3/2021,2021,0
URUGUAY,4/4/2021,4/10/2021,2021,0
URUGUAY,4/11/2021,4/17/2021,2021,0
URUGUAY,4/18/2021,4/24/2021,2021,0
URUGUAY,4/25/2021,5/1/2021,2021,0
URUGUAY,5/2/2021,5/8/2021,2021,0
URUGUAY,5/9/2021,5/15/2021,2021,0
VANUATU,5/4/2020,5/10/2020,2020,8
VANUATU,5/11/2020,5/17/2020,2020,2
VANUATU,5/25/2020,5/31/2020,2020,3
VANUATU,6/1/2020,6/7/2020,2020,0
VANUATU,9/21/2020,9/27/2020,2020,0
VANUATU,4/11/2021,4/17/2021,2021,2
VANUATU,4/18/2021,4/24/2021,2021,0
VANUATU,4/25/2021,5/1/2021,2021,2
VANUATU,5/2/2021,5/8/2021,2021,0
VANUATU,5/9/2021,5/15/2021,2021,0
VANUATU,5/16/2021,5/22/2021,2021,2
VANUATU,5/23/2021,5/29/2021,2021,6
VANUATU,5/30/2021,6/5/2021,2021,6
VANUATU,6/6/2021,6/12/2021,2021,0
VANUATU,6/13/2021,6/19/2021,2021,0
VANUATU,6/20/2021,6/26/2021,2021,0
VANUATU,6/27/2021,7/3/2021,2021,2
VANUATU,7/4/2021,7/10/2021,2021,4
VANUATU,7/11/2021,7/17/2021,2021,2
VANUATU,7/18/2021,7/24/2021,2021,2
VANUATU,7/25/2021,7/31/2021,2021,6
