Country,calendar_start_date,calendar_end_date,Year,dengue_total
CUBA,6/28/2020,7/4/2020,2020,1
CUBA,7/5/2020,7/11/2020,2020,0
CUBA,7/12/2020,7/18/2020,2020,0
CUBA,7/19/2020,7/25/2020,2020,0
CUBA,7/26/2020,8/1/2020,2020,0
CUBA,8/2/2020,8/8/2020,2020,0
CUBA,8/9/2020,8/15/2020,2020,0
CUBA,8/16/2020,8/22/2020,2020,0
CUBA,8/23/2020,8/29/2020,2020,0
CUBA,8/30/2020,9/5/2020,2020,0
CUBA,9/6/2020,9/12/2020,2020,0
CUBA,9/13/2020,9/19/2020,2020,0
CUBA,9/20/2020,9/26/2020,2020,0
CUBA,9/27/2020,10/3/2020,2020,0
CUBA,10/4/2020,10/10/2020,2020,0
CUBA,10/11/2020,10/17/2020,2020,0
CUBA,10/18/2020,10/24/2020,2020,0
CUBA,10/25/2020,10/31/2020,2020,0
CUBA,11/1/2020,11/7/2020,2020,0
CUBA,11/8/2020,11/14/2020,2020,0
CUBA,11/15/2020,11/21/2020,2020,0
CUBA,11/22/2020,11/28/2020,2020,0
CUBA,11/29/2020,12/5/2020,2020,0
CUBA,12/6/2020,12/12/2020,2020,0
CUBA,12/13/2020,12/19/2020,2020,0
CUBA,12/20/2020,12/26/2020,2020,0
CUBA,12/27/2020,1/2/2021,2020,0
CUBA,7/3/2022,7/9/2022,2022,0
CUBA,7/10/2022,7/16/2022,2022,0
CUBA,7/17/2022,7/23/2022,2022,0
CUBA,7/24/2022,7/30/2022,2022,0
CUBA,7/31/2022,8/6/2022,2022,0
CUBA,8/7/2022,8/13/2022,2022,0
CUBA,8/14/2022,8/20/2022,2022,0
CUBA,8/21/2022,8/27/2022,2022,0
CUBA,8/28/2022,9/3/2022,2022,0
CUBA,9/4/2022,9/10/2022,2022,0
CUBA,9/11/2022,9/17/2022,2022,0
CUBA,9/18/2022,9/24/2022,2022,0
CUBA,9/25/2022,10/1/2022,2022,0
CUBA,10/2/2022,10/8/2022,2022,0
CUBA,10/9/2022,10/15/2022,2022,0
CUBA,10/16/2022,10/22/2022,2022,0
CUBA,10/23/2022,10/29/2022,2022,0
CUBA,10/30/2022,11/5/2022,2022,0
CUBA,11/6/2022,11/12/2022,2022,0
CUBA,11/13/2022,11/19/2022,2022,0
CUBA,11/20/2022,11/26/2022,2022,0
CUBA,11/27/2022,12/3/2022,2022,0
CUBA,12/4/2022,12/10/2022,2022,0
CUBA,12/11/2022,12/17/2022,2022,0
CUBA,12/18/2022,12/24/2022,2022,0
CUBA,12/25/2022,12/31/2022,2022,0
CURACAO,5/3/2020,5/9/2020,2020,0
CURACAO,5/10/2020,5/16/2020,2020,0
CURACAO,5/17/2020,5/23/2020,2020,0
CURACAO,5/24/2020,5/30/2020,2020,0
CURACAO,5/31/2020,6/6/2020,2020,0
CURACAO,6/7/2020,6/13/2020,2020,0
CURACAO,6/14/2020,6/20/2020,2020,0
CURACAO,6/21/2020,6/27/2020,2020,0
CURACAO,6/28/2020,7/4/2020,2020,0
CURACAO,7/5/2020,7/11/2020,2020,0
CURACAO,7/12/2020,7/18/2020,2020,0
CURACAO,7/19/2020,7/25/2020,2020,0
CURACAO,7/26/2020,8/1/2020,2020,0
CURACAO,8/2/2020,8/8/2020,2020,0
CURACAO,8/9/2020,8/15/2020,2020,0
CURACAO,8/16/2020,8/22/2020,2020,0
CURACAO,8/23/2020,8/29/2020,2020,0
CURACAO,8/30/2020,9/5/2020,2020,0
CURACAO,9/6/2020,9/12/2020,2020,0
CURACAO,9/13/2020,9/19/2020,2020,0
CURACAO,9/20/2020,9/26/2020,2020,0
CURACAO,9/27/2020,10/3/2020,2020,0
CURACAO,10/4/2020,10/10/2020,2020,0
CURACAO,10/11/2020,10/17/2020,2020,0
CURACAO,10/18/2020,10/24/2020,2020,0
CURACAO,10/25/2020,10/31/2020,2020,0
CURACAO,11/1/2020,11/7/2020,2020,0
CURACAO,11/8/2020,11/14/2020,2020,0
CURACAO,11/15/2020,11/21/2020,2020,0
CURACAO,11/22/2020,11/28/2020,2020,0
CURACAO,11/29/2020,12/5/2020,2020,0
CURACAO,12/6/2020,12/12/2020,2020,0
CURACAO,12/13/2020,12/19/2020,2020,0
CURACAO,12/20/2020,12/26/2020,2020,0
CURACAO,12/27/2020,1/2/2021,2020,0
DOMINICA,10/25/2020,10/31/2020,2020,1
DOMINICA,11/1/2020,11/7/2020,2020,0
DOMINICA,11/8/2020,11/14/2020,2020,0
DOMINICA,11/15/2020,11/21/2020,2020,0
DOMINICA,2/28/2021,3/6/2021,2021,0
DOMINICA,3/7/2021,3/13/2021,2021,0
DOMINICA,3/14/2021,3/20/2021,2021,0
DOMINICA,3/21/2021,3/27/2021,2021,0
DOMINICA,3/28/2021,4/3/2021,2021,0
DOMINICA,4/4/2021,4/10/2021,2021,0
DOMINICA,4/11/2021,4/17/2021,2021,0
DOMINICA,4/18/2021,4/24/2021,2021,0
DOMINICA,7/4/2021,7/10/2021,2021,0
DOMINICA,7/11/2021,7/17/2021,2021,0
DOMINICA,7/18/2021,7/24/2021,2021,0
DOMINICA,7/25/2021,7/31/2021,2021,0
DOMINICA,8/29/2021,9/4/2021,2021,0
DOMINICA,9/5/2021,9/11/2021,2021,0
DOMINICA,9/12/2021,9/18/2021,2021,0
DOMINICA,9/19/2021,9/25/2021,2021,0
DOMINICA,11/7/2021,11/13/2021,2021,0
DOMINICA,11/14/2021,11/20/2021,2021,0
DOMINICA,11/21/2021,11/27/2021,2021,0
DOMINICA,11/28/2021,12/4/2021,2021,0
DOMINICA,12/5/2021,12/11/2021,2021,0
DOMINICA,12/12/2021,12/18/2021,2021,0
DOMINICA,12/19/2021,12/25/2021,2021,0
DOMINICA,12/26/2021,1/1/2022,2021,0
DOMINICA,1/30/2022,2/5/2022,2022,0
DOMINICA,2/6/2022,2/12/2022,2022,0
DOMINICA,2/13/2022,2/19/2022,2022,0
DOMINICA,2/20/2022,2/26/2022,2022,0
DOMINICA,2/27/2022,3/5/2022,2022,0
DOMINICA,3/6/2022,3/12/2022,2022,0
DOMINICA,3/13/2022,3/19/2022,2022,0
DOMINICA,3/20/2022,3/26/2022,2022,0
DOMINICA,5/8/2022,5/14/2022,2022,1
DOMINICA,5/15/2022,5/21/2022,2022,0
DOMINICA,5/22/2022,5/28/2022,2022,0
DOMINICA,5/29/2022,6/4/2022,2022,0
DOMINICA,6/5/2022,6/11/2022,2022,0
DOMINICA,6/12/2022,6/18/2022,2022,0
DOMINICA,6/19/2022,6/25/2022,2022,0
DOMINICA,6/26/2022,7/2/2022,2022,0
DOMINICA,7/3/2022,7/9/2022,2022,0
DOMINICA,7/10/2022,7/16/2022,2022,0
DOMINICA,7/17/2022,7/23/2022,2022,0
DOMINICA,7/24/2022,7/30/2022,2022,0
DOMINICA,7/31/2022,8/6/2022,2022,0
DOMINICA,8/7/2022,8/13/2022,2022,0
DOMINICA,8/14/2022,8/20/2022,2022,0
DOMINICA,8/21/2022,8/27/2022,2022,0
DOMINICA,8/28/2022,9/3/2022,2022,0
DOMINICA,9/11/2022,9/17/2022,2022,0
DOMINICA,9/18/2022,9/24/2022,2022,0
DOMINICA,9/25/2022,10/1/2022,2022,0
DOMINICA,10/2/2022,10/8/2022,2022,0
DOMINICAN REPUBLIC,5/3/2020,5/9/2020,2020,24
DOMINICAN REPUBLIC,5/10/2020,5/16/2020,2020,28
DOMINICAN REPUBLIC,5/17/2020,5/23/2020,2020,38
DOMINICAN REPUBLIC,5/24/2020,5/30/2020,2020,9
DOMINICAN REPUBLIC,5/31/2020,6/6/2020,2020,37
DOMINICAN REPUBLIC,6/7/2020,6/13/2020,2020,15
DOMINICAN REPUBLIC,6/14/2020,6/20/2020,2020,50
DOMINICAN REPUBLIC,6/21/2020,6/27/2020,2020,17
DOMINICAN REPUBLIC,6/28/2020,7/4/2020,2020,10
DOMINICAN REPUBLIC,7/5/2020,7/11/2020,2020,19
DOMINICAN REPUBLIC,7/12/2020,7/18/2020,2020,21
DOMINICAN REPUBLIC,7/19/2020,7/25/2020,2020,12
DOMINICAN REPUBLIC,7/26/2020,8/1/2020,2020,8
DOMINICAN REPUBLIC,8/2/2020,8/8/2020,2020,27
DOMINICAN REPUBLIC,8/9/2020,8/15/2020,2020,18
DOMINICAN REPUBLIC,8/16/2020,8/22/2020,2020,26
DOMINICAN REPUBLIC,8/23/2020,8/29/2020,2020,19
DOMINICAN REPUBLIC,8/30/2020,9/5/2020,2020,17
DOMINICAN REPUBLIC,9/6/2020,9/12/2020,2020,14
DOMINICAN REPUBLIC,9/13/2020,9/19/2020,2020,22
DOMINICAN REPUBLIC,9/20/2020,9/26/2020,2020,13
DOMINICAN REPUBLIC,9/27/2020,10/3/2020,2020,21
DOMINICAN REPUBLIC,10/4/2020,10/10/2020,2020,17
DOMINICAN REPUBLIC,10/11/2020,10/17/2020,2020,19
DOMINICAN REPUBLIC,10/18/2020,10/24/2020,2020,14
DOMINICAN REPUBLIC,10/25/2020,10/31/2020,2020,18
DOMINICAN REPUBLIC,11/1/2020,11/7/2020,2020,31
DOMINICAN REPUBLIC,11/8/2020,11/14/2020,2020,41
DOMINICAN REPUBLIC,11/15/2020,11/21/2020,2020,20
DOMINICAN REPUBLIC,11/22/2020,11/28/2020,2020,23
DOMINICAN REPUBLIC,11/29/2020,12/5/2020,2020,43
DOMINICAN REPUBLIC,12/6/2020,12/12/2020,2020,46
DOMINICAN REPUBLIC,12/13/2020,12/19/2020,2020,47
DOMINICAN REPUBLIC,12/20/2020,12/26/2020,2020,18
DOMINICAN REPUBLIC,12/27/2020,1/2/2021,2020,21
DOMINICAN REPUBLIC,1/3/2021,1/9/2021,2021,20
DOMINICAN REPUBLIC,1/10/2021,1/16/2021,2021,30
DOMINICAN REPUBLIC,1/17/2021,1/23/2021,2021,32
DOMINICAN REPUBLIC,1/24/2021,1/30/2021,2021,27
DOMINICAN REPUBLIC,1/31/2021,2/6/2021,2021,19
DOMINICAN REPUBLIC,2/7/2021,2/13/2021,2021,30
DOMINICAN REPUBLIC,2/14/2021,2/20/2021,2021,29
DOMINICAN REPUBLIC,2/21/2021,2/27/2021,2021,25
DOMINICAN REPUBLIC,2/28/2021,3/6/2021,2021,23
DOMINICAN REPUBLIC,3/7/2021,3/13/2021,2021,19
DOMINICAN REPUBLIC,3/14/2021,3/20/2021,2021,36
DOMINICAN REPUBLIC,3/21/2021,3/27/2021,2021,21
DOMINICAN REPUBLIC,3/28/2021,4/3/2021,2021,18
DOMINICAN REPUBLIC,4/4/2021,4/10/2021,2021,30
DOMINICAN REPUBLIC,4/11/2021,4/17/2021,2021,19
DOMINICAN REPUBLIC,4/18/2021,4/24/2021,2021,28
DOMINICAN REPUBLIC,4/25/2021,5/1/2021,2021,15
DOMINICAN REPUBLIC,5/2/2021,5/8/2021,2021,33
DOMINICAN REPUBLIC,5/9/2021,5/15/2021,2021,40
DOMINICAN REPUBLIC,5/16/2021,5/22/2021,2021,20
DOMINICAN REPUBLIC,5/23/2021,5/29/2021,2021,33
DOMINICAN REPUBLIC,5/30/2021,6/5/2021,2021,41
DOMINICAN REPUBLIC,6/6/2021,6/12/2021,2021,38
DOMINICAN REPUBLIC,6/13/2021,6/19/2021,2021,13
DOMINICAN REPUBLIC,6/20/2021,6/26/2021,2021,33
DOMINICAN REPUBLIC,6/27/2021,7/3/2021,2021,26
DOMINICAN REPUBLIC,7/4/2021,7/10/2021,2021,32
DOMINICAN REPUBLIC,7/11/2021,7/17/2021,2021,20
DOMINICAN REPUBLIC,7/18/2021,7/24/2021,2021,60
DOMINICAN REPUBLIC,7/25/2021,7/31/2021,2021,53
DOMINICAN REPUBLIC,8/1/2021,8/7/2021,2021,97
DOMINICAN REPUBLIC,8/8/2021,8/14/2021,2021,50
DOMINICAN REPUBLIC,8/15/2021,8/21/2021,2021,83
DOMINICAN REPUBLIC,8/22/2021,8/28/2021,2021,114
DOMINICAN REPUBLIC,8/29/2021,9/4/2021,2021,102
DOMINICAN REPUBLIC,9/5/2021,9/11/2021,2021,136
DOMINICAN REPUBLIC,9/12/2021,9/18/2021,2021,125
DOMINICAN REPUBLIC,9/19/2021,9/25/2021,2021,159
DOMINICAN REPUBLIC,9/26/2021,10/2/2021,2021,141
DOMINICAN REPUBLIC,10/3/2021,10/9/2021,2021,147
DOMINICAN REPUBLIC,10/10/2021,10/16/2021,2021,136
DOMINICAN REPUBLIC,10/17/2021,10/23/2021,2021,165
DOMINICAN REPUBLIC,10/24/2021,10/30/2021,2021,139
DOMINICAN REPUBLIC,10/31/2021,11/6/2021,2021,203
DOMINICAN REPUBLIC,11/7/2021,11/13/2021,2021,206
DOMINICAN REPUBLIC,11/14/2021,11/20/2021,2021,109
DOMINICAN REPUBLIC,11/21/2021,11/27/2021,2021,136
DOMINICAN REPUBLIC,11/28/2021,12/4/2021,2021,233
DOMINICAN REPUBLIC,12/5/2021,12/11/2021,2021,152
DOMINICAN REPUBLIC,12/12/2021,12/18/2021,2021,116
DOMINICAN REPUBLIC,12/19/2021,12/25/2021,2021,85
DOMINICAN REPUBLIC,12/26/2021,1/1/2022,2021,49
DOMINICAN REPUBLIC,1/2/2022,1/8/2022,2022,56
DOMINICAN REPUBLIC,1/9/2022,1/15/2022,2022,85
DOMINICAN REPUBLIC,1/16/2022,1/22/2022,2022,82
DOMINICAN REPUBLIC,1/23/2022,1/29/2022,2022,90
DOMINICAN REPUBLIC,1/30/2022,2/5/2022,2022,66
DOMINICAN REPUBLIC,2/6/2022,2/12/2022,2022,92
DOMINICAN REPUBLIC,2/13/2022,2/19/2022,2022,73
DOMINICAN REPUBLIC,2/20/2022,2/26/2022,2022,65
DOMINICAN REPUBLIC,2/27/2022,3/5/2022,2022,55
DOMINICAN REPUBLIC,3/6/2022,3/12/2022,2022,55
DOMINICAN REPUBLIC,3/13/2022,3/19/2022,2022,80
DOMINICAN REPUBLIC,3/20/2022,3/26/2022,2022,101
DOMINICAN REPUBLIC,3/27/2022,4/2/2022,2022,99
DOMINICAN REPUBLIC,4/3/2022,4/9/2022,2022,89
DOMINICAN REPUBLIC,4/10/2022,4/16/2022,2022,92
DOMINICAN REPUBLIC,4/17/2022,4/23/2022,2022,124
DOMINICAN REPUBLIC,4/24/2022,4/30/2022,2022,89
DOMINICAN REPUBLIC,5/1/2022,5/7/2022,2022,106
DOMINICAN REPUBLIC,5/8/2022,5/14/2022,2022,124
DOMINICAN REPUBLIC,5/15/2022,5/21/2022,2022,128
DOMINICAN REPUBLIC,5/22/2022,5/28/2022,2022,153
DOMINICAN REPUBLIC,5/29/2022,6/4/2022,2022,129
DOMINICAN REPUBLIC,6/5/2022,6/11/2022,2022,157
DOMINICAN REPUBLIC,6/12/2022,6/18/2022,2022,168
DOMINICAN REPUBLIC,6/19/2022,6/25/2022,2022,170
DOMINICAN REPUBLIC,6/26/2022,7/2/2022,2022,214
DOMINICAN REPUBLIC,7/3/2022,7/9/2022,2022,197
DOMINICAN REPUBLIC,7/10/2022,7/16/2022,2022,246
DOMINICAN REPUBLIC,7/17/2022,7/23/2022,2022,190
DOMINICAN REPUBLIC,7/24/2022,7/30/2022,2022,199
DOMINICAN REPUBLIC,7/31/2022,8/6/2022,2022,263
DOMINICAN REPUBLIC,9/11/2022,9/17/2022,2022,371
DOMINICAN REPUBLIC,9/18/2022,9/24/2022,2022,359
DOMINICAN REPUBLIC,9/25/2022,10/1/2022,2022,634
DOMINICAN REPUBLIC,10/2/2022,10/8/2022,2022,390
DOMINICAN REPUBLIC,10/9/2022,10/15/2022,2022,517
DOMINICAN REPUBLIC,10/16/2022,10/22/2022,2022,331
DOMINICAN REPUBLIC,10/23/2022,10/29/2022,2022,501
DOMINICAN REPUBLIC,10/30/2022,11/5/2022,2022,316
DOMINICAN REPUBLIC,11/6/2022,11/12/2022,2022,288
DOMINICAN REPUBLIC,11/13/2022,11/19/2022,2022,357
DOMINICAN REPUBLIC,11/20/2022,11/26/2022,2022,501
DOMINICAN REPUBLIC,11/27/2022,12/3/2022,2022,296
DOMINICAN REPUBLIC,12/4/2022,12/10/2022,2022,182
DOMINICAN REPUBLIC,12/11/2022,12/17/2022,2022,159
DOMINICAN REPUBLIC,12/18/2022,12/24/2022,2022,218
DOMINICAN REPUBLIC,12/25/2022,12/31/2022,2022,369
ECUADOR,5/3/2020,5/9/2020,2020,357
ECUADOR,5/10/2020,5/16/2020,2020,339
ECUADOR,5/17/2020,5/23/2020,2020,387
ECUADOR,5/24/2020,5/30/2020,2020,312
ECUADOR,5/31/2020,6/6/2020,2020,338
ECUADOR,6/7/2020,6/13/2020,2020,325
ECUADOR,6/14/2020,6/20/2020,2020,283
ECUADOR,6/21/2020,6/27/2020,2020,233
ECUADOR,6/28/2020,7/4/2020,2020,215
ECUADOR,7/5/2020,7/11/2020,2020,218
ECUADOR,7/12/2020,7/18/2020,2020,196
ECUADOR,7/19/2020,7/25/2020,2020,209
ECUADOR,7/26/2020,8/1/2020,2020,197
ECUADOR,8/2/2020,8/8/2020,2020,152
ECUADOR,8/9/2020,8/15/2020,2020,126
ECUADOR,8/16/2020,8/22/2020,2020,159
ECUADOR,8/23/2020,8/29/2020,2020,147
ECUADOR,8/30/2020,9/5/2020,2020,122
ECUADOR,9/6/2020,9/12/2020,2020,138
ECUADOR,9/13/2020,9/19/2020,2020,136
ECUADOR,9/20/2020,9/26/2020,2020,150
ECUADOR,9/27/2020,10/3/2020,2020,133
ECUADOR,10/4/2020,10/10/2020,2020,91
ECUADOR,10/11/2020,10/17/2020,2020,490
ECUADOR,10/18/2020,10/24/2020,2020,176
ECUADOR,10/25/2020,10/31/2020,2020,140
ECUADOR,11/1/2020,11/7/2020,2020,160
ECUADOR,11/8/2020,11/14/2020,2020,159
ECUADOR,11/15/2020,11/21/2020,2020,169
ECUADOR,11/22/2020,11/28/2020,2020,209
ECUADOR,11/29/2020,12/5/2020,2020,157
ECUADOR,12/6/2020,12/12/2020,2020,159
ECUADOR,12/13/2020,12/19/2020,2020,181
ECUADOR,12/20/2020,12/26/2020,2020,219
ECUADOR,12/27/2020,1/2/2021,2020,3543
ECUADOR,1/3/2021,1/9/2021,2021,264
ECUADOR,1/10/2021,1/16/2021,2021,310
ECUADOR,1/17/2021,1/23/2021,2021,306
ECUADOR,1/24/2021,1/30/2021,2021,374
ECUADOR,1/31/2021,2/6/2021,2021,442
ECUADOR,2/7/2021,2/13/2021,2021,390
ECUADOR,2/14/2021,2/20/2021,2021,482
ECUADOR,2/21/2021,2/27/2021,2021,558
ECUADOR,2/28/2021,3/6/2021,2021,531
ECUADOR,3/7/2021,3/13/2021,2021,713
ECUADOR,3/14/2021,3/20/2021,2021,674
ECUADOR,3/21/2021,3/27/2021,2021,548
ECUADOR,3/28/2021,4/3/2021,2021,600
ECUADOR,4/4/2021,4/10/2021,2021,641
ECUADOR,4/11/2021,4/17/2021,2021,749
ECUADOR,4/18/2021,4/24/2021,2021,560
ECUADOR,4/25/2021,5/1/2021,2021,685
ECUADOR,5/2/2021,5/8/2021,2021,681
ECUADOR,5/9/2021,5/15/2021,2021,645
ECUADOR,5/16/2021,5/22/2021,2021,735
ECUADOR,5/23/2021,5/29/2021,2021,617
ECUADOR,5/30/2021,6/5/2021,2021,620
ECUADOR,6/6/2021,6/12/2021,2021,579
ECUADOR,6/13/2021,6/19/2021,2021,582
ECUADOR,6/20/2021,6/26/2021,2021,676
ECUADOR,6/27/2021,7/3/2021,2021,537
ECUADOR,7/4/2021,7/10/2021,2021,472
ECUADOR,7/11/2021,7/17/2021,2021,509
ECUADOR,7/18/2021,7/24/2021,2021,375
ECUADOR,7/25/2021,7/31/2021,2021,320
ECUADOR,8/1/2021,8/7/2021,2021,248
ECUADOR,8/8/2021,8/14/2021,2021,257
ECUADOR,8/15/2021,8/21/2021,2021,260
ECUADOR,8/22/2021,8/28/2021,2021,225
ECUADOR,8/29/2021,9/4/2021,2021,248
ECUADOR,9/5/2021,9/11/2021,2021,177
ECUADOR,9/12/2021,9/18/2021,2021,210
ECUADOR,9/19/2021,9/25/2021,2021,181
ECUADOR,9/26/2021,10/2/2021,2021,173
ECUADOR,10/3/2021,10/9/2021,2021,154
ECUADOR,10/10/2021,10/16/2021,2021,195
ECUADOR,10/17/2021,10/23/2021,2021,141
ECUADOR,10/24/2021,10/30/2021,2021,130
ECUADOR,10/31/2021,11/6/2021,2021,145
ECUADOR,11/7/2021,11/13/2021,2021,167
ECUADOR,11/14/2021,11/20/2021,2021,172
ECUADOR,11/21/2021,11/27/2021,2021,192
ECUADOR,11/28/2021,12/4/2021,2021,243
ECUADOR,12/5/2021,12/11/2021,2021,219
ECUADOR,12/12/2021,12/18/2021,2021,194
ECUADOR,12/19/2021,12/25/2021,2021,306
ECUADOR,12/26/2021,1/1/2022,2021,417
ECUADOR,1/2/2022,1/8/2022,2022,281
ECUADOR,1/9/2022,1/15/2022,2022,263
ECUADOR,1/16/2022,1/22/2022,2022,288
ECUADOR,1/23/2022,1/29/2022,2022,274
ECUADOR,1/30/2022,2/5/2022,2022,340
ECUADOR,2/6/2022,2/12/2022,2022,354
ECUADOR,2/13/2022,2/19/2022,2022,411
ECUADOR,2/20/2022,2/26/2022,2022,402
ECUADOR,2/27/2022,3/5/2022,2022,435
ECUADOR,3/6/2022,3/12/2022,2022,541
ECUADOR,3/13/2022,3/19/2022,2022,583
ECUADOR,3/20/2022,3/26/2022,2022,548
ECUADOR,3/27/2022,4/2/2022,2022,577
ECUADOR,4/3/2022,4/9/2022,2022,575
ECUADOR,4/10/2022,4/16/2022,2022,597
ECUADOR,4/17/2022,4/23/2022,2022,568
ECUADOR,4/24/2022,4/30/2022,2022,570
ECUADOR,5/1/2022,5/7/2022,2022,646
ECUADOR,5/8/2022,5/14/2022,2022,597
ECUADOR,5/15/2022,5/21/2022,2022,607
ECUADOR,5/22/2022,5/28/2022,2022,546
ECUADOR,5/29/2022,6/4/2022,2022,504
ECUADOR,6/5/2022,6/11/2022,2022,456
ECUADOR,6/12/2022,6/18/2022,2022,392
ECUADOR,6/19/2022,6/25/2022,2022,363
ECUADOR,6/26/2022,7/2/2022,2022,353
ECUADOR,7/3/2022,7/9/2022,2022,347
ECUADOR,7/10/2022,7/16/2022,2022,318
ECUADOR,7/17/2022,7/23/2022,2022,272
ECUADOR,7/24/2022,7/30/2022,2022,187
ECUADOR,7/31/2022,8/6/2022,2022,154
ECUADOR,8/7/2022,8/13/2022,2022,159
ECUADOR,8/14/2022,8/20/2022,2022,160
ECUADOR,8/21/2022,8/27/2022,2022,145
ECUADOR,8/28/2022,9/3/2022,2022,132
ECUADOR,9/11/2022,9/17/2022,2022,122
ECUADOR,9/18/2022,9/24/2022,2022,120
ECUADOR,9/25/2022,10/1/2022,2022,134
ECUADOR,10/2/2022,10/8/2022,2022,137
ECUADOR,10/9/2022,10/15/2022,2022,96
ECUADOR,10/16/2022,10/22/2022,2022,104
ECUADOR,10/23/2022,10/29/2022,2022,117
ECUADOR,10/30/2022,11/5/2022,2022,84
ECUADOR,11/6/2022,11/12/2022,2022,117
ECUADOR,11/13/2022,11/19/2022,2022,120
ECUADOR,11/20/2022,11/26/2022,2022,124
ECUADOR,11/27/2022,12/3/2022,2022,126
ECUADOR,12/4/2022,12/10/2022,2022,125
ECUADOR,12/11/2022,12/17/2022,2022,142
ECUADOR,12/18/2022,12/24/2022,2022,113
ECUADOR,12/25/2022,12/31/2022,2022,34
EL SALVADOR,5/3/2020,5/9/2020,2020,73
EL SALVADOR,5/10/2020,5/16/2020,2020,109
EL SALVADOR,5/17/2020,5/23/2020,2020,105
EL SALVADOR,5/24/2020,5/30/2020,2020,101
EL SALVADOR,5/31/2020,6/6/2020,2020,73
EL SALVADOR,6/7/2020,6/13/2020,2020,149
EL SALVADOR,6/14/2020,6/20/2020,2020,131
EL SALVADOR,6/21/2020,6/27/2020,2020,156
EL SALVADOR,6/28/2020,7/4/2020,2020,99
EL SALVADOR,7/5/2020,7/11/2020,2020,123
EL SALVADOR,7/12/2020,7/18/2020,2020,90
EL SALVADOR,7/19/2020,7/25/2020,2020,78
EL SALVADOR,7/26/2020,8/1/2020,2020,79
EL SALVADOR,8/2/2020,8/8/2020,2020,40
EL SALVADOR,8/9/2020,8/15/2020,2020,80
EL SALVADOR,8/16/2020,8/22/2020,2020,49
EL SALVADOR,8/23/2020,8/29/2020,2020,72
EL SALVADOR,8/30/2020,9/5/2020,2020,89
EL SALVADOR,9/6/2020,9/12/2020,2020,82
EL SALVADOR,9/13/2020,9/19/2020,2020,66
EL SALVADOR,9/20/2020,9/26/2020,2020,86
EL SALVADOR,9/27/2020,10/3/2020,2020,76
EL SALVADOR,10/4/2020,10/10/2020,2020,87
EL SALVADOR,10/11/2020,10/17/2020,2020,94
EL SALVADOR,10/18/2020,10/24/2020,2020,83
EL SALVADOR,10/25/2020,10/31/2020,2020,65
EL SALVADOR,11/1/2020,11/7/2020,2020,70
EL SALVADOR,11/8/2020,11/14/2020,2020,72
EL SALVADOR,11/15/2020,11/21/2020,2020,52
EL SALVADOR,11/22/2020,11/28/2020,2020,63
EL SALVADOR,11/29/2020,12/5/2020,2020,42
EL SALVADOR,12/6/2020,12/12/2020,2020,45
EL SALVADOR,12/13/2020,12/19/2020,2020,43
EL SALVADOR,12/20/2020,12/26/2020,2020,32
EL SALVADOR,12/27/2020,1/2/2021,2020,0
EL SALVADOR,1/3/2021,1/9/2021,2021,36
EL SALVADOR,1/10/2021,1/16/2021,2021,39
EL SALVADOR,1/17/2021,1/23/2021,2021,46
EL SALVADOR,1/24/2021,1/30/2021,2021,61
EL SALVADOR,1/31/2021,2/6/2021,2021,65
EL SALVADOR,2/7/2021,2/13/2021,2021,44
EL SALVADOR,2/14/2021,2/20/2021,2021,57
EL SALVADOR,2/21/2021,2/27/2021,2021,57
EL SALVADOR,2/28/2021,3/6/2021,2021,73
EL SALVADOR,3/7/2021,3/13/2021,2021,91
EL SALVADOR,3/14/2021,3/20/2021,2021,74
EL SALVADOR,3/21/2021,3/27/2021,2021,65
EL SALVADOR,3/28/2021,4/3/2021,2021,74
EL SALVADOR,4/4/2021,4/10/2021,2021,63
EL SALVADOR,4/11/2021,4/17/2021,2021,79
EL SALVADOR,4/18/2021,4/24/2021,2021,81
EL SALVADOR,4/25/2021,5/1/2021,2021,82
EL SALVADOR,5/2/2021,5/8/2021,2021,91
EL SALVADOR,5/9/2021,5/15/2021,2021,100
EL SALVADOR,5/16/2021,5/22/2021,2021,137
EL SALVADOR,5/23/2021,5/29/2021,2021,122
EL SALVADOR,5/30/2021,6/5/2021,2021,145
EL SALVADOR,6/6/2021,6/12/2021,2021,190
EL SALVADOR,6/13/2021,6/19/2021,2021,134
EL SALVADOR,6/20/2021,6/26/2021,2021,157
EL SALVADOR,6/27/2021,7/3/2021,2021,148
EL SALVADOR,7/4/2021,7/10/2021,2021,138
EL SALVADOR,7/11/2021,7/17/2021,2021,150
EL SALVADOR,7/18/2021,7/24/2021,2021,134
EL SALVADOR,7/25/2021,7/31/2021,2021,115
EL SALVADOR,8/8/2021,8/14/2021,2021,133
EL SALVADOR,8/15/2021,8/21/2021,2021,128
EL SALVADOR,8/22/2021,8/28/2021,2021,145
EL SALVADOR,8/29/2021,9/4/2021,2021,134
EL SALVADOR,9/5/2021,9/11/2021,2021,166
EL SALVADOR,9/12/2021,9/18/2021,2021,131
EL SALVADOR,9/19/2021,9/25/2021,2021,111
EL SALVADOR,9/26/2021,10/2/2021,2021,145
EL SALVADOR,10/3/2021,10/9/2021,2021,128
EL SALVADOR,10/10/2021,10/16/2021,2021,108
EL SALVADOR,10/17/2021,10/23/2021,2021,117
EL SALVADOR,10/24/2021,10/30/2021,2021,121
EL SALVADOR,10/31/2021,11/6/2021,2021,114
