Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 1 (city),Location 1 (state),Location 2
NEW ENGLAND,2014,14,,-,0,,9,,,-,1,,1,,6,,30,,8,,9,,,-,0,,1,,,-,,-,,,,
MID. ATLANTIC,2014,14,1,,2,,16,,2,,2,,1,,8,,30,,10,,7,,,-,0,,3,,,-,,-,,,,
E.N. CENTRAL,2014,14,,-,1,,9,,1,,2,,,-,10,,48,,5,,18,,,-,1,,16,,1,,5,,,,,
W.N. CENTRAL,2014,14,,-,2,,48,,3,,3,,,-,0,,4,,2,,,-,,-,0,,2,,,-,,-,,,,
S. ATLANTIC,2014,14,1,,3,,28,,12,,11,,3,,1,,5,,8,,7,,,-,0,,2,,,-,,-,,,,
E.S. CENTRAL,2014,14,,-,1,,15,,1,,2,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,,,,
W.S. CENTRAL,2014,14,,-,2,,38,,,-,3,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
PACIFIC,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,,,
VERMONT,2014,14,,-,0,,1,,,-,,-,,-,0,,3,,2,,,-,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,VERMONT,
IDAHO,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.3637261449997 43.682630058000484),,IDAHO,
DIST. OF COL.,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.,
OHIO,2014,14,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,OHIO,
DELAWARE,2014,14,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,DELAWARE,
WEST VIRGINIA,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA,
IOWA,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469404401000475),,IOWA,
ALABAMA,2014,14,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057327200048),,ALABAMA,
VIRGINIA,2014,14,,-,1,,8,,,-,1,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA,
NEW MEXICO,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO,
NEW HAMPSHIRE,2014,14,,-,0,,1,,,-,1,,,-,1,,8,,,-,1,,,-,0,,1,,,-,,-,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE,
GUAM,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.70297250000056 13.355173397000442),,GUAM,
OKLAHOMA,2014,14,,-,0,,34,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA,
VIRGIN ISL.,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.,
WASHINGTON,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON,
TEXAS,2014,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,TEXAS,
KANSAS,2014,14,,-,1,,11,,,-,2,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,KANSAS,
WYOMING,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,WYOMING,
ARKANSAS,2014,14,,-,2,,18,,,-,2,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS,
FLORIDA,2014,14,,-,0,,3,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,FLORIDA,
NEW JERSEY,2014,14,,-,0,,1,,,-,,-,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY,
NEVADA,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,NEVADA,
MINNESOTA,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA,
PENNSYLVANIA,2014,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA,
NEW YORK,2014,14,1,,1,,16,,2,,1,,1,,7,,27,,10,,3,,,-,0,,3,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,NEW YORK,
OREGON,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.567446178000466),,OREGON,
MASSACHUSETTS,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS,
MISSISSIPPI,2014,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI,
AMER. SAMOA,2014,14,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA,
NEBRASKA,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA,
NORTH DAKOTA,2014,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA,
NORTH CAROLINA,2014,14,,-,0,,12,,,-,2,,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA,
ILLINOIS,2014,14,,-,0,,7,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS,
MICHIGAN,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,2,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN,
HAWAII,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.30485166200043),,HAWAII,
MOUNTAIN,2014,29,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
MISSOURI,2014,14,,-,1,,39,,3,,,-,,-,0,,2,,2,,,-,,-,0,,2,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,MISSOURI,
TENNESSEE,2014,14,,-,0,,10,,,-,1,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE,
MARYLAND,2014,14,1,,0,,4,,2,,,-,3,,0,,2,,6,,1,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,MARYLAND,
LOUISIANA,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA,
CONNECTICUT,2014,14,,-,0,,0,,,-,,-,,-,1,,15,,,-,8,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT,
COLORADO,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384047000049),,COLORADO,
GEORGIA,2014,14,,-,0,,5,,7,,7,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,GEORGIA,
MONTANA,2014,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,MONTANA,
NEW YORK CITY,2014,14,,-,0,,5,,,-,1,,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
PUERTO RICO,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO,
SOUTH CAROLINA,2014,14,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA,
INDIANA,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,12,,,-,2,,POINT (-86.14995579899966 39.76691364600049),,INDIANA,
ARIZONA,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,ARIZONA,
WISCONSIN,2014,14,,-,0,,6,,1,,1,,,-,10,,48,,5,,17,,,-,0,,5,,1,,1,,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN,
KENTUCKY,2014,14,,-,1,,7,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY,
RHODE ISLAND,2014,14,,-,0,,9,,,-,,-,,-,0,,16,,2,,,-,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND,
SOUTH DAKOTA,2014,14,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA,
ALASKA,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507923900048),,ALASKA,
CALIFORNIA,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA,
UTAH,2014,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,UTAH,
C.N.M.I.,2014,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.,
MAINE,2014,14,,-,0,,1,,,-,,-,1,,1,,8,,4,,,-,,-,0,,1,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,MAINE,
UNITED STATES,2014,15,1,,16,,103,,20,,27,,1,,34,,151,,37,,51,,,-,2,,16,,1,,5,,,,,
NEW ENGLAND,2014,15,,-,0,,9,,,-,1,,,-,6,,30,,9,,11,,,-,0,,1,,,-,,-,,,,
CONNECTICUT,2014,15,,-,0,,0,,,-,,-,,-,1,,15,,,-,9,,,-,0,,0,,,-,,-,,,,
MAINE,2014,15,,-,0,,1,,,-,,-,,-,1,,8,,5,,,-,,-,0,,1,,,-,,-,,,,
MASSACHUSETTS,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
NEW HAMPSHIRE,2014,15,,-,0,,1,,,-,1,,,-,1,,8,,,-,2,,,-,0,,1,,,-,,-,,,,
RHODE ISLAND,2014,15,,-,0,,9,,,-,,-,,-,0,,16,,2,,,-,,-,0,,0,,,-,,-,,,,
VERMONT,2014,15,,-,0,,1,,,-,,-,,-,0,,3,,2,,,-,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,15,1,,2,,16,,3,,3,,,-,8,,30,,11,,9,,,-,0,,3,,,-,,-,,,,
NEW JERSEY,2014,15,,-,0,,1,,,-,,-,,-,0,,4,,1,,3,,,-,0,,1,,,-,,-,,,,
NEW YORK,2014,15,1,,1,,16,,3,,1,,,-,7,,27,,10,,4,,,-,0,,3,,,-,,-,,,,
NEW YORK CITY,2014,15,,-,0,,5,,,-,2,,,-,0,,4,,,-,2,,,-,0,,1,,,-,,-,,,,
PENNSYLVANIA,2014,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
E.N. CENTRAL,2014,15,,-,1,,9,,1,,3,,,-,10,,48,,5,,18,,,-,0,,11,,1,,4,,,,,
ILLINOIS,2014,15,,-,0,,7,,,-,1,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,,,
INDIANA,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,,-,1,,,,,
MICHIGAN,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,2,,,,,
OHIO,2014,15,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
WISCONSIN,2014,15,,-,0,,6,,1,,1,,,-,10,,48,,5,,17,,,-,0,,5,,1,,1,,,,,
W.N. CENTRAL,2014,15,,-,2,,48,,3,,3,,1,,3,,52,,3,,3,,,-,0,,6,,,-,,-,,,,
IOWA,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
KANSAS,2014,15,,-,1,,11,,,-,2,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,,,
MINNESOTA,2014,15,,-,0,,1,,,-,,-,,-,3,,52,,,-,3,,,-,0,,4,,,-,,-,,,,
MISSOURI,2014,15,,-,1,,39,,3,,,-,1,,0,,2,,3,,,-,,-,0,,2,,,-,,-,,,,
NEBRASKA,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
NORTH DAKOTA,2014,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,,,
SOUTH DAKOTA,2014,15,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
S. ATLANTIC,2014,15,,-,3,,28,,12,,11,,,-,1,,5,,8,,8,,,-,0,,2,,,-,,-,,,,
DELAWARE,2014,15,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,,,
DIST. OF COL.,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
FLORIDA,2014,15,,-,0,,3,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,,,
GEORGIA,2014,15,,-,0,,5,,7,,7,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,,,,
MARYLAND,2014,15,,-,0,,4,,2,,,-,,-,0,,3,,6,,1,,,-,0,,1,,,-,,-,,,,
NORTH CAROLINA,2014,15,,-,0,,12,,,-,2,,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,,,,
SOUTH CAROLINA,2014,15,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
VIRGINIA,2014,15,,-,1,,8,,,-,1,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,,,
WEST VIRGINIA,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,,WEST,VIRGINIA,
E.S. CENTRAL,2014,15,,-,1,,15,,1,,3,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,,,,
ALABAMA,2014,15,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
KENTUCKY,2014,15,,-,1,,7,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
MISSISSIPPI,2014,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,,,
TENNESSEE,2014,15,,-,0,,10,,,-,1,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,,,,
W.S. CENTRAL,2014,15,,-,2,,38,,,-,3,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,,,
ARKANSAS,2014,15,,-,2,,18,,,-,2,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,,,,
LOUISIANA,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
OKLAHOMA,2014,15,,-,0,,34,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,,,
TEXAS,2014,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
ARIZONA,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,,,
COLORADO,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
IDAHO,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
MONTANA,2014,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
NEVADA,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
NEW MEXICO,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
UTAH,2014,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
WYOMING,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,,,
CALIFORNIA,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,,,
HAWAII,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
OREGON,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
WASHINGTON,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
AMER. SAMOA,2014,15,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,,,
C.N.M.I.,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,
GUAM,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
PUERTO RICO,2014,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,,
VIRGIN ISL.,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
UNITED STATES,2014,16,3,,16,,103,,27,,28,,2,,35,,156,,40,,62,,,-,2,,17,,1,,6,,,,,
NEW ENGLAND,2014,16,,-,0,,9,,,-,1,,,-,7,,32,,9,,13,,,-,0,,1,,,-,,-,,,,
MID. ATLANTIC,2014,16,1,,2,,16,,4,,3,,2,,8,,30,,14,,14,,,-,0,,3,,,-,,-,,,,
E.N. CENTRAL,2014,16,,-,1,,9,,1,,3,,,-,10,,48,,7,,21,,,-,0,,12,,1,,4,,,,,
W.N. CENTRAL,2014,16,,-,2,,48,,4,,4,,,-,4,,57,,2,,4,,,-,0,,6,,,-,,-,,,,
S. ATLANTIC,2014,16,2,,3,,28,,17,,11,,,-,1,,5,,7,,8,,,-,0,,2,,,-,,-,,,,
E.S. CENTRAL,2014,16,,-,1,,15,,1,,3,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,,,,
W.S. CENTRAL,2014,16,,-,2,,38,,,-,3,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
PACIFIC,2014,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,,,
PUERTO RICO,2014,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO,
MISSOURI,2014,16,,-,1,,39,,4,,,-,,-,0,,2,,2,,,-,,-,0,,2,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,MISSOURI,
MISSISSIPPI,2014,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI,
CONNECTICUT,2014,16,,-,0,,0,,,-,,-,,-,1,,17,,,-,10,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT,
NEVADA,2014,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,NEVADA,
MINNESOTA,2014,16,,-,0,,2,,,-,,-,,-,4,,57,,,-,4,,,-,0,,4,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA,
NEBRASKA,2014,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA,
C.N.M.I.,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.,
SOUTH CAROLINA,2014,16,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA,
MICHIGAN,2014,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,2,,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN,
KENTUCKY,2014,16,,-,0,,7,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY,
AMER. SAMOA,2014,46,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,,AMER. SAMOA,
OKLAHOMA,2014,16,,-,0,,34,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA,
MASSACHUSETTS,2014,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS,
MARYLAND,2014,16,,-,0,,5,,2,,,-,,-,0,,2,,5,,1,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,MARYLAND,
WYOMING,2014,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,WYOMING,
VERMONT,2014,16,,-,0,,1,,,-,,-,,-,1,,4,,2,,,-,,-,0,,1,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,VERMONT,
GUAM,2014,16,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,POINT (144.70297250000056 13.355173397000442),,GUAM,
DIST. OF COL.,2014,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.,
KANSAS,2014,16,,-,1,,11,,,-,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,KANSAS,
FLORIDA,2014,16,1,,0,,3,,3,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,FLORIDA,
COLORADO,2014,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384047000049),,COLORADO,
VIRGINIA,2014,16,,-,1,,8,,,-,1,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA,
HAWAII,2014,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.30485166200043),,HAWAII,
MAINE,2014,16,,-,0,,1,,,-,,-,,-,1,,8,,5,,,-,,-,0,,1,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,MAINE,
