Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column,Counties,States
SOUTH CAROLINA,2020,42,,-,4,,70,,89,,,-,3,,12,,22,,SOUTH CAROLINA,,20204235,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,42,3,,51,,143,,390,,,-,12,,26,,196,,VIRGINIA,,20204236,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,42,,-,5,,21,,62,,,-,1,,1,,4,,WEST VIRGINIA,,20204237,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,42,,-,32,,250,,748,,1,,15,,55,,64,,,EAST SOUTH CENTRAL,20204238,,,
ALABAMA,2020,42,,-,8,,42,,183,,,N,,NC,,N,,N,ALABAMA,,20204239,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,42,,-,15,,87,,293,,,-,4,,13,,,-,KENTUCKY,,20204240,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,42,,-,5,,16,,72,,,N,,NC,,N,,N,MISSISSIPPI,,20204241,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,42,,-,10,,105,,200,,1,,11,,42,,64,,TENNESSEE,,20204242,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,42,7,,204,,399,,1252,,10,,59,,425,,1120,,,WEST SOUTH CENTRAL,20204243,,,
ARKANSAS,2020,42,,-,9,,49,,116,,,-,2,,5,,34,,ARKANSAS,,20204244,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,42,2,,11,,67,,285,,,-,16,,35,,97,,LOUISIANA,,20204245,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,42,5,,6,,65,,129,,,N,,NC,,N,,N,OKLAHOMA,,20204246,POINT (-97.508297 35.583449),712,20
TEXAS,2020,42,,-,196,,218,,722,,10,,53,,385,,989,,TEXAS,,20204247,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,42,2,,34,,371,,831,,,-,9,,56,,108,,,MOUNTAIN,20204248,,,
ARIZONA,2020,42,1,,6,,63,,117,,,-,2,,3,,17,,ARIZONA,,20204249,POINT (-111.664616 34.293239),987,7
COLORADO,2020,42,,-,9,,108,,224,,,-,6,,35,,51,,COLORADO,,20204250,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,42,,-,10,,9,,118,,,N,,NC,,N,,N,IDAHO,,20204251,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,42,,-,4,,39,,60,,,-,1,,1,,2,,MONTANA,,20204252,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,42,,-,3,,11,,47,,,N,,NC,,N,,N,NEVADA,,20204253,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,42,,-,3,,29,,72,,,-,1,,4,,16,,NEW MEXICO,,20204254,POINT (-106.108388 34.421369),616,11
UTAH,2020,42,1,,6,,104,,172,,,-,3,,12,,19,,UTAH,,20204255,POINT (-111.678222 39.323779),900,13
WYOMING,2020,42,,-,2,,8,,21,,,-,1,,1,,3,,WYOMING,,20204256,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,42,2,,245,,393,,731,,,-,17,,10,,52,,,PACIFIC,20204257,,,
ALASKA,2020,42,,-,2,,6,,9,,,-,1,,1,,,-,ALASKA,,20204258,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,42,1,,23,,198,,494,,,-,2,,9,,47,,CALIFORNIA,,20204259,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,42,,-,1,,2,,7,,,-,0,,,-,,-,HAWAII,,20204260,POINT (-157.854309 21.361013),1657,4
OREGON,2020,42,1,,6,,77,,219,,,-,0,,,-,5,,OREGON,,20204261,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,42,,-,230,,110,,2,,,-,17,,,-,,-,WASHINGTON,,20204262,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204263,,,
AMERICAN SAMOA,2020,42,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20204264,,,
NORTHERN MARIANA ISLANDS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204265,POINT (145.725693 15.1834),,
GUAM,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204266,POINT (144.653198 13.3532),,
PUERTO RICO,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204267,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204268,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,42,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20204269,,,
TOTAL,2020,42,30,,589,,4647,,11038,,12,,235,,1836,,4565,,,TOTAL,20204270,,,
US RESIDENTS,2020,43,31,,589,,4882,,11371,,2,,236,,1973,,4580,,,US RESIDENTS,20204301,,,
NEW ENGLAND,2020,43,,-,20,,277,,465,,,-,5,,37,,356,,,NEW ENGLAND,20204302,,,
CONNECTICUT,2020,43,,-,5,,26,,65,,,-,2,,7,,103,,CONNECTICUT,,20204303,POINT (-72.738288 41.575155),1043,24
MAINE,2020,43,,-,4,,47,,62,,,-,0,,,-,,-,MAINE,,20204304,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,43,,-,6,,96,,200,,,-,4,,23,,208,,MASSACHUSETTS,,20204305,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,43,,-,3,,32,,60,,,-,2,,3,,9,,NEW HAMPSHIRE,,20204306,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,43,,-,3,,20,,53,,,-,1,,4,,30,,RHODE ISLAND,,20204307,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,43,,-,11,,56,,25,,,-,0,,,-,6,,VERMONT,,20204308,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,43,4,,45,,747,,1420,,,-,34,,240,,755,,,MIDDLE ATLANTIC,20204309,,,
NEW JERSEY,2020,43,,-,10,,63,,252,,,-,19,,66,,263,,NEW JERSEY,,20204310,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,43,3,,31,,332,,408,,,-,10,,59,,302,,NEW YORK,,20204311,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,43,,-,19,,116,,317,,,-,17,,115,,190,,,NEW YORK CITY,20204312,,,
PENNSYLVANIA,2020,43,1,,15,,236,,443,,,N,,NC,,N,,N,PENNSYLVANIA,,20204313,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,43,10,,50,,866,,2242,,,-,105,,425,,568,,,EAST NORTH CENTRAL,20204314,,,
ILLINOIS,2020,43,,-,12,,146,,367,,,-,90,,291,,163,,ILLINOIS,,20204315,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,43,,-,10,,10,,274,,,-,1,,,-,30,,INDIANA,,20204316,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,43,,-,9,,38,,357,,,-,0,,,-,126,,MICHIGAN,,20204317,POINT (-85.730977 44.874798),1262,50
OHIO,2020,43,8,,21,,295,,583,,,-,14,,61,,141,,OHIO,,20204318,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,43,2,,24,,377,,661,,,-,17,,73,,108,,WISCONSIN,,20204319,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,43,2,,56,,668,,1753,,,-,116,,515,,385,,,WEST NORTH CENTRAL,20204320,,,
IOWA,2020,43,1,,17,,288,,492,,,-,103,,258,,120,,IOWA,,20204321,POINT (-93.500061 42.074659),299,16
KANSAS,2020,43,1,,9,,43,,118,,,-,6,,33,,23,,KANSAS,,20204322,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,43,,-,9,,,-,432,,,-,1,,,-,136,,MINNESOTA,,20204323,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,43,,-,32,,171,,352,,,-,37,,136,,61,,MISSOURI,,20204324,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,43,,-,7,,101,,171,,,-,30,,88,,35,,NEBRASKA,,20204325,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,43,,-,2,,19,,32,,,N,,NC,,N,,N,NORTH DAKOTA,,20204326,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,43,,-,5,,46,,156,,,-,0,,,-,10,,SOUTH DAKOTA,,20204327,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,43,2,,65,,857,,1812,,,-,34,,205,,1162,,,SOUTH ATLANTIC,20204328,,,
DELAWARE,2020,43,,-,3,,11,,34,,,-,1,,1,,5,,DELAWARE,,20204329,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,43,,-,2,,8,,19,,,-,0,,,-,37,,DISTRICT OF COLUMBIA,,20204330,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,43,,-,20,,182,,537,,,-,15,,56,,533,,FLORIDA,,20204331,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,43,,-,14,,239,,318,,,-,18,,96,,73,,GEORGIA,,20204332,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,43,2,,6,,56,,88,,,-,3,,13,,216,,MARYLAND,,20204333,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,43,,-,9,,127,,232,,,-,0,,,-,76,,NORTH CAROLINA,,20204334,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,43,,-,4,,70,,93,,,-,3,,12,,22,,SOUTH CAROLINA,,20204335,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,43,,-,34,,143,,424,,,-,12,,26,,196,,VIRGINIA,,20204336,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,43,,-,5,,21,,67,,,-,1,,1,,4,,WEST VIRGINIA,,20204337,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,43,,-,25,,257,,773,,,-,15,,56,,65,,,EAST SOUTH CENTRAL,20204338,,,
ALABAMA,2020,43,,-,8,,42,,187,,,N,,NC,,N,,N,ALABAMA,,20204339,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,43,,-,11,,88,,304,,,-,4,,13,,1,,KENTUCKY,,20204340,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,43,,-,5,,17,,77,,,N,,NC,,N,,N,MISSISSIPPI,,20204341,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,43,,-,10,,110,,205,,,-,11,,43,,64,,TENNESSEE,,20204342,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,43,5,,203,,425,,1299,,2,,59,,428,,1127,,,WEST SOUTH CENTRAL,20204343,,,
ARKANSAS,2020,43,,-,9,,49,,120,,,-,2,,5,,34,,ARKANSAS,,20204344,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,43,2,,11,,69,,294,,,-,16,,35,,97,,LOUISIANA,,20204345,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,43,,-,6,,65,,135,,,N,,NC,,N,,N,OKLAHOMA,,20204346,POINT (-97.508297 35.583449),712,20
TEXAS,2020,43,3,,195,,242,,750,,2,,53,,388,,996,,TEXAS,,20204347,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,43,1,,21,,374,,852,,,-,9,,56,,109,,,MOUNTAIN,20204348,,,
ARIZONA,2020,43,1,,6,,65,,122,,,-,2,,3,,17,,ARIZONA,,20204349,POINT (-111.664616 34.293239),987,7
COLORADO,2020,43,,-,7,,107,,230,,,-,6,,35,,51,,COLORADO,,20204350,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,43,,-,3,,9,,119,,,N,,NC,,N,,N,IDAHO,,20204351,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,43,,-,3,,39,,62,,,-,1,,1,,2,,MONTANA,,20204352,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,43,,-,3,,11,,48,,,N,,NC,,N,,N,NEVADA,,20204353,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,43,,-,3,,29,,75,,,-,1,,4,,16,,NEW MEXICO,,20204354,POINT (-106.108388 34.421369),616,11
UTAH,2020,43,,-,6,,106,,175,,,-,3,,12,,19,,UTAH,,20204355,POINT (-111.678222 39.323779),900,13
WYOMING,2020,43,,-,1,,8,,21,,,-,1,,1,,4,,WYOMING,,20204356,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,43,7,,245,,411,,755,,,-,17,,11,,53,,,PACIFIC,20204357,,,
ALASKA,2020,43,,-,2,,6,,9,,,-,1,,2,,,-,ALASKA,,20204358,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,43,3,,23,,205,,515,,,-,2,,9,,48,,CALIFORNIA,,20204359,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,43,,-,1,,2,,7,,,-,0,,,-,,-,HAWAII,,20204360,POINT (-157.854309 21.361013),1657,4
OREGON,2020,43,,-,6,,77,,222,,,-,0,,,-,5,,OREGON,,20204361,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,43,4,,230,,121,,2,,,-,17,,,-,,-,WASHINGTON,,20204362,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,43,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204363,,,
AMERICAN SAMOA,2020,43,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20204364,,,
NORTHERN MARIANA ISLANDS,2020,43,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204365,POINT (145.725693 15.1834),,
GUAM,2020,43,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204366,POINT (144.653198 13.3532),,
PUERTO RICO,2020,43,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204367,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,43,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204368,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,43,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20204369,,,
TOTAL,2020,43,31,,589,,4882,,11374,,2,,236,,1973,,4580,,,TOTAL,20204370,,,
US RESIDENTS,2020,44,15,,599,,4978,,11693,,7,,236,,1988,,4589,,,US RESIDENTS,20204401,,,
NEW ENGLAND,2020,44,1,,20,,282,,472,,,-,5,,37,,356,,,NEW ENGLAND,20204402,,,
CONNECTICUT,2020,44,,-,5,,27,,66,,,-,2,,7,,103,,CONNECTICUT,,20204403,POINT (-72.738288 41.575155),1043,24
MAINE,2020,44,,-,4,,49,,63,,,-,0,,,-,,-,MAINE,,20204404,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,44,1,,6,,97,,205,,,-,4,,23,,208,,MASSACHUSETTS,,20204405,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,44,,-,3,,33,,60,,,-,2,,3,,9,,NEW HAMPSHIRE,,20204406,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,44,,-,3,,20,,53,,,-,1,,4,,30,,RHODE ISLAND,,20204407,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,44,,-,11,,56,,25,,,-,0,,,-,6,,VERMONT,,20204408,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,44,6,,45,,757,,1462,,1,,34,,241,,756,,,MIDDLE ATLANTIC,20204409,,,
NEW JERSEY,2020,44,,-,10,,63,,259,,,-,19,,66,,263,,NEW JERSEY,,20204410,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,44,6,,31,,338,,419,,1,,10,,60,,302,,NEW YORK,,20204411,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,44,,-,19,,118,,329,,,-,17,,115,,191,,,NEW YORK CITY,20204412,,,
PENNSYLVANIA,2020,44,,-,13,,238,,455,,,N,,NC,,N,,N,PENNSYLVANIA,,20204413,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,44,,-,50,,902,,2292,,,-,105,,425,,569,,,EAST NORTH CENTRAL,20204414,,,
ILLINOIS,2020,44,,-,12,,181,,371,,,-,90,,291,,164,,ILLINOIS,,20204415,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,44,,-,8,,10,,281,,,-,1,,,-,30,,INDIANA,,20204416,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,44,,-,9,,38,,360,,,-,0,,,-,126,,MICHIGAN,,20204417,POINT (-85.730977 44.874798),1262,50
OHIO,2020,44,,-,21,,295,,604,,,-,14,,61,,141,,OHIO,,20204418,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,44,,-,24,,378,,676,,,-,17,,73,,108,,WISCONSIN,,20204419,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,44,1,,32,,671,,1785,,,-,116,,515,,386,,,WEST NORTH CENTRAL,20204420,,,
IOWA,2020,44,,-,17,,290,,497,,,-,103,,258,,120,,IOWA,,20204421,POINT (-93.500061 42.074659),299,16
KANSAS,2020,44,1,,9,,44,,119,,,-,6,,33,,23,,KANSAS,,20204422,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,44,,-,9,,,-,441,,,-,1,,,-,136,,MINNESOTA,,20204423,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,44,,-,13,,171,,364,,,-,37,,136,,61,,MISSOURI,,20204424,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,44,,-,7,,101,,173,,,-,30,,88,,36,,NEBRASKA,,20204425,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,44,,-,2,,19,,34,,,N,,NC,,N,,N,NORTH DAKOTA,,20204426,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,44,,-,5,,46,,157,,,-,0,,,-,10,,SOUTH DAKOTA,,20204427,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,44,3,,59,,872,,1872,,3,,34,,209,,1163,,,SOUTH ATLANTIC,20204428,,,
DELAWARE,2020,44,,-,3,,11,,36,,,-,1,,1,,5,,DELAWARE,,20204429,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,44,,-,2,,8,,22,,,-,0,,,-,37,,DISTRICT OF COLUMBIA,,20204430,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,44,,-,20,,182,,556,,,-,15,,56,,533,,FLORIDA,,20204431,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,44,1,,15,,249,,328,,,-,18,,97,,73,,GEORGIA,,20204432,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,44,1,,6,,58,,91,,3,,3,,16,,217,,MARYLAND,,20204433,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,44,,-,9,,127,,240,,,-,0,,,-,76,,NORTH CAROLINA,,20204434,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,44,1,,4,,71,,93,,,-,3,,12,,22,,SOUTH CAROLINA,,20204435,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,44,,-,31,,145,,438,,,-,12,,26,,196,,VIRGINIA,,20204436,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,44,,-,5,,21,,68,,,-,1,,1,,4,,WEST VIRGINIA,,20204437,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,44,,-,22,,273,,792,,,-,15,,58,,65,,,EAST SOUTH CENTRAL,20204438,,,
ALABAMA,2020,44,,-,8,,47,,191,,,N,,NC,,N,,N,ALABAMA,,20204439,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,44,,-,10,,88,,314,,,-,4,,13,,1,,KENTUCKY,,20204440,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,44,,-,4,,17,,80,,,N,,NC,,N,,N,MISSISSIPPI,,20204441,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,44,,-,10,,121,,207,,,-,11,,45,,64,,TENNESSEE,,20204442,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,44,2,,212,,428,,1355,,3,,59,,436,,1131,,,WEST SOUTH CENTRAL,20204443,,,
ARKANSAS,2020,44,,-,9,,49,,129,,,-,2,,5,,34,,ARKANSAS,,20204444,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,44,1,,11,,70,,302,,,-,16,,35,,98,,LOUISIANA,,20204445,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,44,,-,9,,65,,138,,,N,,NC,,N,,N,OKLAHOMA,,20204446,POINT (-97.508297 35.583449),712,20
TEXAS,2020,44,1,,195,,244,,786,,3,,53,,396,,999,,TEXAS,,20204447,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,44,,-,21,,375,,884,,,-,9,,56,,110,,,MOUNTAIN,20204448,,,
ARIZONA,2020,44,,-,6,,66,,128,,,-,2,,3,,17,,ARIZONA,,20204449,POINT (-111.664616 34.293239),987,7
COLORADO,2020,44,,-,7,,107,,249,,,-,6,,35,,52,,COLORADO,,20204450,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,44,,-,3,,9,,120,,,N,,NC,,N,,N,IDAHO,,20204451,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,44,,-,3,,39,,64,,,-,1,,1,,2,,MONTANA,,20204452,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,44,,-,3,,11,,49,,,N,,NC,,N,,N,NEVADA,,20204453,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,44,,-,3,,29,,75,,,-,1,,4,,16,,NEW MEXICO,,20204454,POINT (-106.108388 34.421369),616,11
UTAH,2020,44,,-,6,,106,,178,,,-,3,,12,,19,,UTAH,,20204455,POINT (-111.678222 39.323779),900,13
WYOMING,2020,44,,-,1,,8,,21,,,-,1,,1,,4,,WYOMING,,20204456,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,44,2,,245,,418,,779,,,-,17,,11,,53,,,PACIFIC,20204457,,,
ALASKA,2020,44,,-,2,,6,,9,,,-,1,,2,,,-,ALASKA,,20204458,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,44,1,,23,,208,,538,,,-,2,,9,,48,,CALIFORNIA,,20204459,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,44,,-,1,,2,,7,,,-,0,,,-,,-,HAWAII,,20204460,POINT (-157.854309 21.361013),1657,4
OREGON,2020,44,,-,6,,79,,223,,,-,0,,,-,5,,OREGON,,20204461,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,44,1,,230,,123,,2,,,-,17,,,-,,-,WASHINGTON,,20204462,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,44,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204463,,,
AMERICAN SAMOA,2020,44,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20204464,,,
NORTHERN MARIANA ISLANDS,2020,44,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204465,POINT (145.725693 15.1834),,
GUAM,2020,44,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204466,POINT (144.653198 13.3532),,
PUERTO RICO,2020,44,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204467,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,44,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204468,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,44,,-,0,,,-,3,,,-,0,,,-,,-,,NON-US RESIDENTS,20204469,,,
TOTAL,2020,44,15,,599,,4978,,11696,,7,,236,,1988,,4589,,,TOTAL,20204470,,,
US RESIDENTS,2020,45,31,,599,,5085,,11972,,17,,239,,2036,,4593,,,US RESIDENTS,20204501,,,
NEW ENGLAND,2020,45,3,,20,,286,,482,,,-,5,,37,,356,,,NEW ENGLAND,20204502,,,
CONNECTICUT,2020,45,,-,5,,27,,71,,,-,2,,7,,103,,CONNECTICUT,,20204503,POINT (-72.738288 41.575155),1043,24
MAINE,2020,45,,-,4,,49,,63,,,-,0,,,-,,-,MAINE,,20204504,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,45,2,,6,,100,,209,,,-,4,,23,,208,,MASSACHUSETTS,,20204505,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,45,,-,3,,33,,60,,,-,2,,3,,9,,NEW HAMPSHIRE,,20204506,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,45,1,,3,,21,,54,,,-,1,,4,,30,,RHODE ISLAND,,20204507,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,45,,-,11,,56,,25,,,-,0,,,-,6,,VERMONT,,20204508,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,45,3,,45,,763,,1493,,,-,34,,241,,756,,,MIDDLE ATLANTIC,20204509,,,
NEW JERSEY,2020,45,,-,10,,63,,264,,,-,19,,66,,263,,NEW JERSEY,,20204510,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,45,3,,31,,341,,433,,,-,10,,60,,302,,NEW YORK,,20204511,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,45,,-,19,,118,,336,,,-,17,,115,,191,,,NEW YORK CITY,20204512,,,
PENNSYLVANIA,2020,45,,-,13,,241,,460,,,N,,NC,,N,,N,PENNSYLVANIA,,20204513,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,45,10,,42,,923,,2323,,,-,109,,440,,569,,,EAST NORTH CENTRAL,20204514,,,
ILLINOIS,2020,45,,-,12,,181,,377,,,-,95,,306,,164,,ILLINOIS,,20204515,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,45,,-,8,,10,,288,,,-,1,,,-,30,,INDIANA,,20204516,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,45,,-,9,,38,,365,,,-,0,,,-,126,,MICHIGAN,,20204517,POINT (-85.730977 44.874798),1262,50
OHIO,2020,45,6,,19,,301,,612,,,-,14,,61,,141,,OHIO,,20204518,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,45,4,,24,,393,,681,,,-,17,,73,,108,,WISCONSIN,,20204519,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,45,1,,32,,676,,1811,,,-,116,,515,,386,,,WEST NORTH CENTRAL,20204520,,,
IOWA,2020,45,1,,17,,295,,505,,,-,103,,258,,120,,IOWA,,20204521,POINT (-93.500061 42.074659),299,16
KANSAS,2020,45,,-,9,,44,,121,,,-,6,,33,,23,,KANSAS,,20204522,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,45,,-,8,,,-,448,,,-,1,,,-,136,,MINNESOTA,,20204523,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,45,,-,13,,171,,370,,,-,37,,136,,61,,MISSOURI,,20204524,POINT (-92.477244 38.3675),2124,18
