index,fips,year,temp,tempc
727,9,1997,48.64166667,9.24537037
728,9,1998,51.59166667,10.88425926
729,9,1999,50.85,10.47222222
730,9,2000,48.53333333,9.185185185
731,9,2001,50.24166667,10.13425926
732,9,2002,50.46666667,10.25925926
733,9,2003,48.15833333,8.976851852
734,9,2004,48.75833333,9.310185185
735,9,2005,49.50833333,9.726851852
736,9,2006,51.13333333,10.62962963
737,9,2007,49.53333333,9.740740741
738,9,2008,49.7,9.833333333
739,9,2009,48.84166667,9.356481481
740,9,2010,51.35,10.75
741,9,2011,50.85833333,10.47685185
742,9,2012,52.46666667,11.37037037
743,9,2013,49.78333333,9.87962963
744,9,2014,48.675,9.263888889
745,9,2015,49.84166667,9.912037037
746,9,2016,51.775,10.98611111
747,9,2017,50.925,10.51388889
748,9,2018,50.75833333,10.4212963
749,9,2019,49.825,9.902777778
750,10,1895,52.70833333,11.50462963
751,10,1896,53.88333333,12.15740741
752,10,1897,53.60833333,12.00462963
753,10,1898,54.75,12.63888889
754,10,1899,53.275,11.81944444
755,10,1900,55.16666667,12.87037037
756,10,1901,52.85,11.58333333
757,10,1902,53.5,11.94444444
758,10,1903,53.15,11.75
759,10,1904,50.91666667,10.50925926
760,10,1905,52.80833333,11.56018519
761,10,1906,54.45833333,12.47685185
762,10,1907,52,11.11111111
763,10,1908,54.01666667,12.23148148
764,10,1909,53.43333333,11.90740741
765,10,1910,53.325,11.84722222
766,10,1911,54.51666667,12.50925926
767,10,1912,52.95,11.63888889
