month,year,Reporting.Area,average_temp
8,2014,OKLAHOMA,79.2
8,2014,OREGON,68.3
8,2014,PENNSYLVANIA,68
8,2014,RHODE ISLAND,70.4
8,2014,SOUTH CAROLINA,78.8
8,2014,SOUTH DAKOTA,69.4
8,2014,TENNESSEE,74.6
8,2014,TEXAS,82.1
8,2014,UTAH,71.1
8,2014,VERMONT,64.9
8,2014,VIRGINIA,72.4
8,2014,WASHINGTON,67.9
8,2014,WEST VIRGINIA,69.4
8,2014,WISCONSIN,66.5
8,2014,WYOMING,64.4
9,2014,ALABAMA,77.9
9,2014,ARIZONA,75.4
9,2014,ARKANSAS,75.6
9,2014,CALIFORNIA,73.6
9,2014,COLORADO,62.3
9,2014,CONNECTICUT,66
9,2014,DELAWARE,70.8
9,2014,FLORIDA,81.3
9,2014,GEORGIA,77.4
9,2014,IDAHO,60.7
9,2014,ILLINOIS,69.2
9,2014,INDIANA,68.2
9,2014,IOWA,66.6
9,2014,KANSAS,73.2
9,2014,KENTUCKY,71.6
9,2014,LOUISIANA,79.7
9,2014,MAINE,60.4
9,2014,MARYLAND,69.8
9,2014,MASSACHUSETTS,64.8
9,2014,MICHIGAN,62.4
9,2014,MINNESOTA,62.8
9,2014,MISSISSIPPI,78.2
9,2014,MISSOURI,71.8
9,2014,MONTANA,60
9,2014,NEBRASKA,67.6
9,2014,NEVADA,67.5
9,2014,NEW HAMPSHIRE,60.9
9,2014,NEW JERSEY,68.9
9,2014,NEW MEXICO,68.5
9,2014,NEW YORK,62.7
9,2014,NORTH CAROLINA,72.8
9,2014,NORTH DAKOTA,62.4
9,2014,OHIO,67.5
9,2014,OKLAHOMA,77
9,2014,OREGON,63.7
9,2014,PENNSYLVANIA,64.7
9,2014,RHODE ISLAND,66.5
9,2014,SOUTH CAROLINA,76.3
9,2014,SOUTH DAKOTA,64.9
9,2014,TENNESSEE,73.3
9,2014,TEXAS,79.5
9,2014,UTAH,65.9
9,2014,VERMONT,60.4
9,2014,VIRGINIA,69.7
9,2014,WASHINGTON,63.6
9,2014,WEST VIRGINIA,66.9
9,2014,WISCONSIN,62.6
9,2014,WYOMING,59.2
10,2014,ALABAMA,70.8
10,2014,ARIZONA,69.6
10,2014,ARKANSAS,68.2
10,2014,CALIFORNIA,68.3
10,2014,COLORADO,55
10,2014,CONNECTICUT,58.8
10,2014,DELAWARE,64.2
10,2014,FLORIDA,76.2
10,2014,GEORGIA,70.6
10,2014,IDAHO,53
10,2014,ILLINOIS,59.5
10,2014,INDIANA,58.9
10,2014,IOWA,56.6
10,2014,KANSAS,63.6
10,2014,KENTUCKY,62.9
10,2014,LOUISIANA,73.6
10,2014,MAINE,52.4
10,2014,MARYLAND,63.1
10,2014,MASSACHUSETTS,57.8
10,2014,MICHIGAN,53.2
10,2014,MINNESOTA,52.4
10,2014,MISSISSIPPI,71.5
10,2014,MISSOURI,62.4
10,2014,MONTANA,51.5
10,2014,NEBRASKA,58
10,2014,NEVADA,60.4
10,2014,NEW HAMPSHIRE,53.8
10,2014,NEW JERSEY,62
10,2014,NEW MEXICO,62
10,2014,NEW YORK,55.7
10,2014,NORTH CAROLINA,66.3
10,2014,NORTH DAKOTA,52.2
10,2014,OHIO,58.6
10,2014,OKLAHOMA,68.9
10,2014,OREGON,56.8
10,2014,PENNSYLVANIA,57.8
10,2014,RHODE ISLAND,59.8
10,2014,SOUTH CAROLINA,69.6
10,2014,SOUTH DAKOTA,55.4
10,2014,TENNESSEE,65.4
10,2014,TEXAS,73
10,2014,UTAH,58.6
10,2014,VERMONT,53.4
10,2014,VIRGINIA,62.9
10,2014,WASHINGTON,55.8
10,2014,WEST VIRGINIA,59.4
10,2014,WISCONSIN,52.1
10,2014,WYOMING,51.4
11,2014,ALABAMA,56.7
11,2014,ARIZONA,58.3
11,2014,ARKANSAS,54.3
11,2014,CALIFORNIA,58.8
11,2014,COLORADO,41.6
11,2014,CONNECTICUT,46.9
11,2014,DELAWARE,52
11,2014,FLORIDA,66.9
11,2014,GEORGIA,57.7
11,2014,IDAHO,39.8
11,2014,ILLINOIS,44.4
11,2014,INDIANA,44.7
11,2014,IOWA,40.2
11,2014,KANSAS,48.7
11,2014,KENTUCKY,48.7
11,2014,LOUISIANA,61
11,2014,MAINE,40.2
11,2014,MARYLAND,50.4
11,2014,MASSACHUSETTS,46
11,2014,MICHIGAN,38.9
11,2014,MINNESOTA,33.8
11,2014,MISSISSIPPI,57.6
11,2014,MISSOURI,47.8
11,2014,MONTANA,36.6
11,2014,NEBRASKA,42.7
11,2014,NEVADA,48.4
11,2014,NEW HAMPSHIRE,41.8
11,2014,NEW JERSEY,49.5
11,2014,NEW MEXICO,49.9
11,2014,NEW YORK,43.3
11,2014,NORTH CAROLINA,53.6
11,2014,NORTH DAKOTA,33.4
11,2014,OHIO,45
11,2014,OKLAHOMA,54.5
11,2014,OREGON,45.6
11,2014,PENNSYLVANIA,44.8
11,2014,RHODE ISLAND,48.4
11,2014,SOUTH CAROLINA,57.2
11,2014,SOUTH DAKOTA,38
11,2014,TENNESSEE,51.3
11,2014,TEXAS,60.6
11,2014,UTAH,45.4
11,2014,VERMONT,41.3
11,2014,VIRGINIA,50
11,2014,WASHINGTON,44.1
11,2014,WEST VIRGINIA,45.8
11,2014,WISCONSIN,35.6
11,2014,WYOMING,37.2
12,2014,ALABAMA,49.1
12,2014,ARIZONA,48
12,2014,ARKANSAS,44.4
12,2014,CALIFORNIA,50
12,2014,COLORADO,30.6
12,2014,CONNECTICUT,37.6
12,2014,DELAWARE,42.8
12,2014,FLORIDA,61.5
12,2014,GEORGIA,50.6
12,2014,IDAHO,30.1
12,2014,ILLINOIS,34.2
12,2014,INDIANA,35.1
12,2014,IOWA,28.8
12,2014,KANSAS,36.6
12,2014,KENTUCKY,39.8
12,2014,LOUISIANA,53.4
12,2014,MAINE,28.9
12,2014,MARYLAND,41.2
12,2014,MASSACHUSETTS,36.8
12,2014,MICHIGAN,29.2
12,2014,MINNESOTA,20.9
12,2014,MISSISSIPPI,49.5
12,2014,MISSOURI,37.2
12,2014,MONTANA,25.2
12,2014,NEBRASKA,30.1
12,2014,NEVADA,38.6
12,2014,NEW HAMPSHIRE,31.2
12,2014,NEW JERSEY,40.4
12,2014,NEW MEXICO,40
12,2014,NEW YORK,32.8
12,2014,NORTH CAROLINA,45.4
12,2014,NORTH DAKOTA,19.2
12,2014,OHIO,36
12,2014,OKLAHOMA,43.1
12,2014,OREGON,37.1
12,2014,PENNSYLVANIA,35.4
12,2014,RHODE ISLAND,39.4
12,2014,SOUTH CAROLINA,49.2
12,2014,SOUTH DAKOTA,24.9
12,2014,TENNESSEE,42.6
12,2014,TEXAS,51.1
12,2014,UTAH,34.7
12,2014,VERMONT,30.2
12,2014,VIRGINIA,41.4
12,2014,WASHINGTON,35.2
12,2014,WEST VIRGINIA,37.8
12,2014,WISCONSIN,24.7
12,2014,WYOMING,26.1
1,2015,ALABAMA,46.8
1,2015,ARIZONA,44.7
1,2015,ARKANSAS,41.2
1,2015,CALIFORNIA,47.7
1,2015,COLORADO,28.6
1,2015,CONNECTICUT,29.4
1,2015,DELAWARE,36.6
1,2015,FLORIDA,60.2
1,2015,GEORGIA,48.1
1,2015,IDAHO,28.9
1,2015,ILLINOIS,29.8
1,2015,INDIANA,30
1,2015,IOWA,24.9
1,2015,KANSAS,33.4
1,2015,KENTUCKY,36
1,2015,LOUISIANA,50.4
1,2015,MAINE,18.8
1,2015,MARYLAND,35.2
1,2015,MASSACHUSETTS,28.2
1,2015,MICHIGAN,22.4
1,2015,MINNESOTA,17
1,2015,MISSISSIPPI,47
1,2015,MISSOURI,34
1,2015,MONTANA,24.8
1,2015,NEBRASKA,27.6
1,2015,NEVADA,36.6
1,2015,NEW HAMPSHIRE,21.6
1,2015,NEW JERSEY,33.3
1,2015,NEW MEXICO,36.6
1,2015,NEW YORK,23.2
1,2015,NORTH CAROLINA,42.2
1,2015,NORTH DAKOTA,17.1
1,2015,OHIO,29.8
1,2015,OKLAHOMA,39.8
1,2015,OREGON,37
1,2015,PENNSYLVANIA,28.2
1,2015,RHODE ISLAND,31.4
1,2015,SOUTH CAROLINA,46.5
1,2015,SOUTH DAKOTA,23.4
1,2015,TENNESSEE,39.4
1,2015,TEXAS,47.4
1,2015,UTAH,31.9
1,2015,VERMONT,19.6
1,2015,VIRGINIA,37.3
1,2015,WASHINGTON,34.6
1,2015,WEST VIRGINIA,33.4
1,2015,WISCONSIN,19.7
1,2015,WYOMING,25.2
2,2015,ALABAMA,42.4
2,2015,ARIZONA,48.6
2,2015,ARKANSAS,37.4
2,2015,CALIFORNIA,50.9
2,2015,COLORADO,30.6
2,2015,CONNECTICUT,19.6
2,2015,DELAWARE,29.2
2,2015,FLORIDA,57.6
2,2015,GEORGIA,44
2,2015,IDAHO,32
2,2015,ILLINOIS,22.6
2,2015,INDIANA,22.3
2,2015,IOWA,18
2,2015,KANSAS,31.6
2,2015,KENTUCKY,29.2
2,2015,LOUISIANA,47.4
2,2015,MAINE,8.4
2,2015,MARYLAND,28
2,2015,MASSACHUSETTS,18.2
2,2015,MICHIGAN,12.3
2,2015,MINNESOTA,9.6
2,2015,MISSISSIPPI,42.8
2,2015,MISSOURI,28.7
2,2015,MONTANA,25.8
2,2015,NEBRASKA,26.6
2,2015,NEVADA,40.2
2,2015,NEW HAMPSHIRE,11.4
2,2015,NEW JERSEY,25.1
2,2015,NEW MEXICO,38.5
2,2015,NEW YORK,12.7
2,2015,NORTH CAROLINA,37.2
2,2015,NORTH DAKOTA,12.2
2,2015,OHIO,20.8
2,2015,OKLAHOMA,37.8
2,2015,OREGON,39.9
