Reporting.Area,MMWR.Year,MMWR.Week,Ehrlichiosis_Anaplasmosis_Cases_Count,Date
E.S. CENTRAL,2014,36,2,9/3/2014
W.S. CENTRAL,2014,36,3,9/3/2014
MOUNTAIN,2014,36,0,9/3/2014
PACIFIC,2014,36,0,9/3/2014
AMER. SAMOA,2014,36,0,9/3/2014
C.N.M.I.,2014,36,0,9/3/2014
VIRGIN ISL.,2014,36,0,9/3/2014
ARKANSAS,2014,36,3,9/3/2014
NORTH DAKOTA,2014,36,0,9/3/2014
NEVADA,2014,36,0,9/3/2014
OKLAHOMA,2014,36,0,9/3/2014
KENTUCKY,2014,36,1,9/3/2014
NEW MEXICO,2014,36,0,9/3/2014
WEST VIRGINIA,2014,36,0,9/3/2014
PUERTO RICO,2014,36,0,9/3/2014
UTAH,2014,36,0,9/3/2014
NEW YORK CITY,2014,36,0,9/3/2014
RHODE ISLAND,2014,36,0,9/3/2014
COLORADO,2014,36,0,9/3/2014
HAWAII,2014,36,0,9/3/2014
SOUTH CAROLINA,2014,36,0,9/3/2014
ALASKA,2014,36,0,9/3/2014
WYOMING,2014,36,0,9/3/2014
ALABAMA,2014,36,0,9/3/2014
NORTH CAROLINA,2014,36,2,9/3/2014
INDIANA,2014,36,0,9/3/2014
VERMONT,2014,36,0,9/3/2014
CONNECTICUT,2014,36,0,9/3/2014
MARYLAND,2014,36,0,9/3/2014
OHIO,2014,36,0,9/3/2014
MINNESOTA,2014,36,0,9/3/2014
NEW YORK,2014,36,3,9/3/2014
PENNSYLVANIA,2014,36,0,9/3/2014
SOUTH DAKOTA,2014,36,0,9/3/2014
IDAHO,2014,36,0,9/3/2014
IOWA,2014,36,0,9/3/2014
MASSACHUSETTS,2014,36,0,9/3/2014
MISSISSIPPI,2014,36,0,9/3/2014
VIRGINIA,2014,36,1,9/3/2014
TENNESSEE,2014,36,1,9/3/2014
NEW HAMPSHIRE,2014,36,0,9/3/2014
WASHINGTON,2014,36,0,9/3/2014
TEXAS,2014,36,0,9/3/2014
MAINE,2014,36,0,9/3/2014
MONTANA,2014,36,0,9/3/2014
KANSAS,2014,36,0,9/3/2014
OREGON,2014,36,0,9/3/2014
NEBRASKA,2014,36,0,9/3/2014
MICHIGAN,2014,36,0,9/3/2014
CALIFORNIA,2014,36,0,9/3/2014
NEW JERSEY,2014,36,0,9/3/2014
GUAM,2014,36,0,9/3/2014
ILLINOIS,2014,36,0,9/3/2014
ARIZONA,2014,36,0,9/3/2014
GEORGIA,2014,36,0,9/3/2014
DELAWARE,2014,36,0,9/3/2014
MISSOURI,2014,36,0,9/3/2014
FLORIDA,2014,36,0,9/3/2014
WISCONSIN,2014,36,0,9/3/2014
LOUISIANA,2014,36,0,9/3/2014
UNITED STATES,2014,37,14,9/10/2014
NEW ENGLAND,2014,37,0,9/10/2014
MID. ATLANTIC,2014,37,9,9/10/2014
E.N. CENTRAL,2014,37,0,9/10/2014
W.N. CENTRAL,2014,37,0,9/10/2014
S. ATLANTIC,2014,37,4,9/10/2014
DIST. OF COL.,2014,37,0,9/10/2014
E.S. CENTRAL,2014,37,0,9/10/2014
W.S. CENTRAL,2014,37,1,9/10/2014
MOUNTAIN,2014,37,0,9/10/2014
PACIFIC,2014,37,0,9/10/2014
VIRGIN ISL.,2014,37,0,9/10/2014
NORTH DAKOTA,2014,37,0,9/10/2014
IDAHO,2014,37,0,9/10/2014
ALASKA,2014,37,0,9/10/2014
NEBRASKA,2014,37,0,9/10/2014
SOUTH DAKOTA,2014,37,0,9/10/2014
MISSISSIPPI,2014,37,0,9/10/2014
NORTH CAROLINA,2014,37,0,9/10/2014
MASSACHUSETTS,2014,37,0,9/10/2014
TENNESSEE,2014,37,0,9/10/2014
WYOMING,2014,37,0,9/10/2014
OKLAHOMA,2014,37,0,9/10/2014
ILLINOIS,2014,37,0,9/10/2014
GEORGIA,2014,37,0,9/10/2014
CONNECTICUT,2014,37,0,9/10/2014
ARIZONA,2014,37,0,9/10/2014
SOUTH CAROLINA,2014,37,0,9/10/2014
VERMONT,2014,37,0,9/10/2014
VIRGINIA,2014,37,1,9/10/2014
COLORADO,2014,37,0,9/10/2014
MISSOURI,2014,37,0,9/10/2014
NEVADA,2014,37,0,9/10/2014
HAWAII,2014,37,0,9/10/2014
ALABAMA,2014,37,0,9/10/2014
NEW JERSEY,2014,37,0,9/10/2014
GUAM,2014,37,0,9/10/2014
ARKANSAS,2014,37,0,9/10/2014
KENTUCKY,2014,37,0,9/10/2014
PUERTO RICO,2014,37,0,9/10/2014
DELAWARE,2014,37,0,9/10/2014
NEW HAMPSHIRE,2014,37,0,9/10/2014
PENNSYLVANIA,2014,37,0,9/10/2014
NEW YORK CITY,2014,37,0,9/10/2014
WEST VIRGINIA,2014,37,0,9/10/2014
MINNESOTA,2014,37,0,9/10/2014
CALIFORNIA,2014,37,0,9/10/2014
LOUISIANA,2014,37,0,9/10/2014
OHIO,2014,37,0,9/10/2014
MONTANA,2014,37,0,9/10/2014
RHODE ISLAND,2014,37,0,9/10/2014
FLORIDA,2014,37,0,9/10/2014
INDIANA,2014,37,0,9/10/2014
WISCONSIN,2014,37,0,9/10/2014
TEXAS,2014,37,1,9/10/2014
KANSAS,2014,37,0,9/10/2014
NEW YORK,2014,37,9,9/10/2014
WASHINGTON,2014,37,0,9/10/2014
MARYLAND,2014,37,3,9/10/2014
NEW MEXICO,2014,37,0,9/10/2014
MICHIGAN,2014,37,0,9/10/2014
OREGON,2014,37,0,9/10/2014
UTAH,2014,37,0,9/10/2014
MAINE,2014,37,0,9/10/2014
IOWA,2014,37,0,9/10/2014
UNITED STATES,2014,38,16,9/17/2014
NEW ENGLAND,2014,38,0,9/17/2014
MID. ATLANTIC,2014,38,11,9/17/2014
E.N. CENTRAL,2014,38,0,9/17/2014
W.N. CENTRAL,2014,38,0,9/17/2014
S. ATLANTIC,2014,38,3,9/17/2014
DIST. OF COL.,2014,38,0,9/17/2014
E.S. CENTRAL,2014,38,2,9/17/2014
W.S. CENTRAL,2014,38,0,9/17/2014
MOUNTAIN,2014,38,0,9/17/2014
PACIFIC,2014,38,0,9/17/2014
AMER. SAMOA,2014,38,0,9/17/2014
C.N.M.I.,2014,38,0,9/17/2014
VIRGIN ISL.,2014,38,0,9/17/2014
DELAWARE,2014,38,0,9/17/2014
COLORADO,2014,38,0,9/17/2014
SOUTH CAROLINA,2014,38,0,9/17/2014
NEW MEXICO,2014,38,0,9/17/2014
CONNECTICUT,2014,38,0,9/17/2014
RHODE ISLAND,2014,38,0,9/17/2014
CALIFORNIA,2014,38,0,9/17/2014
PENNSYLVANIA,2014,38,0,9/17/2014
NEVADA,2014,38,0,9/17/2014
NORTH DAKOTA,2014,38,0,9/17/2014
WEST VIRGINIA,2014,38,0,9/17/2014
GUAM,2014,38,0,9/17/2014
NORTH CAROLINA,2014,38,0,9/17/2014
MISSISSIPPI,2014,38,0,9/17/2014
IDAHO,2014,38,0,9/17/2014
ARKANSAS,2014,38,0,9/17/2014
MAINE,2014,38,0,9/17/2014
MARYLAND,2014,38,0,9/17/2014
HAWAII,2014,38,0,9/17/2014
ALABAMA,2014,38,0,9/17/2014
MICHIGAN,2014,38,0,9/17/2014
FLORIDA,2014,38,0,9/17/2014
NEW YORK,2014,38,9,9/17/2014
UTAH,2014,38,0,9/17/2014
VERMONT,2014,38,0,9/17/2014
TEXAS,2014,38,0,9/17/2014
LOUISIANA,2014,38,0,9/17/2014
VIRGINIA,2014,38,3,9/17/2014
IOWA,2014,38,0,9/17/2014
ILLINOIS,2014,38,0,9/17/2014
NEBRASKA,2014,38,0,9/17/2014
OKLAHOMA,2014,38,0,9/17/2014
KENTUCKY,2014,38,0,9/17/2014
KANSAS,2014,38,0,9/17/2014
TENNESSEE,2014,38,2,9/17/2014
INDIANA,2014,38,0,9/17/2014
OHIO,2014,38,0,9/17/2014
WYOMING,2014,38,0,9/17/2014
PUERTO RICO,2014,38,0,9/17/2014
WISCONSIN,2014,38,0,9/17/2014
NEW YORK CITY,2014,38,2,9/17/2014
MONTANA,2014,38,0,9/17/2014
OREGON,2014,38,0,9/17/2014
SOUTH DAKOTA,2014,38,0,9/17/2014
MINNESOTA,2014,38,0,9/17/2014
NEW HAMPSHIRE,2014,38,0,9/17/2014
NEW JERSEY,2014,38,0,9/17/2014
MASSACHUSETTS,2014,38,0,9/17/2014
ARIZONA,2014,38,0,9/17/2014
GEORGIA,2014,38,0,9/17/2014
MISSOURI,2014,38,0,9/17/2014
ALASKA,2014,38,0,9/17/2014
WASHINGTON,2014,38,0,9/17/2014
UNITED STATES,2014,39,10,9/24/2014
NEW ENGLAND,2014,39,0,9/24/2014
MID. ATLANTIC,2014,39,5,9/24/2014
E.N. CENTRAL,2014,39,0,9/24/2014
W.N. CENTRAL,2014,39,0,9/24/2014
S. ATLANTIC,2014,39,1,9/24/2014
DIST. OF COL.,2014,39,0,9/24/2014
E.S. CENTRAL,2014,39,2,9/24/2014
W.S. CENTRAL,2014,39,2,9/24/2014
MOUNTAIN,2014,39,0,9/24/2014
PACIFIC,2014,39,0,9/24/2014
VIRGIN ISL.,2014,39,0,9/24/2014
GEORGIA,2014,39,0,9/24/2014
TENNESSEE,2014,39,2,9/24/2014
NEW JERSEY,2014,39,0,9/24/2014
WEST VIRGINIA,2014,39,0,9/24/2014
OHIO,2014,39,0,9/24/2014
MASSACHUSETTS,2014,39,0,9/24/2014
COLORADO,2014,39,0,9/24/2014
NEW HAMPSHIRE,2014,39,0,9/24/2014
CONNECTICUT,2014,39,0,9/24/2014
NEW YORK CITY,2014,39,0,9/24/2014
NEW YORK,2014,39,5,9/24/2014
FLORIDA,2014,39,0,9/24/2014
MINNESOTA,2014,39,0,9/24/2014
SOUTH DAKOTA,2014,39,0,9/24/2014
WASHINGTON,2014,39,0,9/24/2014
RHODE ISLAND,2014,39,0,9/24/2014
ALASKA,2014,39,0,9/24/2014
IOWA,2014,39,0,9/24/2014
IDAHO,2014,39,0,9/24/2014
NORTH CAROLINA,2014,39,0,9/24/2014
ARKANSAS,2014,39,2,9/24/2014
WYOMING,2014,39,0,9/24/2014
MAINE,2014,39,0,9/24/2014
NEVADA,2014,39,0,9/24/2014
INDIANA,2014,39,0,9/24/2014
HAWAII,2014,39,0,9/24/2014
OKLAHOMA,2014,39,0,9/24/2014
NORTH DAKOTA,2014,39,0,9/24/2014
PENNSYLVANIA,2014,39,0,9/24/2014
MICHIGAN,2014,39,0,9/24/2014
MARYLAND,2014,39,1,9/24/2014
ILLINOIS,2014,39,0,9/24/2014
ALABAMA,2014,39,0,9/24/2014
UTAH,2014,39,0,9/24/2014
KANSAS,2014,39,0,9/24/2014
CALIFORNIA,2014,39,0,9/24/2014
NEW MEXICO,2014,39,0,9/24/2014
NEBRASKA,2014,39,0,9/24/2014
SOUTH CAROLINA,2014,39,0,9/24/2014
LOUISIANA,2014,39,0,9/24/2014
KENTUCKY,2014,39,0,9/24/2014
DELAWARE,2014,39,0,9/24/2014
VIRGINIA,2014,39,0,9/24/2014
GUAM,2014,39,0,9/24/2014
IOWA,2014,41,0,10/8/2014
WISCONSIN,2014,39,0,9/24/2014
PUERTO RICO,2014,39,0,9/24/2014
TEXAS,2014,39,0,9/24/2014
MISSOURI,2014,39,0,9/24/2014
OREGON,2014,39,0,9/24/2014
MISSISSIPPI,2014,39,0,9/24/2014
MONTANA,2014,39,0,9/24/2014
VERMONT,2014,39,0,9/24/2014
ARIZONA,2014,39,0,9/24/2014
UNITED STATES,2014,40,10,10/1/2014
NEW ENGLAND,2014,40,0,10/1/2014
MID. ATLANTIC,2014,40,7,10/1/2014
E.N. CENTRAL,2014,40,0,10/1/2014
W.N. CENTRAL,2014,40,0,10/1/2014
S. ATLANTIC,2014,40,2,10/1/2014
DIST. OF COL.,2014,40,0,10/1/2014
E.S. CENTRAL,2014,40,0,10/1/2014
W.S. CENTRAL,2014,40,1,10/1/2014
MOUNTAIN,2014,40,0,10/1/2014
PACIFIC,2014,40,0,10/1/2014
AMER. SAMOA,2014,40,0,10/1/2014
C.N.M.I.,2014,40,0,10/1/2014
VIRGIN ISL.,2014,40,0,10/1/2014
NEW YORK CITY,2014,40,0,10/1/2014
HAWAII,2014,40,0,10/1/2014
CALIFORNIA,2014,40,0,10/1/2014
NEW MEXICO,2014,40,0,10/1/2014
UTAH,2014,40,0,10/1/2014
NORTH CAROLINA,2014,40,1,10/1/2014
WISCONSIN,2014,40,0,10/1/2014
NEW HAMPSHIRE,2014,40,0,10/1/2014
TENNESSEE,2014,40,0,10/1/2014
MASSACHUSETTS,2014,40,0,10/1/2014
ILLINOIS,2014,40,0,10/1/2014
WEST VIRGINIA,2014,40,0,10/1/2014
OREGON,2014,40,0,10/1/2014
WASHINGTON,2014,40,0,10/1/2014
VERMONT,2014,40,0,10/1/2014
NEBRASKA,2014,40,0,10/1/2014
OHIO,2014,40,0,10/1/2014
GUAM,2014,40,0,10/1/2014
DELAWARE,2014,40,0,10/1/2014
ALABAMA,2014,40,0,10/1/2014
NEW YORK,2014,40,7,10/1/2014
ARIZONA,2014,40,0,10/1/2014
PENNSYLVANIA,2014,40,0,10/1/2014
FLORIDA,2014,40,0,10/1/2014
GEORGIA,2014,40,0,10/1/2014
MISSISSIPPI,2014,40,0,10/1/2014
MAINE,2014,40,0,10/1/2014
COLORADO,2014,40,0,10/1/2014
CONNECTICUT,2014,40,0,10/1/2014
ALASKA,2014,40,0,10/1/2014
PUERTO RICO,2014,40,0,10/1/2014
NORTH DAKOTA,2014,40,0,10/1/2014
IDAHO,2014,40,0,10/1/2014
ARKANSAS,2014,40,1,10/1/2014
NEVADA,2014,40,0,10/1/2014
NEW JERSEY,2014,40,0,10/1/2014
MINNESOTA,2014,40,0,10/1/2014
LOUISIANA,2014,40,0,10/1/2014
KANSAS,2014,40,0,10/1/2014
WYOMING,2014,40,0,10/1/2014
MICHIGAN,2014,40,0,10/1/2014
KENTUCKY,2014,40,0,10/1/2014
MONTANA,2014,40,0,10/1/2014
SOUTH CAROLINA,2014,40,0,10/1/2014
SOUTH DAKOTA,2014,40,0,10/1/2014
MARYLAND,2014,40,1,10/1/2014
MISSOURI,2014,40,0,10/1/2014
TEXAS,2014,40,0,10/1/2014
OKLAHOMA,2014,40,0,10/1/2014
IOWA,2014,40,0,10/1/2014
RHODE ISLAND,2014,40,0,10/1/2014
INDIANA,2014,40,0,10/1/2014
VIRGINIA,2014,40,0,10/1/2014
UNITED STATES,2014,41,5,10/8/2014
NEW ENGLAND,2014,41,0,10/8/2014
MID. ATLANTIC,2014,41,2,10/8/2014
E.N. CENTRAL,2014,41,0,10/8/2014
W.N. CENTRAL,2014,41,2,10/8/2014
S. ATLANTIC,2014,41,1,10/8/2014
DIST. OF COL.,2014,41,0,10/8/2014
E.S. CENTRAL,2014,41,0,10/8/2014
W.S. CENTRAL,2014,41,0,10/8/2014
MOUNTAIN,2014,41,0,10/8/2014
C.N.M.I.,2014,46,0,11/12/2014
PACIFIC,2014,41,0,10/8/2014
AMER. SAMOA,2014,41,0,10/8/2014
C.N.M.I.,2014,41,0,10/8/2014
VIRGIN ISL.,2014,41,0,10/8/2014
ILLINOIS,2014,41,0,10/8/2014
OKLAHOMA,2014,41,0,10/8/2014
NEW HAMPSHIRE,2014,41,0,10/8/2014
OREGON,2014,41,0,10/8/2014
MONTANA,2014,41,0,10/8/2014
RHODE ISLAND,2014,41,0,10/8/2014
LOUISIANA,2014,41,0,10/8/2014
DELAWARE,2014,41,0,10/8/2014
COLORADO,2014,41,0,10/8/2014
MINNESOTA,2014,41,0,10/8/2014
IDAHO,2014,41,0,10/8/2014
GEORGIA,2014,41,0,10/8/2014
ARIZONA,2014,41,0,10/8/2014
VERMONT,2014,41,0,10/8/2014
OHIO,2014,41,0,10/8/2014
INDIANA,2014,41,0,10/8/2014
WEST VIRGINIA,2014,41,0,10/8/2014
NEVADA,2014,41,0,10/8/2014
KANSAS,2014,41,0,10/8/2014
NORTH DAKOTA,2014,41,0,10/8/2014
PENNSYLVANIA,2014,41,0,10/8/2014
WYOMING,2014,41,0,10/8/2014
NEW MEXICO,2014,41,0,10/8/2014
MISSISSIPPI,2014,41,0,10/8/2014
HAWAII,2014,41,0,10/8/2014
SOUTH DAKOTA,2014,41,0,10/8/2014
MARYLAND,2014,41,0,10/8/2014
CONNECTICUT,2014,41,0,10/8/2014
NEBRASKA,2014,41,0,10/8/2014
TENNESSEE,2014,41,0,10/8/2014
KENTUCKY,2014,41,0,10/8/2014
FLORIDA,2014,41,1,10/8/2014
SOUTH CAROLINA,2014,41,0,10/8/2014
MISSOURI,2014,41,2,10/8/2014
NEW YORK CITY,2014,41,1,10/8/2014
UTAH,2014,41,0,10/8/2014
TEXAS,2014,41,0,10/8/2014
NORTH CAROLINA,2014,41,0,10/8/2014
PUERTO RICO,2014,41,0,10/8/2014
WASHINGTON,2014,41,0,10/8/2014
MICHIGAN,2014,41,0,10/8/2014
MASSACHUSETTS,2014,41,0,10/8/2014
GUAM,2014,41,0,10/8/2014
ARKANSAS,2014,41,0,10/8/2014
ALASKA,2014,41,0,10/8/2014
ALABAMA,2014,41,0,10/8/2014
NEW YORK,2014,41,1,10/8/2014
NEW JERSEY,2014,41,0,10/8/2014
WISCONSIN,2014,41,0,10/8/2014
CALIFORNIA,2014,41,0,10/8/2014
VIRGINIA,2014,41,0,10/8/2014
MAINE,2014,41,0,10/8/2014
UNITED STATES,2014,42,3,10/15/2014
NEW ENGLAND,2014,42,0,10/15/2014
MID. ATLANTIC,2014,42,1,10/15/2014
E.N. CENTRAL,2014,42,0,10/15/2014
W.N. CENTRAL,2014,42,2,10/15/2014
S. ATLANTIC,2014,42,0,10/15/2014
DIST. OF COL.,2014,42,0,10/15/2014
E.S. CENTRAL,2014,42,0,10/15/2014
W.S. CENTRAL,2014,42,0,10/15/2014
MOUNTAIN,2014,42,0,10/15/2014
PACIFIC,2014,42,0,10/15/2014
AMER. SAMOA,2014,42,0,10/15/2014
C.N.M.I.,2014,42,0,10/15/2014
VIRGIN ISL.,2014,42,0,10/15/2014
ILLINOIS,2014,42,0,10/15/2014
OHIO,2014,42,0,10/15/2014
ALASKA,2014,42,0,10/15/2014
WISCONSIN,2014,42,0,10/15/2014
PUERTO RICO,2014,42,0,10/15/2014
MISSISSIPPI,2014,42,0,10/15/2014
WEST VIRGINIA,2014,42,0,10/15/2014
GEORGIA,2014,42,0,10/15/2014
COLORADO,2014,42,0,10/15/2014
SOUTH DAKOTA,2014,42,0,10/15/2014
ARIZONA,2014,42,0,10/15/2014
MICHIGAN,2014,42,0,10/15/2014
VIRGINIA,2014,42,0,10/15/2014
CONNECTICUT,2014,42,0,10/15/2014
NEW YORK,2014,42,1,10/15/2014
CALIFORNIA,2014,42,0,10/15/2014
WYOMING,2014,42,0,10/15/2014
NEW YORK CITY,2014,42,0,10/15/2014
KANSAS,2014,42,0,10/15/2014
ALABAMA,2014,42,0,10/15/2014
NEW MEXICO,2014,42,0,10/15/2014
OKLAHOMA,2014,42,0,10/15/2014
VERMONT,2014,42,0,10/15/2014
NEBRASKA,2014,42,0,10/15/2014
ARKANSAS,2014,42,0,10/15/2014
RHODE ISLAND,2014,42,0,10/15/2014
NEW JERSEY,2014,42,0,10/15/2014
MAINE,2014,42,0,10/15/2014
NEW HAMPSHIRE,2014,42,0,10/15/2014
MASSACHUSETTS,2014,42,0,10/15/2014
LOUISIANA,2014,42,0,10/15/2014
TEXAS,2014,42,0,10/15/2014
DELAWARE,2014,42,0,10/15/2014
TENNESSEE,2014,42,0,10/15/2014
WASHINGTON,2014,42,0,10/15/2014
UTAH,2014,42,0,10/15/2014
MISSOURI,2014,42,2,10/15/2014
PENNSYLVANIA,2014,42,0,10/15/2014
SOUTH CAROLINA,2014,42,0,10/15/2014
IDAHO,2014,42,0,10/15/2014
NORTH DAKOTA,2014,42,0,10/15/2014
FLORIDA,2014,42,0,10/15/2014
HAWAII,2014,42,0,10/15/2014
GUAM,2014,42,0,10/15/2014
MARYLAND,2014,42,0,10/15/2014
OREGON,2014,42,0,10/15/2014
IOWA,2014,42,0,10/15/2014
MONTANA,2014,42,0,10/15/2014
MINNESOTA,2014,42,0,10/15/2014
NEVADA,2014,42,0,10/15/2014
NORTH CAROLINA,2014,42,0,10/15/2014
INDIANA,2014,42,0,10/15/2014
KENTUCKY,2014,42,0,10/15/2014
UNITED STATES,2014,43,6,10/22/2014
NEW ENGLAND,2014,43,0,10/22/2014
MID. ATLANTIC,2014,43,3,10/22/2014
E.N. CENTRAL,2014,43,0,10/22/2014
W.N. CENTRAL,2014,43,0,10/22/2014
S. ATLANTIC,2014,43,3,10/22/2014
DIST. OF COL.,2014,43,0,10/22/2014
E.S. CENTRAL,2014,43,0,10/22/2014
W.S. CENTRAL,2014,43,0,10/22/2014
MOUNTAIN,2014,43,0,10/22/2014
PACIFIC,2014,43,0,10/22/2014
AMER. SAMOA,2014,43,0,10/22/2014
C.N.M.I.,2014,43,0,10/22/2014
VIRGIN ISL.,2014,43,0,10/22/2014
SOUTH DAKOTA,2014,43,0,10/22/2014
NEW MEXICO,2014,43,0,10/22/2014
NEVADA,2014,43,0,10/22/2014
MARYLAND,2014,43,1,10/22/2014
RHODE ISLAND,2014,43,0,10/22/2014
WISCONSIN,2014,43,0,10/22/2014
NEW YORK,2014,43,1,10/22/2014
ARKANSAS,2014,43,0,10/22/2014
LOUISIANA,2014,43,0,10/22/2014
MONTANA,2014,43,0,10/22/2014
ARIZONA,2014,43,0,10/22/2014
OHIO,2014,43,0,10/22/2014
VIRGINIA,2014,43,1,10/22/2014
FLORIDA,2014,43,1,10/22/2014
NEW JERSEY,2014,43,0,10/22/2014
MICHIGAN,2014,43,0,10/22/2014
COLORADO,2014,43,0,10/22/2014
SOUTH CAROLINA,2014,43,0,10/22/2014
NEBRASKA,2014,43,0,10/22/2014
NEW YORK CITY,2014,43,2,10/22/2014
IDAHO,2014,43,0,10/22/2014
INDIANA,2014,43,0,10/22/2014
MISSOURI,2014,43,0,10/22/2014
ALASKA,2014,43,0,10/22/2014
OKLAHOMA,2014,43,0,10/22/2014
TENNESSEE,2014,43,0,10/22/2014
GUAM,2014,43,0,10/22/2014
MISSISSIPPI,2014,43,0,10/22/2014
CONNECTICUT,2014,43,0,10/22/2014
NEW HAMPSHIRE,2014,43,0,10/22/2014
WEST VIRGINIA,2014,43,0,10/22/2014
OREGON,2014,43,0,10/22/2014
IOWA,2014,43,0,10/22/2014
WYOMING,2014,43,0,10/22/2014
MAINE,2014,43,0,10/22/2014
TEXAS,2014,43,0,10/22/2014
UTAH,2014,43,0,10/22/2014
NORTH CAROLINA,2014,43,0,10/22/2014
MASSACHUSETTS,2014,43,0,10/22/2014
WASHINGTON,2014,43,0,10/22/2014
ALABAMA,2014,43,0,10/22/2014
ILLINOIS,2014,43,0,10/22/2014
HAWAII,2014,43,0,10/22/2014
CALIFORNIA,2014,43,0,10/22/2014
VERMONT,2014,43,0,10/22/2014
DELAWARE,2014,43,0,10/22/2014
PUERTO RICO,2014,43,0,10/22/2014
PENNSYLVANIA,2014,43,0,10/22/2014
KANSAS,2014,43,0,10/22/2014
NORTH DAKOTA,2014,43,0,10/22/2014
KENTUCKY,2014,43,0,10/22/2014
MINNESOTA,2014,43,0,10/22/2014
GEORGIA,2014,43,0,10/22/2014
UNITED STATES,2014,44,4,10/29/2014
NEW ENGLAND,2014,44,0,10/29/2014
MID. ATLANTIC,2014,44,1,10/29/2014
E.N. CENTRAL,2014,44,0,10/29/2014
W.N. CENTRAL,2014,44,1,10/29/2014
S. ATLANTIC,2014,44,2,10/29/2014
DIST. OF COL.,2014,44,0,10/29/2014
E.S. CENTRAL,2014,44,0,10/29/2014
W.S. CENTRAL,2014,44,0,10/29/2014
MOUNTAIN,2014,44,0,10/29/2014
PACIFIC,2014,44,0,10/29/2014
AMER. SAMOA,2014,44,0,10/29/2014
C.N.M.I.,2014,44,0,10/29/2014
VIRGIN ISL.,2014,44,0,10/29/2014
SOUTH CAROLINA,2014,44,0,10/29/2014
MAINE,2014,44,0,10/29/2014
PUERTO RICO,2014,44,0,10/29/2014
DELAWARE,2014,44,1,10/29/2014
UTAH,2014,44,0,10/29/2014
MINNESOTA,2014,44,0,10/29/2014
MISSOURI,2014,44,1,10/29/2014
NEW JERSEY,2014,44,0,10/29/2014
MISSISSIPPI,2014,44,0,10/29/2014
WASHINGTON,2014,44,0,10/29/2014
NEW HAMPSHIRE,2014,44,0,10/29/2014
CONNECTICUT,2014,44,0,10/29/2014
VIRGINIA,2014,44,0,10/29/2014
GUAM,2014,44,0,10/29/2014
OHIO,2014,44,0,10/29/2014
ALASKA,2014,44,0,10/29/2014
INDIANA,2014,44,0,10/29/2014
GEORGIA,2014,44,0,10/29/2014
KENTUCKY,2014,44,0,10/29/2014
MASSACHUSETTS,2014,44,0,10/29/2014
WYOMING,2014,44,0,10/29/2014
MONTANA,2014,44,0,10/29/2014
VERMONT,2014,44,0,10/29/2014
FLORIDA,2014,44,1,10/29/2014
WISCONSIN,2014,44,0,10/29/2014
LOUISIANA,2014,44,0,10/29/2014
TENNESSEE,2014,44,0,10/29/2014
WEST VIRGINIA,2014,44,0,10/29/2014
MICHIGAN,2014,44,0,10/29/2014
KANSAS,2014,44,0,10/29/2014
COLORADO,2014,44,0,10/29/2014
NEW YORK CITY,2014,44,1,10/29/2014
IOWA,2014,44,0,10/29/2014
OKLAHOMA,2014,44,0,10/29/2014
OREGON,2014,44,0,10/29/2014
TEXAS,2014,44,0,10/29/2014
NORTH DAKOTA,2014,44,0,10/29/2014
NEW YORK,2014,44,0,10/29/2014
PENNSYLVANIA,2014,44,0,10/29/2014
ARIZONA,2014,44,0,10/29/2014
HAWAII,2014,44,0,10/29/2014
ILLINOIS,2014,44,0,10/29/2014
SOUTH DAKOTA,2014,44,0,10/29/2014
NEVADA,2014,44,0,10/29/2014
ARKANSAS,2014,44,0,10/29/2014
ALABAMA,2014,44,0,10/29/2014
CALIFORNIA,2014,44,0,10/29/2014
NEBRASKA,2014,44,0,10/29/2014
NORTH CAROLINA,2014,44,0,10/29/2014
MARYLAND,2014,44,0,10/29/2014
NEW MEXICO,2014,44,0,10/29/2014
RHODE ISLAND,2014,44,0,10/29/2014
IDAHO,2014,44,0,10/29/2014
UNITED STATES,2014,45,12,11/5/2014
NEW ENGLAND,2014,45,0,11/5/2014
MID. ATLANTIC,2014,45,3,11/5/2014
E.N. CENTRAL,2014,45,0,11/5/2014
W.N. CENTRAL,2014,45,0,11/5/2014
S. ATLANTIC,2014,45,7,11/5/2014
DIST. OF COL.,2014,45,0,11/5/2014
E.S. CENTRAL,2014,45,0,11/5/2014
W.S. CENTRAL,2014,45,2,11/5/2014
MOUNTAIN,2014,45,0,11/5/2014
PACIFIC,2014,45,0,11/5/2014
AMER. SAMOA,2014,45,0,11/5/2014
C.N.M.I.,2014,45,0,11/5/2014
VIRGIN ISL.,2014,45,0,11/5/2014
NEBRASKA,2014,45,0,11/5/2014
VERMONT,2014,45,0,11/5/2014
TENNESSEE,2014,45,0,11/5/2014
WYOMING,2014,45,0,11/5/2014
NEW JERSEY,2014,45,0,11/5/2014
NEW MEXICO,2014,45,0,11/5/2014
GUAM,2014,45,0,11/5/2014
NEW HAMPSHIRE,2014,45,0,11/5/2014
SOUTH DAKOTA,2014,45,0,11/5/2014
PENNSYLVANIA,2014,45,0,11/5/2014
MISSOURI,2014,45,0,11/5/2014
VIRGINIA,2014,45,1,11/5/2014
NEW YORK CITY,2014,45,0,11/5/2014
MARYLAND,2014,45,0,11/5/2014
LOUISIANA,2014,45,0,11/5/2014
GEORGIA,2014,45,0,11/5/2014
MISSISSIPPI,2014,45,0,11/5/2014
WEST VIRGINIA,2014,45,0,11/5/2014
