Reporting.Area,MMWR.Year,MMWR.Week,Ehrlichiosis_Anaplasmosis_Cases_Count,Date
NEW JERSEY,2017,9,0,2/26/2017
RHODE ISLAND,2017,9,0,2/26/2017
MID. ATLANTIC,2017,9,0,2/26/2017
WISCONSIN,2017,9,0,2/26/2017
IDAHO,2017,9,0,2/26/2017
NEW YORK,2017,9,0,2/26/2017
IOWA,2017,9,0,2/26/2017
OHIO,2017,9,0,2/26/2017
NEBRASKA,2017,9,0,2/26/2017
OREGON,2017,9,0,2/26/2017
LOUISIANA,2017,9,0,2/26/2017
MARYLAND,2017,9,0,2/26/2017
ALABAMA,2017,9,0,2/26/2017
HAWAII,2017,9,0,2/26/2017
ALASKA,2017,9,0,2/26/2017
NEW ENGLAND,2017,9,0,2/26/2017
CONNECTICUT,2017,9,0,2/26/2017
WYOMING,2017,9,0,2/26/2017
NEW HAMPSHIRE,2017,9,0,2/26/2017
DELAWARE,2017,9,0,2/26/2017
VERMONT,2017,9,0,2/26/2017
ARKANSAS,2017,9,0,2/26/2017
FLORIDA,2017,9,0,2/26/2017
E.N. CENTRAL,2017,9,0,2/26/2017
SOUTH CAROLINA,2017,9,0,2/26/2017
PUERTO RICO,2017,9,0,2/26/2017
UTAH,2017,9,0,2/26/2017
NEVADA,2017,9,0,2/26/2017
E.S. CENTRAL,2017,9,0,2/26/2017
UNITED STATES,2017,9,0,2/26/2017
PACIFIC,2017,9,0,2/26/2017
CALIFORNIA,2017,9,0,2/26/2017
KENTUCKY,2017,9,0,2/26/2017
C.N.M.I.,2017,9,0,2/26/2017
MONTANA,2017,9,0,2/26/2017
TEXAS,2017,9,0,2/26/2017
PENNSYLVANIA,2017,9,0,2/26/2017
MAINE,2017,9,0,2/26/2017
AMER. SAMOA,2017,9,0,2/26/2017
ILLINOIS,2017,9,0,2/26/2017
INDIANA,2017,9,0,2/26/2017
GUAM,2017,9,0,2/26/2017
TENNESSEE,2017,9,0,2/26/2017
MISSISSIPPI,2017,9,0,2/26/2017
MISSOURI,2017,9,0,2/26/2017
KANSAS,2017,9,0,2/26/2017
DIST. OF COL.,2017,9,0,2/26/2017
GEORGIA,2017,9,0,2/26/2017
MASSACHUSETTS,2017,9,0,2/26/2017
W.N. CENTRAL,2017,9,0,2/26/2017
VIRGINIA,2017,9,0,2/26/2017
NORTH DAKOTA,2017,9,0,2/26/2017
S. ATLANTIC,2017,9,0,2/26/2017
MOUNTAIN,2017,9,0,2/26/2017
COLORADO,2017,9,0,2/26/2017
ARIZONA,2017,9,0,2/26/2017
MINNESOTA,2017,9,0,2/26/2017
WEST VIRGINIA,2017,9,0,2/26/2017
OKLAHOMA,2017,9,0,2/26/2017
SOUTH DAKOTA,2017,9,0,2/26/2017
NORTH CAROLINA,2017,9,0,2/26/2017
VIRGIN ISL.,2017,9,0,2/26/2017
WASHINGTON,2017,9,0,2/26/2017
AMER. SAMOA,2017,10,0,3/5/2017
CALIFORNIA,2017,10,0,3/5/2017
TEXAS,2017,10,0,3/5/2017
NEW MEXICO,2017,10,0,3/5/2017
INDIANA,2017,10,0,3/5/2017
IOWA,2017,10,0,3/5/2017
NEVADA,2017,10,0,3/5/2017
C.N.M.I.,2017,10,0,3/5/2017
FLORIDA,2017,10,0,3/5/2017
MISSOURI,2017,10,0,3/5/2017
MONTANA,2017,10,0,3/5/2017
ALABAMA,2017,10,0,3/5/2017
HAWAII,2017,10,0,3/5/2017
KENTUCKY,2017,10,0,3/5/2017
MISSISSIPPI,2017,10,0,3/5/2017
MID. ATLANTIC,2017,10,0,3/5/2017
NEW ENGLAND,2017,10,0,3/5/2017
UTAH,2017,10,0,3/5/2017
WISCONSIN,2017,10,0,3/5/2017
MARYLAND,2017,10,0,3/5/2017
OHIO,2017,10,0,3/5/2017
DELAWARE,2017,10,0,3/5/2017
E.S. CENTRAL,2017,10,0,3/5/2017
GUAM,2017,10,0,3/5/2017
NEW JERSEY,2017,10,0,3/5/2017
IDAHO,2017,10,0,3/5/2017
SOUTH CAROLINA,2017,10,0,3/5/2017
ILLINOIS,2017,10,0,3/5/2017
NEBRASKA,2017,10,0,3/5/2017
MICHIGAN,2017,10,0,3/5/2017
SOUTH DAKOTA,2017,10,0,3/5/2017
NORTH DAKOTA,2017,10,0,3/5/2017
OREGON,2017,10,0,3/5/2017
E.N. CENTRAL,2017,10,0,3/5/2017
DIST. OF COL.,2017,10,0,3/5/2017
VIRGIN ISL.,2017,10,0,3/5/2017
VIRGINIA,2017,10,0,3/5/2017
NEW HAMPSHIRE,2017,10,0,3/5/2017
ALASKA,2017,10,0,3/5/2017
NEW YORK,2017,10,0,3/5/2017
WYOMING,2017,10,0,3/5/2017
MOUNTAIN,2017,10,0,3/5/2017
COLORADO,2017,10,0,3/5/2017
VERMONT,2017,10,0,3/5/2017
NEW YORK CITY,2017,10,0,3/5/2017
OKLAHOMA,2017,10,0,3/5/2017
MINNESOTA,2017,10,0,3/5/2017
TENNESSEE,2017,10,0,3/5/2017
PUERTO RICO,2017,10,0,3/5/2017
WASHINGTON,2017,10,0,3/5/2017
UNITED STATES,2017,10,0,3/5/2017
PACIFIC,2017,10,0,3/5/2017
KANSAS,2017,10,0,3/5/2017
ARIZONA,2017,10,0,3/5/2017
ARKANSAS,2017,10,0,3/5/2017
NORTH CAROLINA,2017,10,0,3/5/2017
MAINE,2017,10,0,3/5/2017
LOUISIANA,2017,10,0,3/5/2017
W.N. CENTRAL,2017,10,0,3/5/2017
PENNSYLVANIA,2017,10,0,3/5/2017
MASSACHUSETTS,2017,10,0,3/5/2017
GEORGIA,2017,10,0,3/5/2017
CONNECTICUT,2017,10,0,3/5/2017
S. ATLANTIC,2017,10,0,3/5/2017
RHODE ISLAND,2017,10,0,3/5/2017
W.S. CENTRAL,2017,10,0,3/5/2017
WEST VIRGINIA,2017,10,0,3/5/2017
MASSACHUSETTS,2017,11,0,3/12/2017
NEW MEXICO,2017,11,0,3/12/2017
GUAM,2017,11,0,3/12/2017
PENNSYLVANIA,2017,11,0,3/12/2017
NEW ENGLAND,2017,11,0,3/12/2017
SOUTH CAROLINA,2017,11,0,3/12/2017
ARKANSAS,2017,11,0,3/12/2017
HAWAII,2017,11,0,3/12/2017
VIRGINIA,2017,11,0,3/12/2017
C.N.M.I.,2017,11,0,3/12/2017
ALASKA,2017,11,0,3/12/2017
KANSAS,2017,11,0,3/12/2017
ALABAMA,2017,11,0,3/12/2017
WEST VIRGINIA,2017,11,0,3/12/2017
ARIZONA,2017,11,0,3/12/2017
NORTH DAKOTA,2017,11,0,3/12/2017
TENNESSEE,2017,11,0,3/12/2017
NEW YORK CITY,2017,11,0,3/12/2017
NEW YORK,2017,11,0,3/12/2017
COLORADO,2017,11,0,3/12/2017
MAINE,2017,11,0,3/12/2017
WASHINGTON,2017,11,0,3/12/2017
WYOMING,2017,11,0,3/12/2017
UTAH,2017,11,0,3/12/2017
UNITED STATES,2017,11,1,3/12/2017
E.N. CENTRAL,2017,11,0,3/12/2017
CALIFORNIA,2017,11,0,3/12/2017
SOUTH DAKOTA,2017,11,0,3/12/2017
TEXAS,2017,11,0,3/12/2017
MONTANA,2017,11,0,3/12/2017
NEVADA,2017,11,0,3/12/2017
WISCONSIN,2017,11,0,3/12/2017
VERMONT,2017,11,0,3/12/2017
GEORGIA,2017,11,0,3/12/2017
FLORIDA,2017,11,1,3/12/2017
MID. ATLANTIC,2017,11,0,3/12/2017
OHIO,2017,11,0,3/12/2017
CONNECTICUT,2017,11,0,3/12/2017
MINNESOTA,2017,11,0,3/12/2017
IOWA,2017,11,0,3/12/2017
NEW HAMPSHIRE,2017,11,0,3/12/2017
PUERTO RICO,2017,11,0,3/12/2017
OREGON,2017,11,0,3/12/2017
RHODE ISLAND,2017,11,0,3/12/2017
W.S. CENTRAL,2017,11,0,3/12/2017
NEW JERSEY,2017,11,0,3/12/2017
MISSOURI,2017,11,0,3/12/2017
MOUNTAIN,2017,11,0,3/12/2017
NEBRASKA,2017,11,0,3/12/2017
MISSISSIPPI,2017,11,0,3/12/2017
KENTUCKY,2017,11,0,3/12/2017
S. ATLANTIC,2017,11,1,3/12/2017
E.S. CENTRAL,2017,11,0,3/12/2017
MICHIGAN,2017,11,0,3/12/2017
AMER. SAMOA,2017,11,0,3/12/2017
NORTH CAROLINA,2017,11,0,3/12/2017
DELAWARE,2017,11,0,3/12/2017
VIRGIN ISL.,2017,11,0,3/12/2017
PACIFIC,2017,11,0,3/12/2017
LOUISIANA,2017,11,0,3/12/2017
ILLINOIS,2017,11,0,3/12/2017
INDIANA,2017,11,0,3/12/2017
OKLAHOMA,2017,11,0,3/12/2017
IDAHO,2017,11,0,3/12/2017
MARYLAND,2017,11,0,3/12/2017
W.N. CENTRAL,2017,11,0,3/12/2017
DIST. OF COL.,2017,11,0,3/12/2017
UNITED STATES,2017,12,0,3/19/2017
GEORGIA,2017,12,0,3/19/2017
NEW HAMPSHIRE,2017,12,0,3/19/2017
DIST. OF COL.,2017,12,0,3/19/2017
NEW JERSEY,2017,12,0,3/19/2017
MASSACHUSETTS,2017,12,0,3/19/2017
MISSISSIPPI,2017,12,0,3/19/2017
CALIFORNIA,2017,12,0,3/19/2017
MOUNTAIN,2017,12,0,3/19/2017
NORTH DAKOTA,2017,12,0,3/19/2017
LOUISIANA,2017,12,0,3/19/2017
NEW MEXICO,2017,12,0,3/19/2017
COLORADO,2017,12,0,3/19/2017
UTAH,2017,12,0,3/19/2017
NEW YORK CITY,2017,12,0,3/19/2017
MID. ATLANTIC,2017,12,0,3/19/2017
OHIO,2017,12,0,3/19/2017
ILLINOIS,2017,12,0,3/19/2017
FLORIDA,2017,12,0,3/19/2017
IDAHO,2017,12,0,3/19/2017
MONTANA,2017,12,0,3/19/2017
VIRGINIA,2017,12,0,3/19/2017
NEW ENGLAND,2017,12,0,3/19/2017
WASHINGTON,2017,12,0,3/19/2017
E.S. CENTRAL,2017,12,0,3/19/2017
NEW YORK,2017,12,0,3/19/2017
NORTH CAROLINA,2017,12,0,3/19/2017
RHODE ISLAND,2017,12,0,3/19/2017
MAINE,2017,12,0,3/19/2017
OREGON,2017,12,0,3/19/2017
TEXAS,2017,12,0,3/19/2017
W.S. CENTRAL,2017,12,0,3/19/2017
OKLAHOMA,2017,12,0,3/19/2017
DELAWARE,2017,12,0,3/19/2017
TENNESSEE,2017,12,0,3/19/2017
SOUTH DAKOTA,2017,12,0,3/19/2017
KANSAS,2017,12,0,3/19/2017
ARIZONA,2017,12,0,3/19/2017
PENNSYLVANIA,2017,12,0,3/19/2017
HAWAII,2017,12,0,3/19/2017
VERMONT,2017,12,0,3/19/2017
MICHIGAN,2017,12,0,3/19/2017
KENTUCKY,2017,12,0,3/19/2017
S. ATLANTIC,2017,12,0,3/19/2017
MINNESOTA,2017,12,0,3/19/2017
CONNECTICUT,2017,12,0,3/19/2017
ARKANSAS,2017,12,0,3/19/2017
AMER. SAMOA,2017,12,0,3/19/2017
SOUTH CAROLINA,2017,12,0,3/19/2017
PUERTO RICO,2017,12,0,3/19/2017
GUAM,2017,12,0,3/19/2017
NEVADA,2017,12,0,3/19/2017
C.N.M.I.,2017,12,0,3/19/2017
WISCONSIN,2017,12,0,3/19/2017
WEST VIRGINIA,2017,12,0,3/19/2017
WYOMING,2017,12,0,3/19/2017
W.N. CENTRAL,2017,12,0,3/19/2017
INDIANA,2017,12,0,3/19/2017
NEBRASKA,2017,12,0,3/19/2017
ALABAMA,2017,12,0,3/19/2017
MISSOURI,2017,12,0,3/19/2017
E.N. CENTRAL,2017,12,0,3/19/2017
MARYLAND,2017,12,0,3/19/2017
IOWA,2017,12,0,3/19/2017
VIRGIN ISL.,2017,12,0,3/19/2017
ALASKA,2017,12,0,3/19/2017
PACIFIC,2017,12,0,3/19/2017
PUERTO RICO,2017,13,0,3/26/2017
MID. ATLANTIC,2017,13,1,3/26/2017
E.N. CENTRAL,2017,13,0,3/26/2017
NORTH CAROLINA,2017,13,0,3/26/2017
PACIFIC,2017,13,0,3/26/2017
UTAH,2017,13,0,3/26/2017
WYOMING,2017,13,0,3/26/2017
ALABAMA,2017,13,0,3/26/2017
NORTH DAKOTA,2017,13,0,3/26/2017
MISSOURI,2017,13,0,3/26/2017
GUAM,2017,13,0,3/26/2017
TENNESSEE,2017,13,0,3/26/2017
NEBRASKA,2017,13,0,3/26/2017
COLORADO,2017,13,0,3/26/2017
INDIANA,2017,13,0,3/26/2017
S. ATLANTIC,2017,13,0,3/26/2017
WISCONSIN,2017,13,0,3/26/2017
HAWAII,2017,13,0,3/26/2017
NEW JERSEY,2017,13,0,3/26/2017
ARKANSAS,2017,13,2,3/26/2017
VIRGIN ISL.,2017,13,0,3/26/2017
KENTUCKY,2017,13,1,3/26/2017
DIST. OF COL.,2017,13,0,3/26/2017
MICHIGAN,2017,13,0,3/26/2017
IOWA,2017,13,0,3/26/2017
GEORGIA,2017,13,0,3/26/2017
MOUNTAIN,2017,13,0,3/26/2017
C.N.M.I.,2017,13,0,3/26/2017
NEW YORK CITY,2017,13,0,3/26/2017
FLORIDA,2017,13,0,3/26/2017
UNITED STATES,2017,13,4,3/26/2017
ALASKA,2017,13,0,3/26/2017
SOUTH DAKOTA,2017,13,0,3/26/2017
OHIO,2017,13,0,3/26/2017
PENNSYLVANIA,2017,13,0,3/26/2017
NEW HAMPSHIRE,2017,13,0,3/26/2017
OREGON,2017,13,0,3/26/2017
VIRGINIA,2017,13,0,3/26/2017
E.S. CENTRAL,2017,13,1,3/26/2017
NEW YORK,2017,13,1,3/26/2017
OKLAHOMA,2017,13,0,3/26/2017
WASHINGTON,2017,13,0,3/26/2017
AMER. SAMOA,2017,13,0,3/26/2017
DELAWARE,2017,13,0,3/26/2017
LOUISIANA,2017,13,0,3/26/2017
RHODE ISLAND,2017,13,0,3/26/2017
W.N. CENTRAL,2017,13,0,3/26/2017
KANSAS,2017,13,0,3/26/2017
CALIFORNIA,2017,13,0,3/26/2017
MASSACHUSETTS,2017,13,0,3/26/2017
MAINE,2017,13,0,3/26/2017
SOUTH CAROLINA,2017,13,0,3/26/2017
IDAHO,2017,13,0,3/26/2017
MONTANA,2017,13,0,3/26/2017
MINNESOTA,2017,13,0,3/26/2017
NEW MEXICO,2017,13,0,3/26/2017
TEXAS,2017,13,0,3/26/2017
VERMONT,2017,13,0,3/26/2017
NEVADA,2017,13,0,3/26/2017
MARYLAND,2017,13,0,3/26/2017
MISSISSIPPI,2017,13,0,3/26/2017
ILLINOIS,2017,13,0,3/26/2017
WEST VIRGINIA,2017,13,0,3/26/2017
NEW ENGLAND,2017,13,0,3/26/2017
ARIZONA,2017,13,0,3/26/2017
CONNECTICUT,2017,13,0,3/26/2017
W.S. CENTRAL,2017,13,2,3/26/2017
VIRGINIA,2017,14,0,4/2/2017
SOUTH DAKOTA,2017,14,0,4/2/2017
OREGON,2017,14,0,4/2/2017
OKLAHOMA,2017,14,0,4/2/2017
S. ATLANTIC,2017,14,0,4/2/2017
W.N. CENTRAL,2017,14,0,4/2/2017
WISCONSIN,2017,14,0,4/2/2017
RHODE ISLAND,2017,14,0,4/2/2017
PUERTO RICO,2017,14,0,4/2/2017
MINNESOTA,2017,14,0,4/2/2017
PACIFIC,2017,14,0,4/2/2017
COLORADO,2017,14,0,4/2/2017
NEW YORK CITY,2017,14,0,4/2/2017
MONTANA,2017,14,0,4/2/2017
OHIO,2017,14,0,4/2/2017
DIST. OF COL.,2017,14,0,4/2/2017
TEXAS,2017,14,0,4/2/2017
MASSACHUSETTS,2017,14,0,4/2/2017
E.N. CENTRAL,2017,14,0,4/2/2017
MISSOURI,2017,14,0,4/2/2017
UTAH,2017,14,0,4/2/2017
NEVADA,2017,14,0,4/2/2017
ALASKA,2017,14,0,4/2/2017
NORTH DAKOTA,2017,14,0,4/2/2017
NEW ENGLAND,2017,14,2,4/2/2017
GUAM,2017,14,0,4/2/2017
WEST VIRGINIA,2017,14,0,4/2/2017
W.S. CENTRAL,2017,14,2,4/2/2017
NORTH CAROLINA,2017,14,0,4/2/2017
NEW HAMPSHIRE,2017,14,0,4/2/2017
ARKANSAS,2017,14,2,4/2/2017
C.N.M.I.,2017,14,0,4/2/2017
IDAHO,2017,14,0,4/2/2017
MISSISSIPPI,2017,14,0,4/2/2017
MICHIGAN,2017,14,0,4/2/2017
NEW JERSEY,2017,14,0,4/2/2017
SOUTH CAROLINA,2017,14,0,4/2/2017
MAINE,2017,14,1,4/2/2017
INDIANA,2017,14,0,4/2/2017
UNITED STATES,2017,14,6,4/2/2017
E.S. CENTRAL,2017,14,0,4/2/2017
LOUISIANA,2017,14,0,4/2/2017
MOUNTAIN,2017,14,0,4/2/2017
PENNSYLVANIA,2017,14,0,4/2/2017
VERMONT,2017,14,1,4/2/2017
WASHINGTON,2017,14,0,4/2/2017
DELAWARE,2017,14,0,4/2/2017
VIRGIN ISL.,2017,14,0,4/2/2017
KENTUCKY,2017,14,0,4/2/2017
NEBRASKA,2017,14,0,4/2/2017
CALIFORNIA,2017,14,0,4/2/2017
CONNECTICUT,2017,14,0,4/2/2017
IOWA,2017,14,0,4/2/2017
NEW MEXICO,2017,14,0,4/2/2017
GEORGIA,2017,14,0,4/2/2017
ARIZONA,2017,14,0,4/2/2017
MARYLAND,2017,14,0,4/2/2017
WYOMING,2017,14,0,4/2/2017
TENNESSEE,2017,14,0,4/2/2017
ILLINOIS,2017,14,0,4/2/2017
ALABAMA,2017,14,0,4/2/2017
HAWAII,2017,14,0,4/2/2017
NEW YORK,2017,15,1,4/9/2017
CONNECTICUT,2017,15,0,4/9/2017
KENTUCKY,2017,15,0,4/9/2017
NEW YORK CITY,2017,15,0,4/9/2017
PUERTO RICO,2017,15,0,4/9/2017
W.N. CENTRAL,2017,15,1,4/9/2017
IDAHO,2017,15,0,4/9/2017
NORTH CAROLINA,2017,15,0,4/9/2017
S. ATLANTIC,2017,15,0,4/9/2017
WASHINGTON,2017,15,0,4/9/2017
MISSISSIPPI,2017,15,0,4/9/2017
C.N.M.I.,2017,15,0,4/9/2017
NEBRASKA,2017,15,0,4/9/2017
W.S. CENTRAL,2017,15,2,4/9/2017
MINNESOTA,2017,15,0,4/9/2017
MAINE,2017,15,0,4/9/2017
TENNESSEE,2017,15,0,4/9/2017
MARYLAND,2017,15,0,4/9/2017
SOUTH CAROLINA,2017,15,0,4/9/2017
MOUNTAIN,2017,15,0,4/9/2017
GUAM,2017,15,0,4/9/2017
ALABAMA,2017,15,0,4/9/2017
WYOMING,2017,15,0,4/9/2017
PENNSYLVANIA,2017,15,0,4/9/2017
RHODE ISLAND,2017,15,0,4/9/2017
DELAWARE,2017,15,0,4/9/2017
HAWAII,2017,15,0,4/9/2017
MID. ATLANTIC,2017,15,1,4/9/2017
VIRGIN ISL.,2017,15,0,4/9/2017
NEW HAMPSHIRE,2017,15,0,4/9/2017
NEW JERSEY,2017,15,0,4/9/2017
ARKANSAS,2017,15,2,4/9/2017
NEW ENGLAND,2017,15,0,4/9/2017
GEORGIA,2017,15,0,4/9/2017
ALASKA,2017,15,0,4/9/2017
E.N. CENTRAL,2017,15,0,4/9/2017
AMER. SAMOA,2017,15,0,4/9/2017
UTAH,2017,15,0,4/9/2017
TEXAS,2017,15,0,4/9/2017
MISSOURI,2017,15,1,4/9/2017
OHIO,2017,15,0,4/9/2017
OKLAHOMA,2017,15,0,4/9/2017
E.S. CENTRAL,2017,15,0,4/9/2017
ARIZONA,2017,15,0,4/9/2017
KANSAS,2017,15,0,4/9/2017
NEVADA,2017,15,0,4/9/2017
VIRGINIA,2017,15,0,4/9/2017
WISCONSIN,2017,15,0,4/9/2017
FLORIDA,2017,15,0,4/9/2017
MICHIGAN,2017,15,0,4/9/2017
UNITED STATES,2017,15,4,4/9/2017
OREGON,2017,15,0,4/9/2017
CALIFORNIA,2017,15,0,4/9/2017
WEST VIRGINIA,2017,15,0,4/9/2017
VERMONT,2017,15,0,4/9/2017
MONTANA,2017,15,0,4/9/2017
NEW MEXICO,2017,15,0,4/9/2017
INDIANA,2017,15,0,4/9/2017
SOUTH DAKOTA,2017,15,0,4/9/2017
MASSACHUSETTS,2017,15,0,4/9/2017
IOWA,2017,15,0,4/9/2017
COLORADO,2017,15,0,4/9/2017
ILLINOIS,2017,15,0,4/9/2017
NORTH DAKOTA,2017,15,0,4/9/2017
PACIFIC,2017,15,0,4/9/2017
LOUISIANA,2017,15,0,4/9/2017
DIST. OF COL.,2017,15,0,4/9/2017
INDIANA,2017,16,0,4/16/2017
MAINE,2017,16,0,4/16/2017
SOUTH CAROLINA,2017,16,0,4/16/2017
MISSISSIPPI,2017,16,0,4/16/2017
ILLINOIS,2017,16,0,4/16/2017
TEXAS,2017,16,0,4/16/2017
WASHINGTON,2017,16,0,4/16/2017
NEW MEXICO,2017,16,0,4/16/2017
E.S. CENTRAL,2017,16,1,4/16/2017
NORTH DAKOTA,2017,16,0,4/16/2017
DELAWARE,2017,16,0,4/16/2017
W.N. CENTRAL,2017,16,0,4/16/2017
S. ATLANTIC,2017,16,0,4/16/2017
PUERTO RICO,2017,16,0,4/16/2017
OHIO,2017,16,0,4/16/2017
C.N.M.I.,2017,16,0,4/16/2017
OREGON,2017,16,0,4/16/2017
CALIFORNIA,2017,16,0,4/16/2017
WEST VIRGINIA,2017,16,0,4/16/2017
MICHIGAN,2017,16,0,4/16/2017
WYOMING,2017,16,0,4/16/2017
VIRGINIA,2017,16,0,4/16/2017
LOUISIANA,2017,16,0,4/16/2017
NEW ENGLAND,2017,16,0,4/16/2017
HAWAII,2017,16,0,4/16/2017
PENNSYLVANIA,2017,16,0,4/16/2017
NEBRASKA,2017,16,0,4/16/2017
MONTANA,2017,16,0,4/16/2017
W.S. CENTRAL,2017,16,2,4/16/2017
RHODE ISLAND,2017,16,0,4/16/2017
NEW HAMPSHIRE,2017,16,0,4/16/2017
COLORADO,2017,16,0,4/16/2017
MOUNTAIN,2017,16,0,4/16/2017
MID. ATLANTIC,2017,16,1,4/16/2017
MASSACHUSETTS,2017,16,0,4/16/2017
GEORGIA,2017,16,0,4/16/2017
VERMONT,2017,16,0,4/16/2017
GUAM,2017,16,0,4/16/2017
UNITED STATES,2017,16,4,4/16/2017
OKLAHOMA,2017,16,0,4/16/2017
NEVADA,2017,16,0,4/16/2017
UTAH,2017,16,0,4/16/2017
ARIZONA,2017,16,0,4/16/2017
DIST. OF COL.,2017,16,0,4/16/2017
NEW YORK,2017,16,1,4/16/2017
FLORIDA,2017,16,0,4/16/2017
WISCONSIN,2017,16,0,4/16/2017
MARYLAND,2017,16,0,4/16/2017
NEW JERSEY,2017,16,0,4/16/2017
TENNESSEE,2017,16,0,4/16/2017
ALABAMA,2017,16,0,4/16/2017
PACIFIC,2017,16,0,4/16/2017
NORTH CAROLINA,2017,16,0,4/16/2017
VIRGIN ISL.,2017,16,0,4/16/2017
ARKANSAS,2017,16,2,4/16/2017
NEW YORK CITY,2017,16,0,4/16/2017
KENTUCKY,2017,16,1,4/16/2017
KANSAS,2017,16,0,4/16/2017
IOWA,2017,16,0,4/16/2017
SOUTH DAKOTA,2017,16,0,4/16/2017
CONNECTICUT,2017,16,0,4/16/2017
E.N. CENTRAL,2017,16,0,4/16/2017
MISSOURI,2017,16,0,4/16/2017
MINNESOTA,2017,16,0,4/16/2017
AMER. SAMOA,2017,16,0,4/16/2017
IDAHO,2017,16,0,4/16/2017
ALASKA,2017,16,0,4/16/2017
NEW MEXICO,2017,17,0,4/23/2017
MASSACHUSETTS,2017,17,0,4/23/2017
RHODE ISLAND,2017,17,0,4/23/2017
MINNESOTA,2017,17,0,4/23/2017
NEW ENGLAND,2017,17,0,4/23/2017
CALIFORNIA,2017,17,0,4/23/2017
SOUTH CAROLINA,2017,17,0,4/23/2017
E.N. CENTRAL,2017,17,0,4/23/2017
IOWA,2017,17,0,4/23/2017
W.S. CENTRAL,2017,17,3,4/23/2017
S. ATLANTIC,2017,17,0,4/23/2017
MARYLAND,2017,17,0,4/23/2017
VERMONT,2017,17,0,4/23/2017
IDAHO,2017,17,0,4/23/2017
NEBRASKA,2017,17,0,4/23/2017
GUAM,2017,17,0,4/23/2017
OKLAHOMA,2017,17,0,4/23/2017
VIRGIN ISL.,2017,17,0,4/23/2017
CONNECTICUT,2017,17,0,4/23/2017
COLORADO,2017,17,0,4/23/2017
UNITED STATES,2017,17,8,4/23/2017
MISSOURI,2017,17,2,4/23/2017
LOUISIANA,2017,17,0,4/23/2017
ARKANSAS,2017,17,3,4/23/2017
VIRGINIA,2017,17,0,4/23/2017
ALABAMA,2017,17,0,4/23/2017
OHIO,2017,17,0,4/23/2017
W.N. CENTRAL,2017,17,2,4/23/2017
GEORGIA,2017,17,0,4/23/2017
FLORIDA,2017,17,0,4/23/2017
KENTUCKY,2017,17,0,4/23/2017
ARIZONA,2017,17,0,4/23/2017
OREGON,2017,17,0,4/23/2017
MONTANA,2017,17,0,4/23/2017
NEW HAMPSHIRE,2017,17,0,4/23/2017
DIST. OF COL.,2017,17,0,4/23/2017
MICHIGAN,2017,17,0,4/23/2017
INDIANA,2017,17,0,4/23/2017
ALASKA,2017,17,0,4/23/2017
E.S. CENTRAL,2017,17,0,4/23/2017
PENNSYLVANIA,2017,17,0,4/23/2017
SOUTH DAKOTA,2017,17,0,4/23/2017
KANSAS,2017,17,0,4/23/2017
NEW YORK CITY,2017,17,0,4/23/2017
PUERTO RICO,2017,17,0,4/23/2017
AMER. SAMOA,2017,17,0,4/23/2017
TENNESSEE,2017,17,0,4/23/2017
MISSISSIPPI,2017,17,0,4/23/2017
HAWAII,2017,17,0,4/23/2017
WEST VIRGINIA,2017,17,0,4/23/2017
NEW JERSEY,2017,17,0,4/23/2017
NEVADA,2017,17,0,4/23/2017
WYOMING,2017,17,0,4/23/2017
UTAH,2017,17,0,4/23/2017
ILLINOIS,2017,17,0,4/23/2017
TEXAS,2017,17,0,4/23/2017
DELAWARE,2017,17,0,4/23/2017
MID. ATLANTIC,2017,17,3,4/23/2017
WISCONSIN,2017,17,0,4/23/2017
NEW YORK,2017,17,3,4/23/2017
MAINE,2017,17,0,4/23/2017
MOUNTAIN,2017,17,0,4/23/2017
C.N.M.I.,2017,17,0,4/23/2017
NORTH CAROLINA,2017,17,0,4/23/2017
NORTH DAKOTA,2017,17,0,4/23/2017
WASHINGTON,2017,17,0,4/23/2017
PACIFIC,2017,17,0,4/23/2017
WISCONSIN,2017,18,0,4/30/2017
MOUNTAIN,2017,18,0,4/30/2017
CALIFORNIA,2017,18,0,4/30/2017
ILLINOIS,2017,18,0,4/30/2017
NEW YORK,2017,18,0,4/30/2017
COLORADO,2017,18,0,4/30/2017
SOUTH CAROLINA,2017,18,0,4/30/2017
E.N. CENTRAL,2017,18,0,4/30/2017
NORTH DAKOTA,2017,18,0,4/30/2017
DIST. OF COL.,2017,18,0,4/30/2017
OKLAHOMA,2017,18,1,4/30/2017
NEBRASKA,2017,18,0,4/30/2017
ALASKA,2017,18,0,4/30/2017
WYOMING,2017,18,0,4/30/2017
NEW HAMPSHIRE,2017,18,0,4/30/2017
MICHIGAN,2017,18,0,4/30/2017
NEVADA,2017,18,0,4/30/2017
DELAWARE,2017,18,1,4/30/2017
INDIANA,2017,18,0,4/30/2017
FLORIDA,2017,18,0,4/30/2017
HAWAII,2017,18,0,4/30/2017
OHIO,2017,18,0,4/30/2017
OREGON,2017,18,0,4/30/2017
IOWA,2017,18,0,4/30/2017
NEW YORK CITY,2017,18,0,4/30/2017
VERMONT,2017,18,0,4/30/2017
VIRGIN ISL.,2017,18,0,4/30/2017
NORTH CAROLINA,2017,18,0,4/30/2017
GUAM,2017,18,0,4/30/2017
MARYLAND,2017,18,0,4/30/2017
PUERTO RICO,2017,18,0,4/30/2017
ARIZONA,2017,18,0,4/30/2017
