month,year,,average_temp
3,1958,GEORGIA,45.9
3,1958,IDAHO,32
3,1958,ILLINOIS,28.4
3,1958,INDIANA,29
3,1958,IOWA,24.2
3,1958,KANSAS,30.6
3,1958,KENTUCKY,33
3,1958,LOUISIANA,49.8
3,1958,MAINE,22.6
3,1958,MARYLAND,33.1
3,1958,MASSACHUSETTS,28.2
3,1958,MICHIGAN,23.4
3,1958,MINNESOTA,19.4
3,1958,MISSISSIPPI,45
3,1958,MISSOURI,31
3,1958,MONTANA,24.5
3,1958,NEBRASKA,25
3,1958,NEVADA,37.1
3,1958,NEW HAMPSHIRE,23.8
3,1958,NEW JERSEY,31.4
3,1958,NEW MEXICO,39
3,1958,NEW YORK,23.8
3,1958,NORTH CAROLINA,39.4
3,1958,NORTH DAKOTA,18.2
3,1958,OHIO,28.8
3,1958,OKLAHOMA,38.4
3,1958,OREGON,38.2
3,1958,PENNSYLVANIA,27
3,1958,RHODE ISLAND,30.2
3,1958,SOUTH CAROLINA,44
3,1958,SOUTH DAKOTA,22.4
3,1958,TENNESSEE,36.4
3,1958,TEXAS,47.3
3,1958,UTAH,35.3
3,1958,VERMONT,21.4
3,1958,VIRGINIA,34.6
3,1958,WASHINGTON,39.4
3,1958,WEST VIRGINIA,30
3,1958,WISCONSIN,21.2
3,1958,WYOMING,26.2
4,1958,ALABAMA,57.1
4,1958,ARIZONA,50.1
4,1958,ARKANSAS,51.9
4,1958,CALIFORNIA,49
4,1958,COLORADO,33.8
4,1958,CONNECTICUT,41.6
4,1958,DELAWARE,46
4,1958,FLORIDA,65.8
4,1958,GEORGIA,57.5
4,1958,IDAHO,34.8
4,1958,ILLINOIS,44
4,1958,INDIANA,43.5
4,1958,IOWA,40.5
4,1958,KANSAS,41.4
4,1958,KENTUCKY,47.1
4,1958,LOUISIANA,60.3
4,1958,MAINE,36.4
4,1958,MARYLAND,45.6
4,1958,MASSACHUSETTS,41
4,1958,MICHIGAN,37.5
4,1958,MINNESOTA,36
4,1958,MISSISSIPPI,56.9
4,1958,MISSOURI,45.4
4,1958,MONTANA,33.5
4,1958,NEBRASKA,36.4
4,1958,NEVADA,39.4
4,1958,NEW HAMPSHIRE,37.6
4,1958,NEW JERSEY,44.3
4,1958,NEW MEXICO,43.8
4,1958,NEW YORK,38.4
4,1958,NORTH CAROLINA,51
4,1958,NORTH DAKOTA,34.6
4,1958,OHIO,42.7
4,1958,OKLAHOMA,48.6
4,1958,OREGON,39.4
4,1958,PENNSYLVANIA,41
4,1958,RHODE ISLAND,41.8
4,1958,SOUTH CAROLINA,55.2
4,1958,SOUTH DAKOTA,36
4,1958,TENNESSEE,50.1
4,1958,TEXAS,55.9
4,1958,UTAH,38.4
4,1958,VERMONT,36.6
4,1958,VIRGINIA,46.9
4,1958,WASHINGTON,41.2
4,1958,WEST VIRGINIA,43.4
4,1958,WISCONSIN,36.8
4,1958,WYOMING,30.9
5,1958,ALABAMA,67
5,1958,ARIZONA,62.4
5,1958,ARKANSAS,64.2
5,1958,CALIFORNIA,58.6
5,1958,COLORADO,47.5
5,1958,CONNECTICUT,50.4
5,1958,DELAWARE,57.3
5,1958,FLORIDA,72.1
5,1958,GEORGIA,67.2
5,1958,IDAHO,47.2
5,1958,ILLINOIS,57.3
5,1958,INDIANA,56
5,1958,IOWA,54.9
5,1958,KANSAS,58.4
5,1958,KENTUCKY,59.5
5,1958,LOUISIANA,70
5,1958,MAINE,44.5
5,1958,MARYLAND,57.2
5,1958,MASSACHUSETTS,49.6
5,1958,MICHIGAN,48.3
5,1958,MINNESOTA,49.7
5,1958,MISSISSIPPI,67.6
5,1958,MISSOURI,59.5
5,1958,MONTANA,48.7
5,1958,NEBRASKA,53.7
5,1958,NEVADA,51.6
5,1958,NEW HAMPSHIRE,46
5,1958,NEW JERSEY,54.4
5,1958,NEW MEXICO,55.9
5,1958,NEW YORK,48.2
5,1958,NORTH CAROLINA,62.2
5,1958,NORTH DAKOTA,50.4
5,1958,OHIO,54.5
5,1958,OKLAHOMA,63.3
5,1958,OREGON,49.6
5,1958,PENNSYLVANIA,51.9
5,1958,RHODE ISLAND,50.2
5,1958,SOUTH CAROLINA,66.1
5,1958,SOUTH DAKOTA,52.2
5,1958,TENNESSEE,61.8
5,1958,TEXAS,67.6
5,1958,UTAH,50.8
5,1958,VERMONT,45.5
5,1958,VIRGINIA,58.4
5,1958,WASHINGTON,51.2
5,1958,WEST VIRGINIA,55.2
5,1958,WISCONSIN,49.4
5,1958,WYOMING,45.3
6,1958,ALABAMA,74.4
6,1958,ARIZONA,73.1
6,1958,ARKANSAS,72.6
6,1958,CALIFORNIA,66
6,1958,COLORADO,59.3
6,1958,CONNECTICUT,57.2
6,1958,DELAWARE,64.8
6,1958,FLORIDA,77.4
6,1958,GEORGIA,74.2
6,1958,IDAHO,57.2
6,1958,ILLINOIS,64.9
6,1958,INDIANA,63.5
6,1958,IOWA,63.4
6,1958,KANSAS,69.4
6,1958,KENTUCKY,67.2
6,1958,LOUISIANA,77.2
6,1958,MAINE,51.6
6,1958,MARYLAND,64.6
6,1958,MASSACHUSETTS,56.6
6,1958,MICHIGAN,55.6
6,1958,MINNESOTA,57.1
6,1958,MISSISSIPPI,74.9
6,1958,MISSOURI,68
6,1958,MONTANA,57
6,1958,NEBRASKA,64.2
6,1958,NEVADA,61.6
6,1958,NEW HAMPSHIRE,53.2
6,1958,NEW JERSEY,61.4
6,1958,NEW MEXICO,67.2
6,1958,NEW YORK,55.1
6,1958,NORTH CAROLINA,69.8
6,1958,NORTH DAKOTA,58
6,1958,OHIO,61.8
6,1958,OKLAHOMA,73.9
6,1958,OREGON,57.8
6,1958,PENNSYLVANIA,58.6
6,1958,RHODE ISLAND,57.4
6,1958,SOUTH CAROLINA,73.8
6,1958,SOUTH DAKOTA,61.1
6,1958,TENNESSEE,69.9
6,1958,TEXAS,76.9
6,1958,UTAH,62.6
6,1958,VERMONT,52.4
6,1958,VIRGINIA,65.8
6,1958,WASHINGTON,60.4
6,1958,WEST VIRGINIA,62.6
6,1958,WISCONSIN,57
6,1958,WYOMING,56.1
7,1958,ALABAMA,78.4
7,1958,ARIZONA,78.3
7,1958,ARKANSAS,77.9
7,1958,CALIFORNIA,71.1
7,1958,COLORADO,64.1
7,1958,CONNECTICUT,65.6
7,1958,DELAWARE,72.8
7,1958,FLORIDA,80.9
7,1958,GEORGIA,78.4
7,1958,IDAHO,61.4
7,1958,ILLINOIS,70.1
7,1958,INDIANA,69.7
7,1958,IOWA,67.5
7,1958,KANSAS,74.3
7,1958,KENTUCKY,73.3
7,1958,LOUISIANA,81.3
7,1958,MAINE,59.4
7,1958,MARYLAND,72
7,1958,MASSACHUSETTS,64.9
7,1958,MICHIGAN,62.6
7,1958,MINNESOTA,62.2
7,1958,MISSISSIPPI,79.2
7,1958,MISSOURI,73.1
7,1958,MONTANA,59.3
7,1958,NEBRASKA,68.4
7,1958,NEVADA,67.2
7,1958,NEW HAMPSHIRE,61.2
7,1958,NEW JERSEY,70
7,1958,NEW MEXICO,72.8
7,1958,NEW YORK,63.4
7,1958,NORTH CAROLINA,75.4
7,1958,NORTH DAKOTA,61.7
7,1958,OHIO,68.7
7,1958,OKLAHOMA,79.3
7,1958,OREGON,63
7,1958,PENNSYLVANIA,66.4
7,1958,RHODE ISLAND,65.6
7,1958,SOUTH CAROLINA,78.6
7,1958,SOUTH DAKOTA,64.8
7,1958,TENNESSEE,75.5
7,1958,TEXAS,82.3
7,1958,UTAH,68.2
7,1958,VERMONT,60.8
7,1958,VIRGINIA,72.6
7,1958,WASHINGTON,65.6
7,1958,WEST VIRGINIA,69.2
7,1958,WISCONSIN,62.8
7,1958,WYOMING,59.7
8,1958,ALABAMA,78.9
8,1958,ARIZONA,79.8
8,1958,ARKANSAS,79.1
8,1958,CALIFORNIA,75.7
8,1958,COLORADO,66.1
8,1958,CONNECTICUT,69.4
8,1958,DELAWARE,75.3
8,1958,FLORIDA,81.4
8,1958,GEORGIA,79.2
8,1958,IDAHO,65.6
8,1958,ILLINOIS,73.3
8,1958,INDIANA,72.2
8,1958,IOWA,70.8
8,1958,KANSAS,76.1
8,1958,KENTUCKY,75
8,1958,LOUISIANA,81.4
8,1958,MAINE,63.2
8,1958,MARYLAND,74.4
8,1958,MASSACHUSETTS,68.6
8,1958,MICHIGAN,66.1
8,1958,MINNESOTA,66.2
8,1958,MISSISSIPPI,79.8
8,1958,MISSOURI,75.4
8,1958,MONTANA,64.5
8,1958,NEBRASKA,71.8
8,1958,NEVADA,72.1
8,1958,NEW HAMPSHIRE,65
8,1958,NEW JERSEY,73.2
8,1958,NEW MEXICO,73.1
8,1958,NEW YORK,66.8
8,1958,NORTH CAROLINA,77
8,1958,NORTH DAKOTA,66.9
8,1958,OHIO,71
8,1958,OKLAHOMA,80.4
8,1958,OREGON,67.2
8,1958,PENNSYLVANIA,69.3
8,1958,RHODE ISLAND,69.3
8,1958,SOUTH CAROLINA,79.9
8,1958,SOUTH DAKOTA,70.2
8,1958,TENNESSEE,76.4
8,1958,TEXAS,83.1
8,1958,UTAH,71.4
8,1958,VERMONT,64.6
8,1958,VIRGINIA,74.4
8,1958,WASHINGTON,68
8,1958,WEST VIRGINIA,71.2
8,1958,WISCONSIN,66.5
8,1958,WYOMING,63.5
9,1958,ALABAMA,77
9,1958,ARIZONA,75.8
9,1958,ARKANSAS,75.8
9,1958,CALIFORNIA,73.8
9,1958,COLORADO,62.9
9,1958,CONNECTICUT,64.6
9,1958,DELAWARE,69.5
9,1958,FLORIDA,80.9
9,1958,GEORGIA,77.2
9,1958,IDAHO,60.8
9,1958,ILLINOIS,69.7
9,1958,INDIANA,68.3
9,1958,IOWA,67.8
9,1958,KANSAS,73.1
9,1958,KENTUCKY,70.8
9,1958,LOUISIANA,79.4
9,1958,MAINE,58.8
9,1958,MARYLAND,69
9,1958,MASSACHUSETTS,63.8
9,1958,MICHIGAN,62.1
9,1958,MINNESOTA,62.2
9,1958,MISSISSIPPI,77.6
9,1958,MISSOURI,71.8
9,1958,MONTANA,60.9
9,1958,NEBRASKA,68.9
9,1958,NEVADA,68.1
9,1958,NEW HAMPSHIRE,60.4
9,1958,NEW JERSEY,67.9
9,1958,NEW MEXICO,68.6
9,1958,NEW YORK,62.2
9,1958,NORTH CAROLINA,72.6
9,1958,NORTH DAKOTA,63.3
9,1958,OHIO,66.7
9,1958,OKLAHOMA,77
9,1958,OREGON,62.4
9,1958,PENNSYLVANIA,64.2
9,1958,RHODE ISLAND,65
9,1958,SOUTH CAROLINA,76.6
9,1958,SOUTH DAKOTA,67.8
9,1958,TENNESSEE,72.4
9,1958,TEXAS,79.6
9,1958,UTAH,67.1
9,1958,VERMONT,59.8
9,1958,VIRGINIA,69.4
9,1958,WASHINGTON,62
9,1958,WEST VIRGINIA,66.7
9,1958,WISCONSIN,62.8
9,1958,WYOMING,60.4
10,1958,ALABAMA,68.7
10,1958,ARIZONA,67.5
10,1958,ARKANSAS,66.8
10,1958,CALIFORNIA,67
10,1958,COLORADO,53.2
10,1958,CONNECTICUT,54.9
10,1958,DELAWARE,60.9
10,1958,FLORIDA,75.6
10,1958,GEORGIA,68.6
10,1958,IDAHO,50.4
10,1958,ILLINOIS,60.7
10,1958,INDIANA,59.6
10,1958,IOWA,58.7
10,1958,KANSAS,63.6
10,1958,KENTUCKY,61.6
10,1958,LOUISIANA,72.2
10,1958,MAINE,48.6
10,1958,MARYLAND,60.5
10,1958,MASSACHUSETTS,54.2
10,1958,MICHIGAN,54
10,1958,MINNESOTA,52.8
10,1958,MISSISSIPPI,69.5
10,1958,MISSOURI,62.6
10,1958,MONTANA,50
10,1958,NEBRASKA,58.5
10,1958,NEVADA,58.2
10,1958,NEW HAMPSHIRE,50.4
10,1958,NEW JERSEY,58.6
10,1958,NEW MEXICO,58.8
10,1958,NEW YORK,53
10,1958,NORTH CAROLINA,63.5
10,1958,NORTH DAKOTA,51.8
10,1958,OHIO,58.1
10,1958,OKLAHOMA,67.7
10,1958,OREGON,53.8
10,1958,PENNSYLVANIA,55.3
10,1958,RHODE ISLAND,55.8
10,1958,SOUTH CAROLINA,67.1
10,1958,SOUTH DAKOTA,56.2
10,1958,TENNESSEE,63.5
10,1958,TEXAS,70.1
10,1958,UTAH,56.4
10,1958,VERMONT,50
10,1958,VIRGINIA,60.6
10,1958,WASHINGTON,52.5
10,1958,WEST VIRGINIA,57.9
10,1958,WISCONSIN,54.1
10,1958,WYOMING,49.8
11,1958,ALABAMA,59.1
11,1958,ARIZONA,55.8
11,1958,ARKANSAS,56.2
11,1958,CALIFORNIA,57
11,1958,COLORADO,41.2
11,1958,CONNECTICUT,45.6
11,1958,DELAWARE,51.6
11,1958,FLORIDA,69.4
11,1958,GEORGIA,59.9
11,1958,IDAHO,38.8
11,1958,ILLINOIS,49.6
11,1958,INDIANA,48.6
11,1958,IOWA,46.2
11,1958,KANSAS,51
11,1958,KENTUCKY,51.3
11,1958,LOUISIANA,62.6
11,1958,MAINE,37.4
11,1958,MARYLAND,51
11,1958,MASSACHUSETTS,44.5
11,1958,MICHIGAN,42.9
11,1958,MINNESOTA,38.6
11,1958,MISSISSIPPI,59.4
11,1958,MISSOURI,52.3
11,1958,MONTANA,37.2
11,1958,NEBRASKA,45
11,1958,NEVADA,46.7
11,1958,NEW HAMPSHIRE,39.6
11,1958,NEW JERSEY,48.8
11,1958,NEW MEXICO,48
11,1958,NEW YORK,42.6
11,1958,NORTH CAROLINA,55.2
11,1958,NORTH DAKOTA,36.2
11,1958,OHIO,47.5
11,1958,OKLAHOMA,56.2
11,1958,OREGON,44.8
11,1958,PENNSYLVANIA,45.4
11,1958,RHODE ISLAND,46.8
11,1958,SOUTH CAROLINA,58.7
11,1958,SOUTH DAKOTA,41.4
11,1958,TENNESSEE,53.5
11,1958,TEXAS,59.6
11,1958,UTAH,43.4
11,1958,VERMONT,39.2
11,1958,VIRGINIA,51.6
11,1958,WASHINGTON,41.8
11,1958,WEST VIRGINIA,48.2
11,1958,WISCONSIN,41.4
11,1958,WYOMING,37.2
12,1958,ALABAMA,49.2
12,1958,ARIZONA,47.5
12,1958,ARKANSAS,45
12,1958,CALIFORNIA,49.5
12,1958,COLORADO,32.4
12,1958,CONNECTICUT,32.4
12,1958,DELAWARE,37.8
12,1958,FLORIDA,62.9
12,1958,GEORGIA,51
12,1958,IDAHO,31
12,1958,ILLINOIS,33.9
12,1958,INDIANA,33
12,1958,IOWA,29
12,1958,KANSAS,37.8
12,1958,KENTUCKY,38.6
12,1958,LOUISIANA,53.2
12,1958,MAINE,21.2
12,1958,MARYLAND,37.6
12,1958,MASSACHUSETTS,30.8
12,1958,MICHIGAN,26
12,1958,MINNESOTA,18.5
12,1958,MISSISSIPPI,49.2
12,1958,MISSOURI,38.9
12,1958,MONTANA,26
12,1958,NEBRASKA,31.5
12,1958,NEVADA,38.7
12,1958,NEW HAMPSHIRE,24
12,1958,NEW JERSEY,35.6
12,1958,NEW MEXICO,40.2
12,1958,NEW YORK,27.1
12,1958,NORTH CAROLINA,44.6
12,1958,NORTH DAKOTA,18.5
12,1958,OHIO,32.2
12,1958,OKLAHOMA,44
12,1958,OREGON,38.6
12,1958,PENNSYLVANIA,31
12,1958,RHODE ISLAND,33.8
12,1958,SOUTH CAROLINA,49.2
12,1958,SOUTH DAKOTA,25.9
12,1958,TENNESSEE,42.2
12,1958,TEXAS,50
12,1958,UTAH,34.8
12,1958,VERMONT,22.3
12,1958,VIRGINIA,39.7
12,1958,WASHINGTON,34.6
12,1958,WEST VIRGINIA,35.4
12,1958,WISCONSIN,22.6
12,1958,WYOMING,27.2
1,1959,ALABAMA,42.8
1,1959,ARIZONA,44.6
1,1959,ARKANSAS,37.8
1,1959,CALIFORNIA,47.1
1,1959,COLORADO,27.5
1,1959,CONNECTICUT,23.8
1,1959,DELAWARE,30.2
1,1959,FLORIDA,56.9
1,1959,GEORGIA,44.4
1,1959,IDAHO,28.4
1,1959,ILLINOIS,22.4
1,1959,INDIANA,23.1
1,1959,IOWA,16.2
1,1959,KANSAS,28.1
1,1959,KENTUCKY,30.8
1,1959,LOUISIANA,47
1,1959,MAINE,11.8
1,1959,MARYLAND,29.8
1,1959,MASSACHUSETTS,22.2
1,1959,MICHIGAN,14.4
1,1959,MINNESOTA,4.8
1,1959,MISSISSIPPI,42.6
1,1959,MISSOURI,28.2
1,1959,MONTANA,19.7
1,1959,NEBRASKA,23.2
1,1959,NEVADA,36.2
1,1959,NEW HAMPSHIRE,14.8
1,1959,NEW JERSEY,27.7
1,1959,NEW MEXICO,36
1,1959,NEW YORK,17.1
1,1959,NORTH CAROLINA,37.8
1,1959,NORTH DAKOTA,6.4
1,1959,OHIO,22.8
1,1959,OKLAHOMA,35.4
1,1959,OREGON,36.6
1,1959,PENNSYLVANIA,22.2
1,1959,RHODE ISLAND,25.5
1,1959,SOUTH CAROLINA,42.4
1,1959,SOUTH DAKOTA,15.6
1,1959,TENNESSEE,35.1
1,1959,TEXAS,43.9
1,1959,UTAH,31.7
1,1959,VERMONT,12.1
1,1959,VIRGINIA,32.4
1,1959,WASHINGTON,32.2
1,1959,WEST VIRGINIA,27.5
1,1959,WISCONSIN,9
1,1959,WYOMING,22.1
2,1959,ALABAMA,46.2
2,1959,ARIZONA,43
2,1959,ARKANSAS,40.3
2,1959,CALIFORNIA,44.6
2,1959,COLORADO,25.8
2,1959,CONNECTICUT,25
2,1959,DELAWARE,33.5
2,1959,FLORIDA,60.6
2,1959,GEORGIA,47.8
2,1959,IDAHO,26.8
2,1959,ILLINOIS,24.8
2,1959,INDIANA,26.9
2,1959,IOWA,16.2
2,1959,KANSAS,28.4
2,1959,KENTUCKY,34.8
2,1959,LOUISIANA,49.8
2,1959,MAINE,12.3
2,1959,MARYLAND,33
2,1959,MASSACHUSETTS,23
2,1959,MICHIGAN,14.6
2,1959,MINNESOTA,5.6
2,1959,MISSISSIPPI,46
2,1959,MISSOURI,29.8
2,1959,MONTANA,15
2,1959,NEBRASKA,21.8
2,1959,NEVADA,33.6
2,1959,NEW HAMPSHIRE,15.4
2,1959,NEW JERSEY,29.7
2,1959,NEW MEXICO,35.6
2,1959,NEW YORK,18
2,1959,NORTH CAROLINA,41.2
2,1959,NORTH DAKOTA,4
2,1959,OHIO,27.2
2,1959,OKLAHOMA,37.2
2,1959,OREGON,34.6
2,1959,PENNSYLVANIA,25.2
2,1959,RHODE ISLAND,26.1
2,1959,SOUTH CAROLINA,46
2,1959,SOUTH DAKOTA,13.2
2,1959,TENNESSEE,38.4
2,1959,TEXAS,45.8
2,1959,UTAH,30.4
2,1959,VERMONT,12.7
2,1959,VIRGINIA,36
2,1959,WASHINGTON,31.2
2,1959,WEST VIRGINIA,31.4
2,1959,WISCONSIN,9.4
2,1959,WYOMING,19.8
3,1959,ALABAMA,50.8
3,1959,ARIZONA,46.6
3,1959,ARKANSAS,46.6
3,1959,CALIFORNIA,47.8
3,1959,COLORADO,29.6
3,1959,CONNECTICUT,29.6
3,1959,DELAWARE,38.8
3,1959,FLORIDA,63.6
3,1959,GEORGIA,51.8
3,1959,IDAHO,29.8
3,1959,ILLINOIS,34.4
3,1959,INDIANA,34.3
3,1959,IOWA,26.6
3,1959,KANSAS,37.5
3,1959,KENTUCKY,40.6
3,1959,LOUISIANA,54.8
3,1959,MAINE,17.1
3,1959,MARYLAND,38.4
3,1959,MASSACHUSETTS,27.8
3,1959,MICHIGAN,21.6
3,1959,MINNESOTA,18.4
3,1959,MISSISSIPPI,51.4
3,1959,MISSOURI,39
3,1959,MONTANA,23.2
3,1959,NEBRASKA,29.8
3,1959,NEVADA,36.6
3,1959,NEW HAMPSHIRE,20.6
3,1959,NEW JERSEY,34.5
3,1959,NEW MEXICO,39.4
3,1959,NEW YORK,23.4
3,1959,NORTH CAROLINA,45.6
3,1959,NORTH DAKOTA,18.2
3,1959,OHIO,33.6
3,1959,OKLAHOMA,44.9
3,1959,OREGON,36.4
3,1959,PENNSYLVANIA,30.6
3,1959,RHODE ISLAND,30.2
3,1959,SOUTH CAROLINA,50.1
3,1959,SOUTH DAKOTA,24.4
3,1959,TENNESSEE,43.8
3,1959,TEXAS,51.4
3,1959,UTAH,34.2
3,1959,VERMONT,18.2
3,1959,VIRGINIA,41.2
3,1959,WASHINGTON,35.2
3,1959,WEST VIRGINIA,36.7
3,1959,WISCONSIN,19.4
3,1959,WYOMING,24.5
4,1959,ALABAMA,57.2
4,1959,ARIZONA,55.4
4,1959,ARKANSAS,55.2
4,1959,CALIFORNIA,55.4
4,1959,COLORADO,37.2
4,1959,CONNECTICUT,41.4
4,1959,DELAWARE,48.6
4,1959,FLORIDA,65.8
4,1959,GEORGIA,58.2
4,1959,IDAHO,37.2
4,1959,ILLINOIS,45.8
4,1959,INDIANA,45
4,1959,IOWA,41
4,1959,KANSAS,47.9
4,1959,KENTUCKY,49.4
4,1959,LOUISIANA,60.6
4,1959,MAINE,31.4
4,1959,MARYLAND,48.5
4,1959,MASSACHUSETTS,39.7
4,1959,MICHIGAN,34.8
4,1959,MINNESOTA,34.8
4,1959,MISSISSIPPI,58
4,1959,MISSOURI,49.6
4,1959,MONTANA,36.4
4,1959,NEBRASKA,41.8
4,1959,NEVADA,45.4
4,1959,NEW HAMPSHIRE,34.4
4,1959,NEW JERSEY,45.1
4,1959,NEW MEXICO,47.2
4,1959,NEW YORK,36.4
4,1959,NORTH CAROLINA,53.4
4,1959,NORTH DAKOTA,36
4,1959,OHIO,43.5
4,1959,OKLAHOMA,54
4,1959,OREGON,42.2
4,1959,PENNSYLVANIA,41.4
4,1959,RHODE ISLAND,41.4
4,1959,SOUTH CAROLINA,57.4
4,1959,SOUTH DAKOTA,39.5
4,1959,TENNESSEE,52
4,1959,TEXAS,58.5
4,1959,UTAH,42.4
4,1959,VERMONT,33.2
4,1959,VIRGINIA,50
4,1959,WASHINGTON,42
4,1959,WEST VIRGINIA,45.4
4,1959,WISCONSIN,34.8
4,1959,WYOMING,33.8
5,1959,ALABAMA,67.6
5,1959,ARIZONA,62.4
5,1959,ARKANSAS,66.2
5,1959,CALIFORNIA,59
5,1959,COLORADO,47
5,1959,CONNECTICUT,54.1
5,1959,DELAWARE,60.3
5,1959,FLORIDA,72.9
5,1959,GEORGIA,68.4
5,1959,IDAHO,43.6
5,1959,ILLINOIS,59.2
5,1959,INDIANA,58.7
5,1959,IOWA,55
5,1959,KANSAS,59
5,1959,KENTUCKY,62
5,1959,LOUISIANA,70
5,1959,MAINE,46.8
5,1959,MARYLAND,60.4
5,1959,MASSACHUSETTS,52.7
5,1959,MICHIGAN,50.2
5,1959,MINNESOTA,48.6
5,1959,MISSISSIPPI,68.2
5,1959,MISSOURI,61.2
5,1959,MONTANA,43
5,1959,NEBRASKA,52.6
5,1959,NEVADA,51
5,1959,NEW HAMPSHIRE,49.1
5,1959,NEW JERSEY,57.4
5,1959,NEW MEXICO,56.4
5,1959,NEW YORK,50.8
5,1959,NORTH CAROLINA,64.3
5,1959,NORTH DAKOTA,46.2
5,1959,OHIO,57.4
5,1959,OKLAHOMA,64.8
5,1959,OREGON,46.6
5,1959,PENNSYLVANIA,54.8
5,1959,RHODE ISLAND,53.4
5,1959,SOUTH CAROLINA,68.1
5,1959,SOUTH DAKOTA,49.5
5,1959,TENNESSEE,63.6
5,1959,TEXAS,68.4
5,1959,UTAH,50.3
5,1959,VERMONT,48.3
5,1959,VIRGINIA,61.4
5,1959,WASHINGTON,47.4
5,1959,WEST VIRGINIA,58.2
5,1959,WISCONSIN,50.8
5,1959,WYOMING,42.3
6,1959,ALABAMA,74.7
6,1959,ARIZONA,71.2
6,1959,ARKANSAS,73.7
6,1959,CALIFORNIA,65.2
6,1959,COLORADO,58.3
6,1959,CONNECTICUT,62.4
6,1959,DELAWARE,69.2
6,1959,FLORIDA,78
6,1959,GEORGIA,75
6,1959,IDAHO,52.2
6,1959,ILLINOIS,69.7
6,1959,INDIANA,68.5
6,1959,IOWA,66.4
6,1959,KANSAS,70.3
6,1959,KENTUCKY,69.9
6,1959,LOUISIANA,77.3
6,1959,MAINE,55.7
6,1959,MARYLAND,68.9
6,1959,MASSACHUSETTS,61.1
6,1959,MICHIGAN,61.8
6,1959,MINNESOTA,61
6,1959,MISSISSIPPI,75.4
6,1959,MISSOURI,70.4
6,1959,MONTANA,53.3
6,1959,NEBRASKA,65
6,1959,NEVADA,59.8
6,1959,NEW HAMPSHIRE,58.5
6,1959,NEW JERSEY,66.4
6,1959,NEW MEXICO,65.8
6,1959,NEW YORK,60.8
6,1959,NORTH CAROLINA,71.2
6,1959,NORTH DAKOTA,58.8
6,1959,OHIO,66.9
6,1959,OKLAHOMA,73.8
6,1959,OREGON,53.2
6,1959,PENNSYLVANIA,63.9
6,1959,RHODE ISLAND,61.2
6,1959,SOUTH CAROLINA,74.8
6,1959,SOUTH DAKOTA,62.6
6,1959,TENNESSEE,70.9
6,1959,TEXAS,76.9
6,1959,UTAH,60.5
6,1959,VERMONT,58.3
6,1959,VIRGINIA,68.8
6,1959,WASHINGTON,53.4
6,1959,WEST VIRGINIA,65.9
6,1959,WISCONSIN,62.1
6,1959,WYOMING,53.8
7,1959,ALABAMA,78.2
7,1959,ARIZONA,79.9
7,1959,ARKANSAS,76.6
7,1959,CALIFORNIA,74.6
7,1959,COLORADO,65.5
7,1959,CONNECTICUT,68
7,1959,DELAWARE,74
7,1959,FLORIDA,80.1
7,1959,GEORGIA,78.1
7,1959,IDAHO,62.6
7,1959,ILLINOIS,73.7
7,1959,INDIANA,72.6
7,1959,IOWA,71.2
7,1959,KANSAS,75.2
7,1959,KENTUCKY,73.8
7,1959,LOUISIANA,80
7,1959,MAINE,62.8
7,1959,MARYLAND,73.6
7,1959,MASSACHUSETTS,67
7,1959,MICHIGAN,66.9
7,1959,MINNESOTA,67.9
7,1959,MISSISSIPPI,78.6
7,1959,MISSOURI,74
7,1959,MONTANA,63.2
7,1959,NEBRASKA,71.9
7,1959,NEVADA,71.2
7,1959,NEW HAMPSHIRE,64.7
7,1959,NEW JERSEY,71.7
7,1959,NEW MEXICO,71.8
7,1959,NEW YORK,67
7,1959,NORTH CAROLINA,74.9
7,1959,NORTH DAKOTA,68.1
7,1959,OHIO,71.2
7,1959,OKLAHOMA,77.5
7,1959,OREGON,62.6
7,1959,PENNSYLVANIA,68.9
7,1959,RHODE ISLAND,67.2
7,1959,SOUTH CAROLINA,77.9
7,1959,SOUTH DAKOTA,71.5
7,1959,TENNESSEE,74.4
7,1959,TEXAS,80
7,1959,UTAH,70.5
7,1959,VERMONT,64.8
7,1959,VIRGINIA,72.9
7,1959,WASHINGTON,61.4
7,1959,WEST VIRGINIA,70
7,1959,WISCONSIN,66.8
7,1959,WYOMING,63.2
8,1959,ALABAMA,80
8,1959,ARIZONA,79.2
8,1959,ARKANSAS,78.8
8,1959,CALIFORNIA,75.9
8,1959,COLORADO,66.4
8,1959,CONNECTICUT,71.4
8,1959,DELAWARE,76
8,1959,FLORIDA,80.8
8,1959,GEORGIA,79.6
8,1959,IDAHO,63.8
8,1959,ILLINOIS,75.8
8,1959,INDIANA,75.2
8,1959,IOWA,73.5
8,1959,KANSAS,77.6
8,1959,KENTUCKY,76.4
8,1959,LOUISIANA,81.2
8,1959,MAINE,66.6
8,1959,MARYLAND,75.8
8,1959,MASSACHUSETTS,70.6
8,1959,MICHIGAN,69.8
8,1959,MINNESOTA,69.6
8,1959,MISSISSIPPI,80.2
8,1959,MISSOURI,76.5
8,1959,MONTANA,64.6
8,1959,NEBRASKA,73.9
8,1959,NEVADA,72.2
8,1959,NEW HAMPSHIRE,68
8,1959,NEW JERSEY,74
8,1959,NEW MEXICO,71.9
8,1959,NEW YORK,70
8,1959,NORTH CAROLINA,76.9
